id_alignrec_anchor,degree_alignrec_anchor
17815,68
17649,45
9918,73
4348,200
6889,200
11022,78
14619,74
11325,200
12686,91
18537,193
8613,120
12256,125
4415,200
5247,194
18681,200
11564,200
19420,188
5997,200
1877,200
6237,200
12058,200
842,127
12839,200
6830,200
13991,200
9940,200
12130,106
16884,183
15630,200
9729,200
18336,200
12089,200
821,152
12941,96
1244,200
18212,134
5791,200
14217,179
6865,200
3368,200
10250,200
4427,40
5083,200
7442,200
10093,200
1066,143
2374,200
9271,200
17251,200
13171,200
12083,200
4481,200
7563,200
1343,200
2732,179
19438,132
1901,79
10784,200
571,44
4879,200
642,200
18709,200
235,175
17843,81
7262,173
13622,120
12707,200
7080,35
17233,200
11795,200
8227,200
5746,114
8020,200
8254,200
10374,200
18257,139
19031,106
2586,27
6040,146
15646,22
11671,200
18736,200
976,153
10243,200
13237,200
4216,134
4283,200
6172,200
10017,200
14444,200
18514,66
2966,200
905,200
10047,196
5567,93
8495,185
4057,126
10814,200
13270,200
9928,200
233,200
10234,200
18943,62
5021,125
5788,200
11953,173
2807,145
10190,200
15856,42
203,195
17007,200
7481,200
1419,200
8114,200
15879,200
3784,200
4814,200
19269,51
5315,200
15546,200
16123,200
17403,200
5140,200
2209,200
19205,40
17941,200
5578,200
505,200
218,170
16374,200
5898,106
10779,200
11861,200
6062,200
8742,200
7966,200
8884,59
14714,178
12897,200
16567,200
1335,200
15659,30
12619,193
2782,24
15218,200
3113,200
5099,200
1120,185
16573,200
1445,200
10378,200
13177,200
3624,121
12956,200
4429,200
2218,83
15616,98
6063,191
561,47
7223,79
3881,200
5193,200
2144,200
470,108
19015,98
16685,26
8909,200
14369,172
12221,199
8252,124
7805,200
2937,200
2264,200
7488,200
1256,125
19106,127
5904,104
16570,88
17279,195
18915,200
1052,200
15944,200
159,143
12031,200
1118,200
17499,91
11805,200
6716,200
13639,180
11372,200
15976,122
10113,200
18057,48
2149,159
1917,200
5136,119
3796,200
3341,200
4616,136
15731,152
7237,200
12768,200
1046,200
559,61
2388,185
4328,151
607,200
19320,200
19337,27
5813,200
9473,200
5332,200
2850,200
4017,200
14210,163
8149,200
15408,200
9378,200
18181,200
6786,200
8603,200
5026,200
14947,154
11365,200
13710,53
16324,105
10916,200
10122,200
8722,191
4978,131
13663,80
8304,200
14679,200
12093,200
3663,200
17376,106
82,199
16601,200
13963,200
2794,200
14067,200
10904,186
12115,200
5466,200
12113,116
9812,200
6688,200
6343,200
2227,137
10900,200
6221,200
5011,131
2663,200
10183,200
5664,200
7516,200
13590,200
11513,200
8747,30
6582,184
8548,200
12262,200
140,44
10591,200
1299,99
2370,200
14169,168
1887,85
14469,200
15797,37
16783,173
5729,200
11860,200
15046,200
9081,200
6131,200
10219,200
8451,200
2030,200
8480,200
18806,107
2811,200
15842,104
2545,200
2045,200
12317,200
17009,167
11759,185
1563,200
9630,200
7448,200
7790,200
2927,200
12472,110
9563,200
16935,200
10906,96
17079,161
17546,147
12429,200
17469,169
10443,133
15584,157
10919,200
3343,200
3244,200
3087,200
7423,200
3185,200
14213,158
9182,200
7210,200
13814,200
13687,174
6758,180
7533,200
4520,200
4001,118
15764,29
14385,200
17909,65
11465,200
2703,200
2411,200
4571,53
8421,132
8278,170
11777,200
18814,26
18433,76
3134,137
762,153
9432,54
13890,200
2311,200
11033,63
11043,60
15183,200
10946,200
4841,104
10831,79
219,200
3572,200
6245,200
18732,87
15960,200
13193,197
6502,200
10940,200
3021,200
3942,200
14633,41
10803,200
893,135
426,200
3130,187
4312,200
11654,200
12633,200
3307,195
18135,91
3710,200
2300,64
2608,100
2119,200
8340,178
15962,179
3509,200
12053,200
3829,200
13161,200
13892,134
5307,200
16086,125
1197,200
3898,115
17835,195
1758,200
12966,120
575,200
17888,200
11936,200
100,200
4197,200
11283,200
2075,200
5936,200
2847,200
1558,200
11947,200
8538,200
615,200
2016,200
2486,200
9064,200
5101,200
8185,200
5638,200
17832,200
422,200
7107,200
13429,200
1792,200
7036,200
695,200
19240,200
2816,200
1873,200
1060,200
7534,200
4061,200
11869,200
10320,200
1128,200
9384,200
6246,200
12924,200
900,200
12111,200
2040,200
2704,200
17869,200
7493,200
9917,200
2649,200
13044,200
12811,200
528,200
4668,200
11064,200
2897,200
16315,200
1810,200
5080,200
7280,200
3073,200
2848,200
7468,200
2872,200
10043,200
1767,200
6980,200
5804,200
9972,200
17008,200
5037,200
7811,200
4993,200
19394,200
9957,200
3872,200
8289,200
11966,200
17015,200
5308,200
1977,200
13727,200
2240,200
5798,200
5687,200
1410,200
2598,200
14177,200
6823,200
4692,200
7486,200
19395,200
1743,200
6016,200
9962,200
2206,200
4809,200
13258,200
9290,200
982,200
17127,200
6291,200
1455,200
6925,200
7627,200
11013,200
4689,200
6461,200
19344,200
13197,200
13377,200
1694,200
1479,200
107,200
644,200
3732,200
14943,200
6566,200
11771,200
8111,200
11921,200
3264,200
16529,200
1266,200
508,200
405,200
8810,200
4658,200
12128,200
2092,200
9509,200
6558,200
7072,200
5981,200
12740,200
5002,200
435,200
10080,200
10937,200
4237,200
1211,200
5095,200
13359,200
6042,200
6999,200
6880,200
4908,200
7719,200
3613,200
9030,200
5368,200
6129,200
761,200
6740,200
9318,200
3532,200
8892,200
1959,200
4622,200
4869,200
80,200
5570,200
7388,200
1384,200
2941,200
3000,200
3441,200
12200,200
2853,200
1346,200
52,200
6963,200
263,200
4276,200
2655,200
2712,200
4091,200
526,200
2830,200
4494,200
2682,200
1688,200
4984,200
1442,200
1760,200
6547,200
1994,200
1821,200
2882,200
351,200
2482,200
1771,200
2769,200
525,200
9701,200
1983,200
366,200
360,116
362,200
363,200
364,200
365,200
375,200
378,200
368,200
369,200
374,200
370,200
371,186
372,182
358,200
392,200
376,200
367,72
385,108
391,200
390,22
389,69
388,200
387,200
386,124
384,50
377,200
383,138
382,200
381,200
380,124
373,200
396,127
513,200
395,117
410,70
409,200
408,50
407,200
404,110
414,200
403,200
402,200
401,200
399,118
398,112
397,70
413,200
416,200
428,200
393,200
434,200
433,78
432,200
431,200
430,200
429,200
427,200
417,88
425,200
424,200
423,98
421,200
419,200
418,200
379,200
476,200
436,200
453,200
446,83
475,200
447,200
450,194
451,200
452,200
454,200
437,200
455,200
448,115
412,22
477,38
478,200
497,200
444,103
443,87
442,29
441,200
440,200
456,115
457,200
458,200
459,132
460,200
461,200
463,200
464,200
465,200
466,58
467,200
468,200
498,122
499,125
500,198
481,200
438,200
486,59
492,107
491,125
490,159
489,155
488,200
487,200
485,170
494,200
567,123
484,200
483,200
482,200
480,200
501,46
479,200
493,165
495,112
439,200
504,143
512,163
511,87
510,69
509,200
507,151
506,200
503,200
496,23
502,200
411,200
652,200
406,200
547,200
522,200
521,200
520,200
519,200
518,200
517,200
534,89
536,200
552,126
545,97
551,118
550,126
549,189
548,82
546,141
523,158
544,47
537,75
543,57
542,200
541,105
540,200
539,145
538,50
605,200
608,200
357,200
662,200
669,200
668,200
535,63
527,47
665,200
594,200
566,200
564,183
563,59
562,123
582,200
585,200
557,200
595,200
604,200
602,200
601,200
598,200
597,38
596,200
587,135
529,200
593,200
592,200
591,24
590,200
589,200
588,48
560,133
553,149
606,200
524,38
533,95
532,33
531,200
530,200
666,200
664,200
514,200
649,186
621,200
619,184
629,200
617,200
616,97
614,200
612,200
611,124
610,121
628,200
630,176
650,200
471,200
641,200
648,200
623,200
647,200
646,200
645,200
643,200
640,200
631,200
639,200
638,200
636,200
635,200
633,200
632,200
516,200
515,115
622,200
624,200
663,200
685,200
661,200
671,200
660,200
659,200
658,116
657,95
656,200
655,200
670,200
672,200
653,52
681,106
687,79
686,200
684,113
625,200
683,200
682,200
680,105
673,129
679,200
678,200
677,200
676,200
675,200
674,159
654,200
609,69
620,34
626,200
469,200
2017,148
472,54
2059,27
2000,75
2152,145
2031,200
2033,200
2057,166
2058,200
2060,200
2269,200
2061,200
2062,200
2056,200
2063,200
2065,200
2066,200
2007,178
2006,57
2005,200
2004,71
2003,200
2001,58
1999,200
2009,55
1998,200
1997,200
1996,200
1995,115
1993,200
1992,124
2008,200
2010,57
2029,105
2067,200
2068,200
2070,200
2049,200
2266,200
2257,200
2265,200
2263,200
2262,200
2261,200
2259,100
2258,200
2155,143
2154,129
2153,96
2043,200
2051,200
2050,121
2048,200
2071,200
2046,200
2044,200
2042,163
2054,200
2041,200
2039,200
2038,200
2037,54
2035,200
2034,200
2052,200
2055,200
2032,200
2064,200
2021,151
2028,200
2027,200
2113,155
2150,200
2148,200
2147,200
2146,200
2143,200
2141,200
2133,200
2139,200
2138,188
2137,200
2136,200
2135,141
2134,170
2114,200
2112,200
2142,200
2085,200
2091,200
2090,200
2089,200
2088,155
2087,200
2086,200
2084,200
2111,193
2083,82
2082,200
2081,200
2080,200
2079,200
2151,118
2076,200
2026,176
2123,166
2024,200
2023,200
2022,200
2020,200
2012,161
2019,200
2018,114
583,177
2015,67
2014,168
2013,200
2072,200
2073,200
2074,200
2129,200
2132,200
2128,138
2127,123
2126,200
2125,65
2124,200
2122,200
2131,200
2121,64
2120,200
2118,200
2117,200
2116,104
2115,156
2130,200
2268,200
2270,200
473,101
2171,200
2163,142
2165,200
2167,163
2168,74
2169,200
2170,200
2164,165
2271,82
2236,200
2195,88
2197,200
2219,200
2220,200
2221,110
2173,44
2161,200
2160,200
2159,200
2158,200
2157,68
2156,200
2172,51
2174,26
2194,200
2186,200
2193,200
2192,200
2191,200
2190,53
2189,200
2187,200
2222,168
2223,200
2224,200
2202,200
474,200
1334,200
1336,200
1337,163
2205,185
2213,107
2212,200
2211,200
2210,178
2208,200
2207,52
2204,200
2215,200
2203,200
2201,200
2217,200
2200,200
2199,80
2198,116
2214,200
2216,200
2196,200
2226,200
2234,200
2233,70
2231,78
2230,187
2229,200
2228,200
2225,200
2185,115
2175,79
2184,200
2249,200
2306,87
2305,200
2303,200
2302,200
2301,200
2299,200
2277,200
2275,200
2238,136
2247,42
2253,200
2252,200
2251,200
2250,200
2248,200
2307,200
2246,69
2255,200
2245,200
2244,131
2243,138
2242,108
2241,88
2239,200
2254,200
2256,200
2274,71
2267,200
2273,200
2272,137
2298,200
2309,171
2183,200
2285,200
2182,200
2179,200
2178,200
2177,81
2235,200
2237,200
2317,121
2286,200
2292,200
2291,200
2290,200
2289,200
2288,200
2287,15
2294,200
2310,200
2284,107
2282,200
2281,177
2280,64
2279,200
2278,200
2293,130
2296,200
2276,200
2308,200
2315,200
2314,200
2313,200
2312,200
569,200
328,200
570,123
1098,200
1152,200
1153,200
1154,107
1155,200
1149,112
1101,200
1097,154
1085,200
1033,200
1035,200
1036,200
1037,112
1038,200
1039,162
1151,200
1150,200
1148,200
1158,200
1147,200
1146,89
1145,200
1144,200
1143,114
1142,200
1157,160
1159,200
1102,127
1168,200
1174,200
1173,155
1172,200
1032,45
1040,134
1042,200
1021,200
1082,200
1081,200
1080,200
1079,108
1055,200
1053,200
1175,145
1022,200
1028,200
1027,118
1026,56
1025,29
1024,200
1023,39
1030,200
1043,200
1020,166
1018,200
1017,171
1016,200
1015,200
1014,92
1029,200
1031,140
1050,200
1041,37
1049,200
1048,200
1047,200
1044,175
1171,200
1170,200
1169,200
234,200
1130,200
1131,200
1132,155
1133,200
1134,200
1135,200
1136,200
1137,200
691,200
689,200
2636,97
229,200
237,200
236,200
232,200
1127,200
231,200
230,200
227,177
240,147
226,200
225,200
223,200
221,150
220,200
217,200
239,200
241,180
215,53
255,200
1129,164
1126,25
1167,107
1113,200
1160,200
1166,117
1165,200
1164,200
1163,200
1162,200
1161,200
1141,200
1140,200
1139,200
1110,190
1117,200
1116,92
1114,200
1112,101
1125,200
1111,80
1109,97
1138,150
1108,189
1107,200
1106,200
1105,200
1104,83
1103,136
1119,144
1121,197
1122,200
1123,200
1124,200
1084,188
1078,200
574,148
1311,128
1305,200
1306,200
1307,200
1317,107
1308,109
1310,200
1312,200
1086,86
1313,200
1314,200
1315,157
1309,150
1013,126
1257,200
1304,200
1303,168
1302,176
1316,200
1318,200
1300,200
1327,200
1333,200
1332,157
1331,200
1330,200
1329,200
1328,131
1326,200
1319,200
1325,200
1324,200
1254,200
1200,200
1201,200
1179,144
2093,200
1192,200
1191,200
1190,200
1189,200
1188,200
1187,200
1185,200
1195,122
1184,183
1183,200
1182,200
1181,200
1180,82
1194,165
1202,200
1196,200
1215,200
1207,60
1214,200
1213,200
1212,114
1210,200
1209,200
1208,200
1206,200
1199,184
1205,200
1204,133
1203,200
1323,200
1322,200
1321,200
1062,200
1281,168
1280,200
1178,200
1177,141
1176,200
1064,200
1072,200
1071,135
1070,185
1069,200
1068,200
1067,190
1063,128
1074,176
1061,200
1283,200
1059,200
1058,200
1057,140
1056,200
1073,200
1076,93
1054,200
1087,200
1096,114
1095,143
1093,181
1091,200
1090,200
1088,200
1282,200
1284,200
1320,131
1262,188
1301,200
1298,174
1258,200
1267,200
1273,200
1272,200
1271,179
1270,180
1269,200
1268,180
1265,200
1276,200
1264,200
1263,200
1261,200
1285,200
1260,200
1259,108
1274,200
1278,200
1297,200
1287,200
1295,200
1293,200
1292,200
1291,200
1290,200
1288,200
1286,200
1279,163
262,200
261,200
260,200
31,200
25,200
19,200
26,200
28,200
29,200
30,200
32,120
258,200
33,200
27,200
34,200
18,200
16,200
2,172
24,200
23,200
22,40
21,200
20,200
73,200
74,200
76,200
128,200
134,72
133,200
132,200
131,142
130,200
129,200
127,200
136,195
3,200
4,164
5,134
61,200
56,200
36,163
66,48
72,200
71,200
70,49
69,200
68,200
67,200
65,200
57,200
64,20
63,129
62,200
60,71
6,200
58,186
37,200
35,200
158,200
9,200
15,200
14,200
13,67
12,200
11,54
10,200
8,200
17,200
7,163
125,200
124,200
123,103
109,200
83,136
81,200
79,200
78,67
95,200
97,200
98,200
99,127
101,200
102,200
103,200
105,200
106,196
108,200
110,50
85,149
111,54
112,200
113,200
114,200
115,200
354,200
356,200
688,200
573,122
581,200
580,50
579,200
577,200
576,75
84,200
116,112
122,200
146,200
121,200
120,200
135,93
137,200
77,200
149,160
156,167
155,200
154,200
153,200
151,200
150,200
148,200
139,200
145,134
86,147
144,44
143,200
142,200
141,200
119,200
118,200
117,144
87,200
94,200
93,200
92,200
91,200
89,200
88,58
