id_anchor,degree_anchor
1818,91
965,54
3936,118
17415,74
11860,200
7010,200
1401,200
6407,200
2077,183
17639,149
940,81
12630,200
10492,200
18768,139
6402,200
3289,120
19130,73
13985,200
2691,200
7357,181
18657,175
16981,131
888,200
17645,138
14823,160
12644,200
10568,200
9676,200
8910,200
18063,160
9935,200
19138,72
2546,153
13574,114
14071,200
11174,104
5444,200
5204,132
5201,86
16317,200
16943,127
13207,47
18289,200
289,200
8840,200
9064,200
11921,200
4504,200
13354,200
14443,200
15130,200
9660,200
18948,200
2657,200
2664,200
2838,200
17831,200
7208,200
1100,200
6246,200
8751,200
5332,200
5371,200
4395,200
1955,200
9856,200
3501,200
5777,200
2654,200
17832,200
17459,61
19209,200
17568,125
6816,95
18953,200
250,93
252,99
4896,200
259,90
8319,189
1294,108
12995,200
5281,200
304,162
4102,200
13331,142
16506,200
18579,15
18330,200
12463,200
10026,200
11567,200
7667,126
17406,110
16492,200
584,185
883,200
12664,200
3918,96
5083,200
4481,200
6221,200
13827,200
18074,200
3400,197
19118,141
11931,200
15170,200
12462,64
10945,200
8915,200
2162,200
19225,88
12503,178
17494,31
1256,125
1902,56
5608,200
15962,179
175,146
8086,200
1749,200
1837,200
200,200
15270,200
15702,200
4357,200
6259,200
17684,111
7574,27
11617,41
18803,45
12707,200
2573,200
18218,27
11386,55
1922,172
1450,158
19032,168
17190,138
4172,200
3864,200
15916,200
651,200
1714,200
3012,169
2011,200
9466,200
9895,200
1432,139
15424,80
15785,200
16627,200
14858,200
4817,93
214,200
3980,200
7245,190
10467,105
18712,42
5176,157
12221,199
2406,148
1534,196
17763,200
9766,200
16437,200
800,200
7825,200
12100,200
12532,200
7566,200
14635,80
10563,50
13140,200
8659,200
4437,200
11502,200
13561,200
3211,200
1766,200
2030,200
12906,200
12586,200
4897,200
7220,200
9081,200
1833,200
18310,101
15687,96
19267,200
7248,200
14469,200
1094,200
3547,200
8687,200
4606,200
7945,200
433,78
191,157
17691,200
189,85
3870,200
186,150
8214,200
10138,200
3030,200
10365,200
2180,68
12686,91
11930,200
1910,120
1911,127
18383,85
13421,144
8167,200
5208,185
15372,193
13776,114
224,126
15178,200
10520,200
10998,194
4017,200
7471,200
17742,153
9981,157
17373,182
16756,200
3098,17
893,135
18709,200
17996,160
6604,178
13346,200
7467,200
12964,107
13078,200
4329,200
795,110
5418,134
10787,200
11854,200
18001,200
5689,200
2504,200
15045,134
15153,200
18161,200
2785,165
707,198
10689,199
7377,200
18793,22
7787,200
17614,141
2792,156
15043,188
6035,165
7438,200
14138,200
17021,200
5342,164
12528,200
12490,183
15246,200
11376,200
8504,133
1522,200
18171,63
3645,200
18951,70
7793,200
1593,142
17028,200
572,55
15733,200
11625,200
5980,137
1282,200
10023,73
2209,200
19337,27
16666,46
11776,200
5645,200
1083,101
16458,200
10190,200
6173,200
8016,200
302,92
11698,200
4101,148
4541,105
8535,200
2604,77
6731,200
5116,200
19228,47
10422,95
245,44
6658,200
16667,200
7423,200
19007,68
7699,200
7420,200
2704,200
11020,200
982,200
16372,200
3264,200
10320,200
6711,200
9057,200
2486,200
3621,200
8667,200
7104,200
5814,200
422,200
857,200
3277,200
1128,200
6811,200
394,97
9995,150
2658,200
5857,200
5567,93
19363,200
5624,200
4131,200
17871,154
9826,200
5827,200
14394,171
15959,200
17740,98
9077,200
6504,200
8162,200
19019,200
16573,200
8919,145
8722,191
5462,200
12794,200
14127,172
554,67
9805,200
13427,155
13534,200
5719,200
2617,50
19031,106
11665,200
9921,94
568,200
1903,200
12650,200
17070,200
1895,154
18091,20
17733,76
11775,200
7663,79
12042,200
16044,41
9638,38
7847,115
16966,16
18749,64
9656,200
13035,200
15218,200
3017,200
1380,178
7373,200
2188,200
13299,200
14759,200
4974,114
18515,200
4960,200
12619,193
11763,200
7046,200
2523,200
12912,200
5945,200
5180,200
3930,200
10494,86
11039,106
4099,200
13800,169
9686,200
16107,96
7237,200
9729,200
9745,78
4858,200
16187,200
1469,200
11165,200
18656,154
4626,200
847,200
1738,85
15599,200
16580,200
12806,200
4405,200
17546,147
14019,200
2025,200
12543,200
5178,190
10243,200
15084,200
3185,200
11805,200
8940,200
13146,200
5450,200
12098,200
12002,200
5345,200
15190,200
13663,80
11589,200
1981,200
14463,200
82,199
12711,152
17279,195
14989,200
13549,200
17788,200
6063,191
8426,172
17791,47
14157,200
14249,200
2781,40
8556,200
380,124
5881,152
12771,200
13087,200
5672,200
7773,200
11439,152
19034,137
10062,83
14658,27
7485,200
19190,200
2855,200
961,200
3738,200
1699,200
17107,120
4911,200
15483,78
5589,200
10755,200
6162,200
750,200
920,200
17436,200
14333,200
5661,200
5836,200
17969,200
3350,200
4679,192
19030,200
16657,55
13280,200
4757,200
14054,200
18758,200
9156,200
1324,200
9183,200
4026,80
10774,200
13066,200
9012,200
16340,56
10770,200
10916,200
6556,200
12571,200
17862,200
13727,200
9384,200
5347,200
18154,200
13174,200
3909,198
3881,200
5997,200
7459,200
14787,200
13656,170
9944,200
9721,200
1045,110
11881,114
14200,139
15301,114
10399,64
12024,200
14971,138
157,200
1033,200
18567,30
2633,97
7161,200
841,64
14210,163
9741,200
13119,200
18732,87
15266,200
9765,200
15240,200
18780,134
9181,184
18135,91
9095,50
10534,76
7408,118
3191,200
14845,200
12053,200
9007,200
17986,200
8283,200
9124,37
10779,200
18172,132
1605,200
201,200
4512,144
12691,54
17272,173
8742,200
1099,200
13237,200
5746,114
17770,200
11613,200
8227,200
15917,200
1066,143
16078,144
8593,200
19162,56
13774,200
5487,200
15649,200
18705,38
2429,49
2232,141
7352,200
1370,200
5893,94
12379,172
5865,200
7287,200
1240,200
2002,200
19233,65
2069,200
5823,43
11915,200
1296,200
19218,101
10896,200
222,200
986,200
16900,200
16867,133
1156,194
11043,60
6289,200
7966,200
15559,200
4415,200
12093,200
14986,42
19304,31
15655,200
19306,48
12159,141
7189,200
7919,200
1916,90
18897,14
10956,200
2377,135
3661,200
8496,200
15498,155
13700,67
578,200
13177,200
7255,200
11997,200
9242,43
6612,200
14872,157
836,200
17903,22
10974,130
19106,127
10784,200
1381,200
3111,200
5148,86
4593,48
12436,200
296,200
19056,145
13007,195
8340,178
1335,200
4326,200
17080,83
16536,43
11425,130
19339,126
11418,120
17451,138
228,200
10071,192
3592,200
2462,200
12655,198
14178,86
10081,183
10411,78
3923,107
18342,178
16524,200
8625,200
12130,106
8200,90
197,140
12255,200
15484,102
8269,148
12848,199
13414,200
12427,119
19020,194
12083,200
11318,200
11022,78
8398,200
1536,188
565,174
13853,83
2300,64
18163,200
18165,200
715,200
13918,200
6502,200
1034,101
19264,63
6703,144
17064,86
283,200
2487,200
12790,200
8538,200
11771,200
4190,200
14177,200
2360,200
8618,200
8266,200
7573,200
11791,200
2681,200
3074,200
17073,123
1795,200
10590,63
13110,200
4052,80
5496,75
14020,200
5851,200
14901,99
4936,184
13320,200
1229,200
13089,200
9332,134
8114,200
3240,200
6956,200
13811,150
15833,52
12078,90
2683,200
5222,115
5863,184
17827,200
3131,200
16152,122
298,200
4693,200
15717,27
2857,200
14729,73
5886,200
19242,75
3856,200
5495,200
9855,200
13993,200
18895,115
14078,200
2610,31
8346,200
9596,200
7526,200
10886,200
13381,200
14148,200
1075,199
2475,116
4427,40
11355,200
1089,167
17961,46
14145,153
400,172
14619,74
19089,119
9359,200
15021,200
17314,41
5303,200
687,79
14419,200
15891,200
16425,200
17543,200
15271,200
11939,200
2770,200
1517,200
2872,200
8480,200
2816,200
9897,200
2937,200
16186,71
6582,184
12830,200
8823,200
17032,200
18092,47
75,200
4250,200
359,200
18300,200
18947,113
2053,200
618,200
2485,200
13565,20
1678,100
19164,59
12256,125
2692,200
4903,107
4814,200
14897,188
760,200
3323,155
15088,58
9749,200
11690,200
168,86
9336,200
11372,200
18859,96
18336,200
7403,200
4739,200
3055,200
18610,23
18919,200
2671,200
1104,83
11465,200
14244,200
9808,200
1976,200
6884,200
7942,200
12891,200
9903,136
7454,200
5030,99
14015,200
17072,41
5711,200
9401,200
4323,200
12546,143
12069,162
18992,200
3079,200
13109,200
17313,200
6889,200
4070,200
19438,132
2370,200
5399,200
17212,95
16357,64
12615,101
12627,135
1120,185
14525,78
793,200
5729,200
19372,144
3710,200
17303,200
5556,200
12956,200
9613,200
5137,183
10828,113
842,127
3104,35
11846,200
17296,200
7709,200
14947,154
10397,103
3722,200
18665,200
7387,200
7556,200
9776,200
14775,140
7490,200
12642,200
7110,158
2140,200
1908,200
13687,174
4544,131
1193,200
6348,200
6302,200
1525,200
6352,179
4520,200
11053,200
2715,200
2036,200
16902,200
18093,46
15563,200
16097,40
2927,200
15659,30
4589,81
2966,200
13860,151
9148,34
8585,200
15327,188
2669,200
1998,200
1675,199
8952,152
11228,180
1445,200
2176,157
3989,200
308,200
2717,200
17035,200
3202,200
3125,134
18812,105
16123,200
17468,200
5354,84
10613,91
12596,200
14436,24
1600,45
19397,189
1979,200
17203,200
558,74
4221,200
16873,65
18743,77
11953,173
19430,128
17956,200
16606,200
1633,200
16601,200
4246,200
19367,24
13317,200
17764,200
12339,200
13833,200
6110,200
11297,200
1478,200
13178,200
9103,109
2732,179
13909,152
5163,101
15879,200
13257,133
12026,200
19201,67
10173,124
11110,200
12604,200
9954,200
8605,200
147,200
15165,200
16081,147
15956,200
16342,136
16090,82
9967,148
1894,101
2374,200
13560,118
276,200
14286,200
9545,200
14931,200
19151,73
15950,200
5497,200
5112,200
16554,153
12628,200
11701,138
6848,178
16552,120
3969,200
1289,168
15842,104
1343,200
1455,200
10298,200
2332,200
599,200
9592,200
12957,200
15573,200
1051,200
4970,47
12941,96
6953,200
12127,200
140,44
19022,117
15546,200
4094,200
235,175
18514,66
12862,200
11086,43
4499,125
5586,200
10378,200
14444,200
3796,200
7303,200
1046,200
7560,200
7549,200
19358,33
13865,189
10321,184
277,200
12692,200
2987,200
13330,200
470,108
11325,200
11292,198
12210,200
11179,200
2166,200
17982,200
6172,200
4645,200
3307,195
14217,179
17414,200
18811,87
6040,146
9918,73
7472,156
3580,153
7790,200
16262,200
4057,126
2696,174
9654,200
1758,200
18995,200
8092,158
18922,200
642,200
13059,200
903,95
4616,136
9812,200
556,151
5366,200
16351,71
6786,200
15408,200
899,200
3318,68
8789,200
8554,200
13991,200
1115,174
8117,200
9674,200
16324,105
19298,16
10872,200
12633,200
18080,49
19320,200
14942,13
12461,200
15970,200
5090,200
11914,200
14580,200
9223,200
17119,53
11976,200
12429,200
13145,200
5011,131
571,44
14794,200
5983,179
9447,200
11633,200
9648,200
16969,200
5193,200
100,200
14480,200
448,115
19015,98
2587,200
6109,200
8747,30
2820,200
11798,200
11301,200
15902,200
2856,200
8252,124
16985,114
12845,200
3894,200
18146,166
11954,200
11671,200
14332,110
12113,116
10831,79
3942,200
15185,199
5952,200
10189,127
4168,200
12257,200
1658,183
15562,200
14997,200
19269,51
5658,200
5664,200
18508,200
15175,171
15399,200
429,200
18232,64
2513,56
1674,171
16086,125
16368,200
6489,200
14562,200
14814,86
17852,139
5140,200
15944,200
17340,130
18077,57
2295,200
12880,200
8304,200
11795,200
11360,200
17009,167
15409,200
12393,200
9845,200
7562,200
19419,50
14152,200
12632,200
15039,93
17888,200
18120,60
19429,92
7960,200
18945,200
7481,200
6771,200
6208,200
15229,139
7488,200
10860,190
1118,200
10904,186
15669,200
238,200
17446,200
17716,200
11555,200
19024,200
4025,200
16434,200
12925,200
6262,200
2963,165
2172,51
9591,49
13196,200
3831,200
11090,179
15106,194
2880,200
6869,88
9427,200
13941,200
4271,200
7317,200
4074,200
1452,200
2003,200
18122,152
2606,151
10479,94
13530,180
8692,176
3471,200
19420,188
12155,200
9786,171
2045,200
10328,200
18143,128
17170,200
1926,200
14213,158
4618,165
13475,177
7440,137
14125,150
5791,200
6528,126
10620,200
18944,146
4060,200
17725,200
14447,200
19096,180
561,47
17324,67
18062,191
19283,152
17048,39
11365,200
18400,48
17508,128
5655,200
18928,100
14188,200
15915,200
6836,200
7293,107
3938,70
18307,200
18728,29
11306,200
1299,99
11282,200
9138,169
762,153
12963,131
17000,199
12738,200
14101,200
623,200
11295,200
14067,200
2983,200
2670,200
6829,200
2252,200
19335,200
16343,14
15085,42
13466,200
3134,137
16634,81
4211,42
1774,200
15018,200
9875,200
9360,200
7368,200
7289,177
11513,200
3673,200
858,200
19001,200
15748,200
3304,200
7026,200
5799,200
12775,200
17583,200
4841,104
426,200
6399,200
13590,200
16812,181
203,195
11593,200
13720,200
695,200
3950,200
615,200
4061,200
9473,200
900,200
12924,200
2699,200
11947,200
8997,200
5638,200
19394,200
13256,117
6267,200
15662,200
227,177
4209,110
4571,53
162,200
7598,200
11050,61
17909,65
6862,200
11936,200
10270,33
1270,180
13655,200
5856,200
2119,200
6190,200
4901,200
4527,200
16783,173
12237,200
12355,200
12260,104
4421,131
16883,200
15157,200
905,200
2120,200
5182,200
17873,200
361,200
10354,200
13314,168
11530,200
3414,47
16374,200
13009,200
217,200
15155,200
12385,148
5752,200
17878,67
11841,200
11457,169
16570,88
3375,174
10376,200
2097,200
5260,200
9644,200
5431,200
15401,69
17269,65
7678,200
16309,200
19145,63
159,143
7468,200
7534,200
1873,200
6925,200
6537,200
5715,200
8145,200
7524,200
17870,200
209,147
16876,200
10444,165
13884,121
2608,100
15414,200
18326,93
16495,200
4904,200
13399,35
17068,200
6442,200
14174,149
18526,160
13151,200
14066,55
13802,200
14385,200
4762,200
261,200
692,168
9695,200
6237,200
16261,170
13814,200
16337,79
10665,200
15899,200
581,200
18453,31
10713,200
9484,168
17586,38
16076,112
199,170
17416,94
13171,200
15766,133
4945,185
14632,200
12407,200
8642,200
9800,139
10374,200
10536,200
17499,91
1297,200
14621,83
17649,45
9182,200
19194,200
1887,85
5096,200
8466,200
9026,200
4256,200
9986,200
7975,200
16087,133
15256,200
280,200
10627,200
4091,200
3352,200
18710,200
2312,200
7080,35
16710,200
12970,200
15569,200
8493,200
2294,200
2335,200
10966,200
17679,200
9222,200
4348,200
2263,200
18649,200
4615,44
10147,82
13588,200
19065,126
14211,164
19103,18
6342,170
5429,179
13891,200
7518,200
6831,164
10724,200
16637,200
4534,200
5471,200
251,176
16762,75
952,121
10435,200
13500,200
13162,133
17672,115
17665,200
8084,200
9672,200
11995,200
11751,200
770,109
555,200
6095,38
14031,200
12116,88
14662,49
18014,41
19395,200
5936,200
6566,200
6619,200
13429,200
107,200
17015,200
6077,200
9688,200
6799,200
4689,200
8185,200
9187,200
2297,200
5368,200
7949,200
1209,200
213,200
2601,200
17153,200
7337,200
7461,200
12128,200
6461,200
5570,200
1760,200
3533,200
4622,200
1410,200
4692,200
7570,200
16164,200
2847,200
8724,200
4232,200
4993,200
17869,200
9962,200
16768,200
7107,200
17007,200
644,200
346,200
6980,200
4862,200
7126,200
8289,200
1810,200
10935,200
1971,200
1136,200
5798,200
1824,200
2848,200
6740,200
2240,200
16392,200
109,200
5080,200
5520,200
7811,200
1479,200
1558,200
9290,200
6129,200
16529,200
4658,200
11602,200
2941,200
15402,200
2967,200
2282,200
1275,200
7933,200
10043,200
10219,200
2882,200
10302,200
3689,200
8243,200
14943,200
9917,200
1277,200
7653,200
6132,200
19247,200
1454,200
5221,200
2805,200
733,200
17093,200
7837,200
6725,200
6016,200
2814,200
7486,200
7442,200
3613,200
3732,200
2206,200
2919,200
9858,200
11869,200
761,200
1151,200
7388,200
476,200
12740,200
7418,200
10110,200
17008,200
6794,200
13309,200
1059,200
4869,200
8002,200
330,200
12111,200
757,200
2047,200
4668,200
8552,200
4237,200
1661,200
3872,200
1300,200
4857,200
6142,200
5002,200
2092,200
13044,200
10080,200
3886,200
6558,200
17127,200
1792,200
13258,200
4322,200
9972,200
2038,200
11983,200
874,200
2060,200
13359,200
7719,200
15046,200
3441,200
1266,200
12200,200
2769,200
7627,200
526,200
219,200
1983,200
4624,200
2413,200
2682,200
6439,200
7128,200
8451,200
7512,200
3560,200
984,200
413,200
8892,200
3513,200
3000,200
5420,200
12202,200
263,200
11299,200
2672,200
2660,200
12710,200
4276,200
4494,200
914,200
1821,200
4984,200
3059,200
2830,200
4197,200
2943,200
1688,200
1849,200
351,200
2655,200
1994,200
1345,200
2482,200
9701,200
3269,200
2668,200
392,200
369,200
368,200
366,200
375,200
365,200
364,200
363,200
362,200
360,116
358,200
374,200
376,200
393,200
386,124
391,200
439,200
370,200
389,69
388,200
387,200
385,108
377,200
384,50
383,138
382,200
381,200
379,200
378,200
437,200
438,200
390,22
372,182
371,186
432,200
416,200
404,110
403,200
402,200
401,200
399,118
398,112
414,200
417,88
396,127
428,200
