itemID | top1 itemID | top2 itemID | top3 itemID | top1 2-hop items | top2 2-hop items | top3 2-hop items | top1 vision sim | top2 vision sim | top3 vision sim | top1 text sim | top2 text sim | top3 text sim
31 | 2238 | 187 | 1528 | 71 | 1372 | 479 | 0.601716 | 0.239675 | 0.439915 | 0.838795 | 0.359874 | 0.645731
32 | 1829 | 6416 | 5813 | 186 | 70 | 619 | 0.542035 | 0.354712 | 0.208717 | 0.816689 | 0.753658 | 0.725700
33 | 3079 | 3293 | 5449 | 128 | 1159 | 252 | 0.595022 | 0.607098 | 0.227807 | 0.523203 | 0.681512 | 0.567392
34 | 55 | 154 | 238 | 203 | 112 | 189 | 0.621262 | 0.091142 | 0.440724 | 0.511721 | 0.314368 | 0.485399
35 | 89 | 439 | 708 | 697 | 91 | 306 | 0.790719 | 0.424224 | 0.693049 | 0.475319 | 0.780870 | 0.509890
36 | 223 | 9 | 117 | 166 | 469 | 116 | 0.264094 | 0.333663 | 0.317340 | 0.448813 | 0.205829 | 0.437173
37 | 298 | 265 | 379 | 97 | 106 | 53 | 0.250300 | 0.075992 | 0.166873 | 0.413878 | 0.445124 | 0.383606
38 | 410 | 70 | 298 | 275 | 43 | 97 | 0.483445 | 0.567104 | 0.258561 | 0.492156 | 0.958595 | 0.493055
39 | 46 | 82 | 71 | 49 | 85 | 29 | 0.806639 | 0.836319 | 0.750720 | 0.764724 | 0.732100 | 0.726794
40 | 185 | 160 | 58 | 353 | 113 | 77 | 0.567240 | 0.261430 | 0.617439 | 0.921462 | 0.249569 | 0.621151
41 | 85 | 65 | 1676 | 87 | 154 | 130 | 0.579928 | 0.548498 | 0.676713 | 0.825786 | 0.457674 | 0.444425
42 | 76 | 289 | 74 | 428 | 250 | 174 | 0.416161 | 0.606292 | 0.611075 | 0.677803 | 0.831759 | 0.703327
43 | 76 | 42 | 289 | 428 | 433 | 250 | 0.542026 | 0.362653 | 0.442874 | 0.667994 | 0.694988 | 0.677537
44 | 442 | 1565 | 6931 | 50 | 29 | 83 | 0.257254 | 0.327212 | 0.333859 | 0.353309 | 0.025900 | 0.305752
45 | 513 | 5262 | 69 | 1420 | 478 | 485 | 0.306115 | 0.333539 | 0.310228 | 0.247040 | 0.361881 | 0.284176
46 | 82 | 21 | 71 | 85 | 120 | 29 | 0.808067 | 0.197011 | 0.750593 | 0.863855 | 0.443800 | 0.859024
47 | 958 | 580 | 947 | 120 | 532 | 87 | 0.355511 | 0.159915 | 0.215789 | 0.377119 | 0.410777 | 0.456926
48 | 288 | 308 | 452 | 137 | 117 | 86 | 0.176700 | 0.267439 | 0.402965 | 0.520871 | 0.231384 | 0.290176
49 | 2880 | 81 | 2082 | 677 | 139 | 324 | 0.830694 | 0.494511 | 0.149277 | 0.764815 | 0.778630 | 0.662600
50 | 230 | 300 | 117 | 64 | 141 | 116 | 0.471503 | 0.496634 | 0.518158 | 0.325184 | 0.319238 | 0.428378
51 | 53 | 94 | 52 | 1520 | 844 | 267 | 0.298801 | 0.389388 | 0.405483 | 0.810854 | 0.701832 | 0.696595
52 | 51 | 53 | 2823 | 920 | 1520 | 581 | 0.405483 | 0.429348 | 0.508189 | 0.696595 | 0.770066 | 0.769215
53 | 51 | 94 | 2823 | 920 | 844 | 581 | 0.298801 | 0.443303 | 0.535270 | 0.810854 | 0.733380 | 0.890881
54 | 1252 | 1612 | 2151 | 81 | 43 | 75 | 0.366576 | 0.454189 | 0.574787 | 0.454926 | 0.562030 | 0.457624
55 | 238 | 323 | 9 | 189 | 105 | 469 | 0.664348 | 0.207520 | 0.228374 | 0.542300 | 0.522998 | 0.254681
56 | 85 | 82 | 65 | 87 | 85 | 154 | 0.871168 | 0.579431 | 0.674756 | 0.638722 | 0.534843 | 0.453443
57 | 173 | 557 | 6490 | 273 | 368 | 307 | 0.391364 | 0.389675 | 0.140962 | 0.913361 | 0.672043 | 0.101935
58 | 185 | 289 | 76 | 353 | 250 | 428 | 0.546609 | 0.723702 | 0.560840 | 0.609608 | 0.673984 | 0.736513
59 | 2915 | 1658 | 1327 | 115 | 127 | 810 | 0.681006 | 0.492037 | 0.190710 | 0.622135 | 0.533373 | 0.368854
60 | 4123 | 244 | 4365 | 35 | 1662 | 212 | 0.432223 | 0.253804 | 0.432223 | 0.238548 | 0.555007 | 0.238548
61 | 238 | 43 | 235 | 189 | 173 | 39 | 0.177673 | 0.265356 | 0.502018 | 0.392151 | 0.287596 | 0.640625
62 | 205 | 128 | 80 | 50 | 152 | 113 | 0.221141 | 0.463809 | 0.217770 | 0.309840 | 0.474337 | 0.349819
63 | 323 | 181 | 102 | 105 | 67 | 151 | 0.148544 | 0.197238 | 0.113931 | 0.689293 | 0.228255 | 0.302261
64 | 157 | 265 | 412 | 46 | 106 | 87 | 0.393180 | 0.349458 | 0.218773 | 0.485866 | 0.501019 | 0.386636
65 | 56 | 102 | 82 | 199 | 151 | 85 | 0.674756 | 0.190484 | 0.571874 | 0.453443 | 0.259467 | 0.308524
66 | 5979 | 1285 | 98 | 168 | 60 | 82 | 0.551057 | 0.623240 | 0.521284 | 0.599165 | 0.283721 | 0.657250
67 | 430 | 896 | 4536 | 139 | 760 | 26 | 0.200232 | 0.221346 | 0.191271 | 0.317577 | 0.373620 | 0.313097
68 | 6335 | 369 | 2461 | 103 | 616 | 32 | 0.069201 | 0.319354 | 0.095759 | 0.295160 | 0.648372 | 0.446927
69 | 14 | 811 | 515 | 481 | 860 | 811 | 0.386023 | 0.400454 | 0.245750 | 0.841371 | 0.375113 | 0.712973
70 | 141 | 38 | 456 | 179 | 63 | 58 | 0.206614 | 0.567104 | 0.201834 | 0.194598 | 0.958595 | 0.168805
71 | 203 | 82 | 46 | 203 | 85 | 49 | 0.359502 | 0.869019 | 0.750593 | 0.505694 | 0.962231 | 0.859024
72 | 1913 | 144 | 1528 | 140 | 257 | 479 | 0.572413 | 0.860623 | 0.575983 | 0.764392 | 0.781192 | 0.589126
73 | 2548 | 5423 | 2776 | 78 | 204 | 110 | 0.156152 | 0.184365 | 0.104311 | 0.448617 | 0.157908 | 0.325012
74 | 42 | 289 | 76 | 433 | 250 | 428 | 0.611075 | 0.628679 | 0.504208 | 0.703327 | 0.660171 | 0.675689
75 | 76 | 42 | 185 | 428 | 433 | 353 | 0.423961 | 0.587469 | 0.566460 | 0.790202 | 0.688020 | 0.603328
76 | 42 | 43 | 185 | 433 | 173 | 353 | 0.416161 | 0.542026 | 0.464869 | 0.677803 | 0.667994 | 0.602712
77 | 245 | 178 | 324 | 1075 | 520 | 176 | 0.462256 | 0.599514 | 0.388317 | 0.450021 | 0.867571 | 0.564201
78 | 1821 | 2271 | 776 | 39 | 52 | 58 | 0.221702 | 0.216565 | 0.231689 | 0.171106 | 0.453611 | 0.363331
79 | 303 | 187 | 233 | 2549 | 1372 | 51 | 0.411946 | 0.489877 | 0.235761 | 0.260878 | 0.300205 | 0.378718
80 | 341 | 102 | 9 | 244 | 151 | 469 | 0.857043 | 0.079398 | 0.432478 | 0.781467 | 0.273119 | 0.516715
81 | 49 | 2880 | 4205 | 138 | 677 | 85 | 0.494511 | 0.438057 | 0.344056 | 0.778630 | 0.792116 | 0.497849
82 | 56 | 85 | 65 | 199 | 87 | 154 | 0.579431 | 0.578564 | 0.571874 | 0.534843 | 0.583159 | 0.308524
83 | 1226 | 304 | 230 | 989 | 30 | 64 | 0.293614 | 0.510491 | 0.369336 | 0.461126 | 0.651029 | 0.496438
84 | 290 | 1921 | 131 | 68 | 487 | 178 | 0.507357 | 0.379934 | 0.348044 | 0.600492 | 0.710328 | 0.526311
85 | 56 | 82 | 684 | 199 | 85 | 266 | 0.871168 | 0.578564 | 0.668283 | 0.638722 | 0.583159 | 0.645216
86 | 312 | 578 | 1506 | 170 | 296 | 395 | 0.537238 | 0.635528 | 0.520850 | 0.903113 | 0.958791 | 0.946723
87 | 4905 | 3854 | 5695 | 332 | 719 | 315 | 0.363621 | 0.473071 | 0.606106 | 0.744623 | 0.782541 | 0.935542
88 | 3585 | 1076 | 1393 | 995 | 566 | 156 | 0.287527 | 0.509992 | 0.331240 | 0.574444 | 0.372156 | 0.184667
89 | 35 | 708 | 1423 | 155 | 306 | 710 | 0.790719 | 0.741706 | 0.383863 | 0.475319 | 0.394189 | 0.507831
90 | 5321 | 4516 | 5757 | 38 | 77 | 65 | 0.150955 | 0.133860 | 0.119225 | 0.318044 | 0.078700 | 0.131430
91 | 1392 | 1449 | 2403 | 304 | 351 | 232 | 0.289641 | 0.336774 | 0.114791 | 0.466397 | 0.449192 | 0.591370
92 | 252 | 207 | 102 | 75 | 112 | 151 | 0.526155 | 0.163704 | 0.318239 | 0.448334 | 0.304081 | 0.863099
93 | 102 | 152 | 9 | 151 | 36 | 469 | 0.784291 | 0.525973 | 0.151949 | 0.808600 | 0.575150 | 0.389337
94 | 53 | 51 | 2823 | 1520 | 920 | 581 | 0.443303 | 0.389388 | 0.430278 | 0.733380 | 0.701832 | 0.798640
95 | 153 | 87 | 3853 | 169 | 735 | 72 | 0.517887 | 0.296955 | 0.523207 | 0.850218 | 0.602272 | 0.754404
96 | 294 | 336 | 379 | 126 | 309 | 53 | 0.172320 | 0.305312 | 0.275129 | 0.345335 | 0.324694 | 0.366988
97 | 594 | 55 | 1517 | 1007 | 203 | 358 | 0.238757 | 0.157206 | 0.487161 | 0.631998 | 0.408879 | 0.965425
98 | 2375 | 471 | 838 | 243 | 54 | 102 | 0.659178 | 0.579185 | 0.337092 | 0.898047 | 0.866256 | 0.691032
99 | 2375 | 471 | 98 | 243 | 54 | 82 | 0.917190 | 0.705315 | 0.648886 | 0.904781 | 0.766754 | 0.765813
100 | 552 | 4531 | 52 | 244 | 30 | 267 | 0.359476 | 0.218838 | 0.279477 | 0.563043 | 0.386006 | 0.527638
101 | 5344 | 5284 | 2375 | 624 | 415 | 243 | 0.629201 | 0.621477 | 0.409475 | 0.713211 | 0.576362 | 0.511055
102 | 9 | 288 | 175 | 469 | 137 | 94 | 0.141625 | 0.276084 | 0.212653 | 0.392455 | 0.499019 | 0.453755
103 | 80 | 161 | 6 | 113 | 35 | 35 | 0.196255 | 0.429825 | 0.200555 | 0.362677 | 0.743224 | 0.487275
104 | 102 | 299 | 288 | 151 | 137 | 137 | 0.189314 | 0.166526 | 0.197281 | 0.333127 | 0.298838 | 0.285426
105 | 6606 | 703 | 1377 | 53 | 67 | 182 | 0.244626 | 0.256092 | 0.167663 | 0.706187 | 0.328395 | 0.394476
106 | 128 | 248 | 141 | 152 | 32 | 179 | 0.878881 | 0.830098 | 0.718013 | 0.911965 | 0.784677 | 0.728098
107 | 3670 | 807 | 5494 | 105 | 118 | 282 | 0.503467 | 0.255096 | 0.402002 | 0.485571 | 0.500925 | 0.523628
108 | 119 | 457 | 458 | 930 | 1210 | 1100 | 0.600240 | 0.577862 | 0.658570 | 0.985982 | 0.510124 | 0.932671
109 | 4567 | 3800 | 5886 | 72 | 51 | 236 | 0.428635 | 0.155992 | 0.252603 | 0.439921 | 0.292564 | 0.343272
110 | 279 | 350 | 252 | 57 | 131 | 75 | 0.185169 | 0.300534 | 0.317343 | 0.504228 | 0.390638 | 0.514488
111 | 2876 | 5660 | 906 | 131 | 48 | 765 | 0.171769 | 0.296227 | 0.418491 | 0.297116 | 0.190356 | 0.362870
112 | 1192 | 484 | 451 | 83 | 167 | 460 | 0.200263 | 0.152113 | 0.330239 | 0.137007 | 0.210982 | 0.745499
113 | 3088 | 6549 | 625 | 41 | 65 | 116 | 0.478211 | 0.225132 | 0.303500 | 0.585294 | 0.283413 | 0.594710
114 | 231 | 221 | 488 | 41 | 283 | 28 | 0.344656 | 0.236451 | 0.305526 | 0.472147 | 0.649024 | 0.292245
115 | 364 | 171 | 201 | 84 | 59 | 227 | 0.113210 | 0.363112 | 0.221769 | 0.230441 | 0.780776 | 0.332398
116 | 278 | 413 | 412 | 189 | 166 | 87 | 0.371359 | 0.162001 | 0.173629 | 0.501018 | 0.548509 | 0.572202
117 | 9 | 223 | 175 | 469 | 166 | 94 | 0.444624 | 0.436556 | 0.283704 | 0.257215 | 0.436509 | 0.279244
118 | 578 | 312 | 1506 | 296 | 170 | 395 | 0.995338 | 0.586239 | 0.553186 | 0.986413 | 0.921233 | 0.950608
119 | 108 | 458 | 457 | 1097 | 1100 | 1210 | 0.600240 | 0.741354 | 0.871598 | 0.985982 | 0.938996 | 0.502979
120 | 3829 | 1826 | 717 | 153 | 714 | 45 | 0.893706 | 0.254477 | 0.176388 | 0.929219 | 0.452912 | 0.344747
121 | 256 | 4873 | 3761 | 291 | 534 | 232 | 0.176152 | 0.177706 | 0.149995 | 0.598886 | 0.645384 | 0.567658
122 | 161 | 61 | 65 | 35 | 94 | 154 | 0.161668 | 0.197056 | 0.186265 | 0.341341 | 0.468518 | 0.155257
123 | 3038 | 2971 | 5022 | 58 | 72 | 57 | 0.209925 | 0.191877 | 0.238830 | 0.058396 | 0.209627 | 0.174621
124 | 3512 | 6267 | 195 | 166 | 621 | 496 | 0.469178 | 0.558495 | 0.382281 | 0.675267 | 0.685008 | 0.628918
125 | 76 | 9 | 172 | 428 | 469 | 28 | 0.143952 | 0.215298 | 0.372522 | 0.189125 | 0.246228 | 0.421510
126 | 187 | 997 | 1515 | 1372 | 1715 | 630 | 0.375931 | 0.550278 | 0.324263 | 0.714722 | 0.811302 | 0.280469
127 | 1491 | 33 | 245 | 95 | 410 | 1075 | 0.298763 | 0.234448 | 0.321927 | 0.536167 | 0.268374 | 0.421495
128 | 141 | 106 | 238 | 179 | 47 | 189 | 0.737172 | 0.878881 | 0.751582 | 0.867287 | 0.911965 | 0.624734
129 | 4969 | 1537 | 3716 | 54 | 116 | 90 | 0.385121 | 0.615996 | 0.409979 | 0.310637 | 0.964643 | 0.520849
130 | 1698 | 2976 | 3837 | 60 | 93 | 72 | 0.383819 | 0.333393 | 0.103091 | 0.605437 | 0.555177 | 0.258417
131 | 1190 | 3418 | 1797 | 130 | 54 | 214 | 0.588734 | 0.475255 | 0.497429 | 0.945399 | 0.553360 | 0.662167
132 | 86 | 578 | 807 | 108 | 296 | 118 | 0.507129 | 0.396504 | 0.326182 | 0.380376 | 0.371577 | 0.734918
133 | 3549 | 1334 | 807 | 231 | 94 | 118 | 0.240461 | 0.448272 | 0.360658 | 0.714744 | 0.902417 | 0.875542
134 | 707 | 3530 | 3512 | 106 | 66 | 166 | 0.794543 | 0.168910 | 0.476175 | 0.709988 | 0.086815 | 0.668222
135 | 1538 | 45 | 5246 | 183 | 876 | 137 | 0.277521 | 0.453279 | 0.284784 | 0.654070 | 0.370831 | 0.620166
136 | 1914 | 2578 | 1451 | 83 | 179 | 196 | 0.547493 | 0.267938 | 0.469742 | 0.743518 | 0.205882 | 0.519257
137 | 3585 | 2394 | 4900 | 995 | 43 | 718 | 0.180102 | 0.278752 | 0.142380 | 0.584859 | 0.699387 | 0.635004
138 | 117 | 326 | 104 | 116 | 72 | 67 | 0.326376 | 0.261220 | 0.263479 | 0.618077 | 0.747279 | 0.270689
139 | 2677 | 4418 | 1712 | 967 | 624 | 653 | 0.446720 | 0.430687 | 0.255095 | 0.357721 | 0.456708 | 0.368111
140 | 13 | 2298 | 6651 | 257 | 524 | 45 | 0.494623 | 0.467543 | 0.445737 | 0.500409 | 0.445773 | 0.522468
141 | 128 | 480 | 106 | 152 | 99 | 47 | 0.737172 | 0.785659 | 0.718013 | 0.867287 | 0.650785 | 0.728098
142 | 1407 | 2397 | 1914 | 46 | 55 | 83 | 0.240816 | 0.274660 | 0.239440 | 0.074872 | 0.241678 | 0.345487
143 | 6118 | 2862 | 5191 | 65 | 162 | 190 | 0.588154 | 0.345282 | 0.427519 | 0.603625 | 0.716509 | 0.625242
144 | 72 | 1913 | 577 | 778 | 140 | 258 | 0.860623 | 0.547434 | 0.561536 | 0.781192 | 0.706946 | 0.473241
145 | 1279 | 889 | 1278 | 55 | 58 | 43 | 0.306861 | 0.235379 | 0.255734 | 0.526717 | 0.529431 | 0.534499
146 | 1658 | 2915 | 5163 | 127 | 115 | 399 | 0.632623 | 0.606418 | 0.282741 | 0.621776 | 0.508613 | 0.410459
147 | 176 | 245 | 187 | 1535 | 1075 | 1372 | 0.233762 | 0.232216 | 0.293459 | 0.586904 | 0.465544 | 0.489060
148 | 2921 | 2886 | 3772 | 198 | 95 | 49 | 0.407249 | 0.258253 | 0.238609 | 0.631383 | 0.421971 | 0.420688
149 | 207 | 350 | 102 | 112 | 131 | 151 | 0.715263 | 0.154600 | 0.213370 | 0.639713 | 0.296415 | 0.307721
150 | 1411 | 3238 | 6925 | 220 | 445 | 105 | 0.286957 | 0.275520 | 0.434735 | 0.223073 | 0.253658 | 0.484892
151 | 1365 | 89 | 5402 | 57 | 697 | 42 | 0.232996 | 0.505218 | 0.488442 | 0.386131 | 0.607082 | 0.666213
152 | 93 | 196 | 350 | 96 | 53 | 131 | 0.525973 | 0.305519 | 0.349341 | 0.575150 | 0.337023 | 0.517925
153 | 476 | 74 | 42 | 57 | 174 | 433 | 0.168727 | 0.398685 | 0.608604 | 0.250220 | 0.524991 | 0.556281
154 | 230 | 117 | 9 | 64 | 116 | 469 | 0.168097 | 0.212382 | 0.263547 | 0.141906 | 0.431016 | 0.455018
155 | 96 | 295 | 459 | 109 | 66 | 411 | 0.343228 | 0.356193 | 0.383805 | 0.538980 | 0.409701 | 0.429435
156 | 3004 | 1869 | 3761 | 169 | 374 | 232 | 0.373815 | 0.306076 | 0.834963 | 0.617554 | 0.563979 | 0.837095
157 | 252 | 64 | 311 | 75 | 87 | 173 | 0.293809 | 0.393180 | 0.202823 | 0.472547 | 0.485866 | 0.544473
158 | 791 | 3399 | 232 | 170 | 279 | 112 | 0.692556 | 0.636100 | 0.631346 | 0.704746 | 0.805992 | 0.966026
159 | 268 | 311 | 252 | 41 | 173 | 75 | 0.163051 | 0.263510 | 0.369307 | 0.286828 | 0.275145 | 0.364555
160 | 308 | 40 | 309 | 117 | 32 | 64 | 0.753778 | 0.261430 | 0.708956 | 0.605747 | 0.249569 | 0.769228
161 | 122 | 103 | 56 | 42 | 44 | 199 | 0.161668 | 0.429825 | 0.226945 | 0.341341 | 0.743224 | 0.361829
162 | 885 | 1072 | 513 | 158 | 227 | 1420 | 0.340686 | 0.500032 | 0.339454 | 0.685740 | 0.344361 | 0.696390
163 | 76 | 161 | 245 | 428 | 35 | 1075 | 0.285554 | 0.390284 | 0.346433 | 0.297286 | 0.584141 | 0.290913
164 | 1951 | 4350 | 3853 | 122 | 735 | 72 | 0.132413 | 0.146909 | 0.249163 | 0.570851 | 0.537244 | 0.679532
165 | 6562 | 2374 | 330 | 42 | 103 | 429 | 0.112391 | 0.236042 | 0.251871 | 0.054042 | 0.210835 | 0.131647
166 | 6624 | 1899 | 526 | 115 | 81 | 617 | 0.714153 | 0.685566 | 0.514797 | 0.582540 | 0.819454 | 0.617280
167 | 12 | 75 | 269 | 62 | 91 | 62 | 0.168138 | 0.192660 | 0.130333 | 0.227741 | 0.074652 | 0.268688
168 | 328 | 290 | 42 | 168 | 68 | 433 | 0.313914 | 0.467384 | 0.366466 | 0.548128 | 0.653675 | 0.611524
169 | 853 | 2274 | 1989 | 126 | 97 | 90 | 0.263641 | 0.231166 | 0.304878 | 0.352840 | 0.237663 | 0.117571
170 | 82 | 179 | 12 | 85 | 25 | 62 | 0.132777 | 0.319971 | 0.171444 | 0.177751 | 0.292672 | 0.290289
171 | 353 | 274 | 180 | 185 | 119 | 37 | 0.545090 | 0.387908 | 0.570475 | 0.744501 | 0.590557 | 0.430498
172 | 21 | 65 | 56 | 120 | 154 | 199 | 0.270908 | 0.285471 | 0.282551 | 0.344930 | 0.311372 | 0.405932
173 | 6520 | 625 | 6169 | 49 | 116 | 234 | 0.582386 | 0.452251 | 0.577796 | 0.922468 | 0.794355 | 0.817344
174 | 408 | 459 | 207 | 153 | 411 | 112 | 0.380634 | 0.388548 | 0.717924 | 0.523394 | 0.469840 | 0.570713
175 | 9 | 117 | 223 | 469 | 116 | 166 | 0.211849 | 0.283704 | 0.295863 | 0.481111 | 0.279244 | 0.447728
176 | 3465 | 378 | 725 | 245 | 983 | 174 | 0.394977 | 0.608766 | 0.768957 | 0.603226 | 0.805818 | 0.829819
177 | 4639 | 4350 | 6267 | 300 | 735 | 621 | 0.603464 | 0.407300 | 0.449972 | 0.541170 | 0.562362 | 0.592191
178 | 77 | 3556 | 373 | 949 | 258 | 160 | 0.599514 | 0.246879 | 0.481680 | 0.867571 | 0.698591 | 0.489170
179 | 170 | 82 | 210 | 87 | 85 | 64 | 0.319971 | 0.178210 | 0.182867 | 0.292672 | 0.274993 | 0.290915
180 | 308 | 171 | 274 | 117 | 59 | 119 | 0.399001 | 0.570475 | 0.370310 | 0.603641 | 0.430498 | 0.559565
181 | 238 | 102 | 251 | 189 | 151 | 139 | 0.156023 | 0.151850 | 0.388210 | 0.347800 | 0.335941 | 0.287069
182 | 183 | 1315 | 3291 | 138 | 233 | 118 | 0.340305 | 0.252216 | 0.431343 | 0.784669 | 0.662159 | 0.548060
183 | 182 | 54 | 1252 | 122 | 185 | 81 | 0.340305 | 0.527796 | 0.280297 | 0.784669 | 0.568060 | 0.788930
184 | 841 | 6583 | 1204 | 708 | 100 | 50 | 0.510151 | 0.934919 | 0.456716 | 0.825996 | 0.881375 | 0.807902
185 | 76 | 42 | 9 | 428 | 433 | 469 | 0.464869 | 0.635602 | 0.456096 | 0.602712 | 0.647469 | 0.411632
186 | 203 | 366 | 185 | 203 | 123 | 353 | 0.435061 | 0.247388 | 0.198210 | 0.799073 | 0.568825 | 0.369455
187 | 459 | 572 | 9 | 411 | 584 | 469 | 0.378649 | 0.648713 | 0.311986 | 0.454835 | 0.607749 | 0.271629
188 | 3721 | 652 | 2219 | 177 | 71 | 694 | 0.462687 | 0.376123 | 0.378493 | 0.821387 | 0.368340 | 0.235191
189 | 190 | 1454 | 5475 | 440 | 365 | 91 | 0.773144 | 0.773144 | 0.182805 | 0.985287 | 0.997787 | 0.778166
190 | 1454 | 189 | 838 | 365 | 106 | 102 | 1.000000 | 0.773144 | 0.773557 | 0.983743 | 0.985287 | 0.875567
191 | 198 | 1189 | 116 | 59 | 562 | 125 | 0.196793 | 0.189881 | 0.404126 | 0.640495 | 0.636522 | 0.511696
192 | 208 | 994 | 563 | 190 | 147 | 267 | 0.635131 | 0.295301 | 0.282489 | 0.657930 | 0.224924 | 0.321887
193 | 394 | 1158 | 767 | 115 | 520 | 77 | 0.211130 | 0.276567 | 0.332578 | 0.353938 | 0.568060 | 0.560832
194 | 814 | 4091 | 137 | 124 | 127 | 87 | 0.591055 | 0.263083 | 0.261016 | 0.442243 | 0.185248 | 0.570824
195 | 3512 | 707 | 87 | 166 | 106 | 735 | 0.375914 | 0.340290 | 0.386090 | 0.708107 | 0.697559 | 0.711599
196 | 152 | 217 | 452 | 36 | 94 | 86 | 0.305519 | 0.347723 | 0.193096 | 0.337023 | 0.575018 | 0.603205
197 | 251 | 290 | 43 | 139 | 68 | 173 | 0.376733 | 0.263748 | 0.169453 | 0.414140 | 0.400705 | 0.311959
198 | 1189 | 354 | 191 | 562 | 73 | 325 | 0.992245 | 0.247104 | 0.196793 | 0.977823 | 0.305570 | 0.640495
