itemID | top1 vision sim | top2 vision sim | top3 vision sim | top1 text sim | top2 text sim | top3 text sim
111 | 0.338440 | 0.299123 | 0.398956 | 0.639824 | 0.709082 | 0.733548
112 | 0.300954 | 0.427424 | 0.249210 | 0.761649 | 0.816651 | 0.817027
113 | 0.387432 | 0.231442 | 0.382569 | 0.627776 | 0.667400 | 0.155810
114 | 0.338015 | 0.312742 | 0.236451 | 0.725430 | 0.699676 | 0.649024
115 | 0.363112 | 0.373488 | 0.388662 | 0.780776 | 0.674358 | 0.595118
116 | 0.611100 | 0.575884 | 0.164095 | 0.808435 | 0.769759 | 0.583196
117 | 0.283704 | 0.444624 | 0.326376 | 0.279244 | 0.257215 | 0.618077
118 | 0.642548 | 0.335692 | 0.170259 | 0.951934 | 0.970136 | 0.923523
119 | 0.600240 | 0.741354 | 0.501594 | 0.985982 | 0.938996 | 0.900648
120 | 0.893706 | 0.296400 | 0.306626 | 0.929219 | 0.666126 | 0.608276
121 | 0.419243 | 0.158939 | 0.485014 | 0.796415 | 0.690632 | 0.847459
122 | 0.350647 | 0.415565 | 0.108098 | 0.764366 | 0.585702 | 0.668892
123 | 0.291761 | 0.500047 | 0.124519 | 0.835883 | 0.716584 | 0.603383
124 | 0.314151 | 0.398950 | 0.469178 | 0.718186 | 0.794748 | 0.675267
125 | 0.410131 | 0.257474 | 0.271579 | 0.508148 | 0.358038 | 0.401110
126 | 0.375931 | 0.550278 | 0.335543 | 0.714722 | 0.811302 | 0.780978
127 | 0.212566 | 0.423258 | 0.192506 | 0.560061 | 0.993614 | 0.582860
128 | 0.667688 | 0.737172 | 0.878881 | 0.947814 | 0.867287 | 0.911965
129 | 0.610524 | 0.607191 | 0.615996 | 0.833818 | 0.851082 | 0.964643
130 | 0.273286 | 0.262309 | 0.383819 | 0.668138 | 0.883710 | 0.605437
131 | 0.588734 | 0.317019 | 0.497429 | 0.945399 | 0.789325 | 0.662167
132 | 0.326182 | 0.454958 | 0.228061 | 0.734918 | 0.880257 | 0.681982
133 | 0.448272 | 0.360658 | 0.153409 | 0.902417 | 0.875542 | 0.814353
134 | 0.443144 | 0.794543 | 0.476175 | 0.775174 | 0.709988 | 0.668222
135 | 0.182614 | 0.389670 | 0.604347 | 0.836963 | 0.583464 | 0.694669
136 | 0.530589 | 0.278718 | 0.607161 | 0.908031 | 0.836354 | 0.783753
137 | 0.278752 | 0.273080 | 0.196020 | 0.699387 | 0.661508 | 0.684584
138 | 0.261220 | 0.326376 | 0.183072 | 0.747279 | 0.618077 | 0.239986
139 | 0.218653 | 0.397820 | 0.267263 | 0.389043 | 0.627299 | 0.589168
140 | 0.460419 | 0.298685 | 0.398056 | 0.796860 | 0.570894 | 0.558548
141 | 0.737172 | 0.717378 | 0.785659 | 0.867287 | 0.813104 | 0.650785
142 | 0.402307 | 0.269897 | 0.211874 | 0.523801 | 0.652747 | 0.534845
143 | 0.651797 | 0.581179 | 0.527214 | 0.668750 | 0.675438 | 0.676372
144 | 0.860623 | 0.547434 | 0.689389 | 0.781192 | 0.706946 | 0.771508
145 | 0.304801 | 0.313249 | 0.229195 | 0.719871 | 0.559298 | 0.571230
146 | 0.230569 | 0.412735 | 0.300906 | 0.640213 | 0.691766 | 0.756458
147 | 0.562068 | 0.301611 | 0.293459 | 0.817666 | 0.651031 | 0.489060
148 | 0.309252 | 0.299973 | 0.295720 | 0.690829 | 0.709024 | 0.703719
149 | 0.315867 | 0.407531 | 0.423644 | 0.225227 | 0.367925 | 0.235476
150 | 0.243567 | 0.378887 | 0.409744 | 0.649002 | 0.616176 | 0.699138
151 | 0.591307 | 0.505218 | 0.260153 | 0.653007 | 0.607082 | 0.524520
152 | 0.525973 | 0.541265 | 0.228197 | 0.575150 | 0.572497 | 0.594811
153 | 0.571732 | 0.517887 | 0.154271 | 0.932914 | 0.850218 | 0.719495
154 | 0.217523 | 0.172364 | 0.205415 | 0.463440 | 0.479093 | 0.444727
155 | 0.356193 | 0.517030 | 0.199335 | 0.409701 | 0.408792 | 0.543117
156 | 0.834963 | 0.692021 | 0.799059 | 0.837095 | 0.850285 | 0.833919
157 | 0.241562 | 0.482314 | 0.316816 | 0.646704 | 0.773447 | 0.425040
158 | 0.631346 | 0.545103 | 0.345295 | 0.966026 | 0.683945 | 0.785790
159 | 0.414120 | 0.383406 | 0.337350 | 0.724041 | 0.595539 | 0.381431
160 | 0.196360 | 0.708956 | 0.131898 | 0.593034 | 0.769228 | 0.562412
161 | 0.429825 | 0.401467 | 0.324828 | 0.743224 | 0.718415 | 0.675265
162 | 0.493335 | 0.430776 | 0.340686 | 0.682265 | 0.674485 | 0.685740
163 | 0.262095 | 0.900986 | 0.285554 | 0.366119 | 0.691910 | 0.297286
164 | 0.182366 | 0.154271 | 0.197316 | 0.729063 | 0.719495 | 0.790495
165 | 0.210583 | 0.238784 | 0.364331 | 0.793483 | 0.535215 | 0.624571
166 | 0.685566 | 0.514797 | 0.485770 | 0.770191 | 0.617280 | 0.592153
167 | 0.433914 | 0.561588 | 0.464893 | 0.480082 | 0.915148 | 0.518200
168 | 0.372215 | 0.333788 | 0.693925 | 0.908251 | 0.873112 | 0.890192
169 | 0.520434 | 0.249789 | 0.272291 | 0.665936 | 0.597417 | 0.566473
170 | 0.418852 | 0.367342 | 0.231037 | 0.714442 | 0.580282 | 0.138284
171 | 0.363112 | 0.545090 | 0.375385 | 0.780776 | 0.744501 | 0.662316
172 | 0.414120 | 0.325046 | 0.285471 | 0.724041 | 0.357115 | 0.311372
173 | 0.512055 | 0.582386 | 0.391364 | 0.906296 | 0.922468 | 0.913361
174 | 0.532230 | 0.492795 | 0.473867 | 0.805208 | 0.758814 | 0.730925
175 | 0.655357 | 0.283704 | 0.238735 | 0.603784 | 0.279244 | 0.202387
176 | 0.608766 | 0.696871 | 0.280542 | 0.805818 | 0.725338 | 0.722097
177 | 0.372215 | 0.410218 | 0.265714 | 0.908251 | 0.823666 | 0.591181
178 | 0.599514 | 0.246879 | 0.233735 | 0.867571 | 0.698591 | 0.609905
179 | 0.343868 | 0.373973 | 0.471788 | 0.769168 | 0.835200 | 0.710215
180 | 0.511977 | 0.632870 | 0.398953 | 0.585360 | 0.585721 | 0.677332
181 | 0.242814 | 0.236971 | 0.423644 | 0.326342 | 0.559463 | 0.235476
182 | 0.300484 | 0.358331 | 0.349251 | 0.976166 | 0.799735 | 0.915895
183 | 0.340305 | 0.242298 | 0.359339 | 0.784669 | 0.781364 | 0.761777
184 | 0.510151 | 0.456716 | 0.554414 | 0.825996 | 0.807902 | 0.639517
185 | 0.440967 | 0.464869 | 0.566460 | 0.843171 | 0.602712 | 0.603328
186 | 0.386638 | 0.435061 | 0.486474 | 0.788210 | 0.799073 | 0.797321
187 | 0.375931 | 0.243481 | 0.223365 | 0.714722 | 0.711217 | 0.623459
188 | 0.462687 | 0.561385 | 0.289637 | 0.821387 | 0.754940 | 0.675198
189 | 0.418185 | 0.773144 | 0.773144 | 0.817496 | 0.997787 | 0.985287
190 | 0.773557 | 1.000000 | 0.773144 | 0.875567 | 0.983743 | 0.985287
191 | 0.482781 | 0.493273 | 0.456699 | 0.844109 | 0.906047 | 0.835163
192 | 0.635131 | 0.309843 | 0.330943 | 0.657930 | 0.807387 | 0.750804
193 | 0.293181 | 0.305352 | 0.411574 | 0.536990 | 0.459098 | 0.507845
194 | 0.208849 | 0.391928 | 0.251853 | 0.596643 | 0.651792 | 0.390202
195 | 0.286560 | 0.322904 | 0.340290 | 0.752789 | 0.752272 | 0.697559
196 | 0.617470 | 0.281453 | 0.576399 | 0.695395 | 0.489825 | 0.652875
197 | 0.329459 | 0.269394 | 0.305705 | 0.784155 | 0.755398 | 0.593017
198 | 0.992245 | 0.555635 | 0.620048 | 0.977823 | 0.837779 | 0.885444
199 | 0.337815 | 0.278967 | 0.467649 | 0.522705 | 0.590120 | 0.155099
200 | 0.269893 | 0.268731 | 0.212677 | 0.732591 | 0.729793 | 0.700738
201 | 0.596470 | 0.451175 | 0.629840 | 0.920625 | 0.894785 | 0.894373
202 | 0.780429 | 0.601331 | 0.491688 | 0.946304 | 0.940718 | 0.922632
203 | 0.606737 | 0.435061 | 0.534553 | 0.824249 | 0.799073 | 0.834111
204 | 0.377407 | 0.232857 | 0.212245 | 0.653754 | 0.689882 | 0.567228
205 | 0.478467 | 0.418852 | 0.275179 | 0.779840 | 0.714442 | 0.619394
206 | 0.626492 | 0.284552 | 0.367236 | 0.623964 | 0.570101 | 0.404005
207 | 0.629081 | 0.445316 | 0.524034 | 0.830042 | 0.626141 | 0.712643
208 | 0.252094 | 0.635131 | 0.351257 | 0.701963 | 0.657930 | 0.733751
209 | 0.186640 | 0.247270 | 0.217338 | 0.623844 | 0.571206 | 0.602197
210 | 0.577469 | 0.201110 | 0.347051 | 0.648798 | 0.186453 | 0.346697
211 | 0.579770 | 0.290848 | 0.288140 | 0.488331 | 0.263824 | 0.538373
212 | 0.275179 | 0.257653 | 0.232647 | 0.753930 | 0.545957 | 0.601905
213 | 0.731253 | 0.534553 | 0.333646 | 0.927904 | 0.834111 | 0.866311
214 | 0.173154 | 0.221723 | 0.693018 | 0.208924 | 0.223122 | 0.455823
215 | 0.801005 | 0.660042 | 0.277492 | 0.678652 | 0.529355 | 0.362171
216 | 0.276985 | 0.362096 | 0.271568 | 0.616728 | 0.700635 | 0.699014
217 | 0.478467 | 0.446679 | 0.466420 | 0.779840 | 0.502350 | 0.555488
218 | 0.582599 | 0.370623 | 0.675266 | 0.927923 | 0.821724 | 0.719455
219 | 0.301825 | 0.274364 | 0.439093 | 0.596591 | 0.376310 | 0.644217
220 | 0.347711 | 0.674356 | 0.325701 | 0.680983 | 0.700580 | 0.698985
221 | 0.236451 | 0.617009 | 0.556104 | 0.649024 | 0.626747 | 0.641385
222 | 0.318181 | 0.339163 | 0.168921 | 0.142959 | 0.246179 | 0.220440
223 | 0.357399 | 0.239525 | 0.446168 | 0.384374 | 0.320746 | 0.603610
224 | 0.420345 | 0.477630 | 0.514742 | 0.957020 | 0.556546 | 0.618804
225 | 0.165520 | 0.307730 | 0.389071 | 0.820817 | 0.788101 | 0.794745
226 | 0.422281 | 0.433611 | 0.433235 | 0.811681 | 0.689241 | 0.661036
227 | 0.553007 | 0.613851 | 0.148511 | 0.663203 | 0.663507 | 0.025358
228 | 0.553007 | 0.198029 | 0.209374 | 0.663203 | 0.230095 | 0.338660
229 | 0.301825 | 0.299354 | 0.154088 | 0.596591 | 0.178729 | 0.280045
230 | 0.511977 | 0.534595 | 0.388662 | 0.585360 | 0.657228 | 0.595118
231 | 0.229759 | 0.371105 | 0.412890 | 0.658831 | 0.612375 | 0.663063
232 | 0.266013 | 0.631346 | 0.338470 | 0.755512 | 0.966026 | 0.686898
233 | 0.650158 | 0.716878 | 0.385867 | 0.842399 | 0.774057 | 0.672791
234 | 0.454834 | 0.313189 | 0.402632 | 0.712152 | 0.744708 | 0.724010
235 | 0.261029 | 0.218515 | 0.294986 | 0.438156 | 0.351006 | 0.427899
236 | 0.577469 | 0.178952 | 0.134390 | 0.648798 | 0.216194 | 0.371352
237 | 0.550179 | 0.425856 | 0.443071 | 0.640028 | 0.714561 | 0.592724
238 | 0.174704 | 0.633966 | 0.235045 | 0.386020 | 0.487221 | 0.403741
239 | 0.467224 | 0.424526 | 0.462008 | 0.753481 | 0.682834 | 0.657430
240 | 0.254010 | 0.281827 | 0.484160 | 0.760021 | 0.744759 | 0.777502
241 | 0.342467 | 0.193889 | 0.661214 | 0.617296 | 0.278284 | 0.511788
242 | 0.219685 | 0.124545 | 0.189168 | 0.294271 | 0.619195 | 0.182674
243 | 0.590839 | 0.373973 | 0.249173 | 0.756123 | 0.835200 | 0.685796
244 | 0.883668 | 0.588895 | 0.424891 | 0.909094 | 0.855109 | 0.971711
245 | 0.346519 | 0.436730 | 0.557140 | 0.548439 | 0.697491 | 0.765048
246 | 0.368166 | 0.365077 | 0.379428 | 0.666126 | 0.439933 | 0.327807
247 | 0.153181 | 0.218238 | 0.274417 | 0.176549 | 0.382101 | 0.391884
248 | 0.830098 | 0.799252 | 0.717544 | 0.784677 | 0.789270 | 0.801977
249 | 0.236958 | 0.301327 | 0.441973 | 0.786480 | 0.711511 | 0.856690
250 | 0.667688 | 0.714455 | 0.717378 | 0.947814 | 0.885681 | 0.813104
251 | 0.307478 | 0.449721 | 0.301221 | 0.377848 | 0.287593 | 0.330235
252 | 0.430598 | 0.392168 | 0.325966 | 0.360818 | 0.338625 | 0.427523
253 | 0.289982 | 0.960932 | 0.399242 | 0.802772 | 0.949589 | 0.633620
254 | 0.621259 | 0.413702 | 0.517206 | 0.755459 | 0.655911 | 0.632076
255 | 0.142536 | 0.160589 | 0.276866 | 0.275751 | 0.342196 | 0.575066
256 | 0.772717 | 0.461786 | 0.383880 | 0.582741 | 0.719495 | 0.651449
257 | 0.419391 | 0.514057 | 0.531606 | 0.728690 | 0.724319 | 0.730510
258 | 0.184196 | 0.214611 | 0.284552 | 0.614884 | 0.591341 | 0.570101
259 | 0.253941 | 0.284736 | 0.540444 | 0.765219 | 0.706594 | 0.754082
260 | 0.352142 | 0.507457 | 0.463113 | 0.843311 | 0.883384 | 0.673135
261 | 0.438975 | 0.244455 | 0.306803 | 0.594476 | 0.657284 | 0.795873
262 | 0.528469 | 0.558114 | 0.588554 | 0.849958 | 0.832112 | 0.882693
263 | 0.395587 | 0.415169 | 0.402794 | 0.975783 | 0.908147 | 0.933010
264 | 0.496283 | 0.430157 | 0.421169 | 0.608671 | 0.616713 | 0.604161
265 | 0.500618 | 0.662408 | 0.421156 | 0.844687 | 0.797071 | 0.748355
266 | 0.326953 | 0.425746 | 0.236095 | 0.667858 | 0.824070 | 0.538999
267 | 0.145175 | 0.275353 | 0.139703 | 0.684412 | 0.616197 | 0.603144
268 | 0.355960 | 0.203124 | 0.332369 | 0.223961 | 0.189837 | 0.171700
269 | 0.655357 | 0.801005 | 0.389397 | 0.603784 | 0.678652 | 0.381506
270 | 0.430632 | 0.305856 | 0.305089 | 0.809355 | 0.600079 | 0.604892
271 | 0.702150 | 0.393448 | 0.357961 | 0.624413 | 0.467001 | 0.517566
272 | 0.403345 | 0.342467 | 0.156369 | 0.482909 | 0.617296 | 0.223703
273 | 0.331325 | 0.250139 | 0.355594 | 0.676077 | 0.551774 | 0.493405
274 | 0.557573 | 0.569528 | 0.326502 | 0.673110 | 0.659288 | 0.597604
275 | 0.793183 | 0.678805 | 0.510276 | 0.819489 | 0.648758 | 0.583763
276 | 0.467665 | 0.337974 | 0.132800 | 0.630183 | 0.382651 | 0.350140
277 | 0.348903 | 0.251768 | 0.366556 | 0.605169 | 0.826722 | 0.655357
278 | 0.333024 | 0.619396 | 0.115622 | 0.431678 | 0.957065 | 0.511890
279 | 0.328478 | 0.174602 | 0.185169 | 0.630456 | 0.715022 | 0.504228
280 | 0.418914 | 0.312200 | 0.392168 | 0.814650 | 0.681376 | 0.338625
281 | 0.208779 | 0.336808 | 0.117125 | 0.626277 | 0.693955 | 0.575595
282 | 0.116198 | 0.206486 | 0.208681 | 0.609459 | 0.664956 | 0.619865
283 | 0.390051 | 0.390445 | 0.259394 | 0.560939 | 0.580607 | 0.435446
284 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000
285 | 0.619396 | 0.218243 | 0.199500 | 0.957065 | 0.489243 | 0.289300
286 | 0.619548 | 0.525545 | 0.313659 | 0.894109 | 0.907092 | 0.698116
287 | 0.342922 | 0.352142 | 0.192506 | 0.638766 | 0.843311 | 0.582860
288 | 0.203134 | 0.271442 | 0.200866 | 0.362392 | 0.395989 | 0.678252
289 | 0.753371 | 0.606292 | 0.628679 | 0.854587 | 0.831759 | 0.660171
290 | 0.753371 | 0.629146 | 0.575502 | 0.854587 | 0.868572 | 0.758393
291 | 0.414084 | 0.305570 | 0.507877 | 0.602858 | 0.532648 | 0.628246
292 | 0.419243 | 0.209675 | 0.474452 | 0.796415 | 0.629844 | 0.691942
293 | 0.405834 | 0.384348 | 0.327426 | 0.734566 | 0.597102 | 0.689986
294 | 0.556634 | 0.531160 | 0.393053 | 0.805187 | 0.842402 | 0.538471
295 | 0.538346 | 0.550631 | 0.782082 | 0.771375 | 0.851066 | 0.882476
296 | 0.386680 | 0.435238 | 0.387034 | 0.763641 | 0.810767 | 0.730789
297 | 0.656322 | 0.619548 | 0.424435 | 0.957218 | 0.894109 | 0.702542
298 | 0.549396 | 0.645042 | 0.638903 | 0.737879 | 0.622265 | 0.628298
299 | 0.338015 | 0.713452 | 0.520282 | 0.725430 | 0.897708 | 0.670366
300 | 0.613430 | 0.263327 | 0.730748 | 0.881361 | 0.950872 | 0.960247
301 | 0.339968 | 0.308806 | 0.352686 | 0.773413 | 0.740054 | 0.697569
302 | 0.445585 | 0.591307 | 0.325701 | 0.607349 | 0.653007 | 0.698985
303 | 0.686226 | 0.571188 | 0.684789 | 0.872035 | 0.716501 | 0.896109
304 | 0.534595 | 0.326502 | 0.373488 | 0.657228 | 0.597604 | 0.674358
305 | 0.816588 | 0.316868 | 0.388284 | 0.762218 | 0.788613 | 0.757942
306 | 0.440408 | 0.422912 | 0.308780 | 0.722367 | 0.622941 | 0.725357
307 | 0.681145 | 0.795719 | 0.824218 | 0.950602 | 0.927472 | 0.956619
308 | 0.861934 | 0.569528 | 0.331475 | 0.663867 | 0.659288 | 0.586376
309 | 0.861934 | 0.557573 | 0.349215 | 0.663867 | 0.673110 | 0.647602
310 | 0.130621 | 0.154119 | 0.243032 | 0.594478 | 0.552941 | 0.539465
311 | 0.118565 | 0.263504 | 0.211943 | 0.493110 | 0.214692 | 0.308672
312 | 0.537238 | 0.412005 | 0.348482 | 0.903113 | 0.934797 | 0.934891
313 | 0.471788 | 0.246953 | 0.249173 | 0.710215 | 0.693128 | 0.685796
314 | 0.376643 | 0.357691 | 0.353562 | 0.833234 | 0.844347 | 0.826514
