itemID | top1 vision sim | top2 vision sim | top3 vision sim | top1 text sim | top2 text sim | top3 text sim
61 | 0.502018 | 0.173031 | 0.227530 | 0.640625 | 0.347801 | 0.410294
62 | 0.217896 | 0.206871 | 0.242195 | 0.278357 | 0.217639 | 0.316546
63 | 0.148544 | 0.096456 | 0.431131 | 0.689293 | 0.708377 | 0.366249
64 | 0.224063 | 0.273740 | 0.301981 | 0.449224 | 0.362840 | 0.188904
65 | 0.571874 | 0.139619 | 0.605676 | 0.308524 | 0.238676 | 0.325765
66 | 0.548888 | 0.505814 | 0.166183 | 0.653366 | 0.567012 | 0.666012
67 | 0.174322 | 0.174163 | 0.135815 | 0.299554 | 0.247606 | 0.381936
68 | 0.149038 | 0.232675 | 0.112627 | 0.508725 | 0.283983 | 0.686821
69 | 0.386023 | 0.259640 | 0.210703 | 0.841371 | 0.588870 | 0.672537
70 | 0.567104 | 0.408631 | 0.241771 | 0.958595 | 0.502269 | 0.406004
71 | 0.750593 | 0.869019 | 0.495896 | 0.859024 | 0.962231 | 0.716881
72 | 0.860623 | 0.237483 | 0.575983 | 0.781192 | 0.596669 | 0.589126
73 | 0.234894 | 0.156152 | 0.220785 | 0.710188 | 0.448617 | 0.394526
74 | 0.681625 | 0.504208 | 0.646993 | 0.604394 | 0.675689 | 0.671608
75 | 0.546094 | 0.238735 | 0.359926 | 0.379525 | 0.202387 | 0.221805
76 | 0.416161 | 0.371824 | 0.295059 | 0.677803 | 0.346398 | 0.288546
77 | 0.462256 | 0.305245 | 0.286101 | 0.450021 | 0.337520 | 0.628372
78 | 0.142779 | 0.181864 | 0.277110 | 0.478110 | 0.371743 | 0.323814
79 | 0.489877 | 0.288716 | 0.411081 | 0.300205 | 0.327537 | 0.213651
80 | 0.857043 | 0.208668 | 0.182925 | 0.781467 | 0.406073 | 0.311480
81 | 0.500047 | 0.494511 | 0.235098 | 0.716584 | 0.778630 | 0.710800
82 | 0.808067 | 0.869019 | 0.496283 | 0.863855 | 0.962231 | 0.608671
83 | 0.515709 | 0.313128 | 0.415052 | 0.493239 | 0.631028 | 0.617258
84 | 0.412115 | 0.510363 | 0.379934 | 0.712742 | 0.634202 | 0.710328
85 | 0.871168 | 0.578564 | 0.651646 | 0.638722 | 0.583159 | 0.430035
86 | 0.642548 | 0.537238 | 0.417900 | 0.951934 | 0.903113 | 0.937216
87 | 0.403506 | 0.473071 | 0.386090 | 0.754094 | 0.782541 | 0.711599
88 | 0.248832 | 0.217251 | 0.297573 | 0.444640 | 0.523950 | 0.497351
89 | 0.445585 | 0.246456 | 0.790719 | 0.607349 | 0.115647 | 0.475319
90 | 0.349704 | 0.289817 | 0.217102 | 0.749389 | 0.573222 | 0.388453
91 | 0.386125 | 0.435190 | 0.377339 | 0.678913 | 0.775955 | 0.403220
92 | 0.320812 | 0.318239 | 0.305804 | 0.830784 | 0.863099 | 0.693447
93 | 0.320812 | 0.784291 | 0.525973 | 0.830784 | 0.808600 | 0.575150
94 | 0.389388 | 0.443303 | 0.458466 | 0.701832 | 0.733380 | 0.171362
95 | 0.392030 | 0.552435 | 0.523207 | 0.759460 | 0.685209 | 0.754404
96 | 0.233599 | 0.248968 | 0.172320 | 0.154840 | 0.030245 | 0.345335
97 | 0.221298 | 0.623106 | 0.362293 | 0.764573 | 0.649738 | 0.770275
98 | 0.579185 | 0.292556 | 0.648886 | 0.866256 | 0.782570 | 0.765813
99 | 0.705315 | 0.648886 | 0.292162 | 0.766754 | 0.765813 | 0.614780
100 | 0.179703 | 0.244952 | 0.182471 | 0.378767 | 0.168075 | 0.584772
101 | 0.629201 | 0.415365 | 0.362546 | 0.713211 | 0.650241 | 0.713284
102 | 0.784291 | 0.479107 | 0.370045 | 0.808600 | 0.638766 | 0.659346
103 | 0.429825 | 0.322452 | 0.437532 | 0.743224 | 0.688190 | 0.751970
104 | 0.349934 | 0.312101 | 0.147458 | 0.306075 | 0.143173 | 0.259717
105 | 0.284333 | 0.194374 | 0.440261 | 0.651599 | 0.277091 | 0.674948
106 | 0.830098 | 0.878881 | 0.745560 | 0.784677 | 0.911965 | 0.731399
107 | 0.389403 | 0.389403 | 0.342886 | 0.840532 | 0.850063 | 0.781000
108 | 0.600240 | 0.577862 | 0.658570 | 0.985982 | 0.510124 | 0.932671
109 | 0.336077 | 0.504068 | 0.217071 | 0.470805 | 0.563062 | 0.193734
110 | 0.366736 | 0.278307 | 0.248891 | 0.534702 | 0.500280 | 0.419350
111 | 0.338440 | 0.299123 | 0.398956 | 0.639824 | 0.709082 | 0.733548
112 | 0.273193 | 0.300954 | 0.427424 | 0.735612 | 0.761649 | 0.816651
113 | 0.303500 | 0.354930 | 0.478211 | 0.594710 | 0.411923 | 0.585294
114 | 0.342782 | 0.312567 | 0.263384 | 0.679659 | 0.635453 | 0.656366
115 | 0.363112 | 0.603220 | 0.378230 | 0.780776 | 0.739586 | 0.743553
116 | 0.173629 | 0.249454 | 0.304742 | 0.572202 | 0.541286 | 0.485765
117 | 0.546094 | 0.360780 | 0.436556 | 0.379525 | 0.480954 | 0.436509
118 | 0.642548 | 0.335692 | 0.170259 | 0.951934 | 0.970136 | 0.923523
119 | 0.600240 | 0.871598 | 0.741354 | 0.985982 | 0.502979 | 0.938996
120 | 0.893706 | 0.294241 | 0.378823 | 0.929219 | 0.594621 | 0.634184
121 | 0.239869 | 0.176152 | 0.485014 | 0.540861 | 0.598886 | 0.847459
122 | 0.415565 | 0.109660 | 0.246737 | 0.585702 | 0.551244 | 0.256990
123 | 0.500047 | 0.124519 | 0.291761 | 0.716584 | 0.603383 | 0.835883
124 | 0.558495 | 0.336398 | 0.314151 | 0.685008 | 0.703501 | 0.718186
125 | 0.410131 | 0.271579 | 0.224063 | 0.508148 | 0.401110 | 0.449224
126 | 0.375931 | 0.210276 | 0.550278 | 0.714722 | 0.362700 | 0.811302
127 | 0.161647 | 0.192506 | 0.343416 | 0.406021 | 0.582860 | 0.506155
128 | 0.667688 | 0.737172 | 0.730947 | 0.947814 | 0.867287 | 0.730080
129 | 0.607191 | 0.615996 | 0.326186 | 0.851082 | 0.964643 | 0.856154
130 | 0.383819 | 0.312123 | 0.451861 | 0.605437 | 0.790609 | 0.652834
131 | 0.497429 | 0.588734 | 0.317019 | 0.662167 | 0.945399 | 0.789325
132 | 0.326182 | 0.296425 | 0.454958 | 0.734918 | 0.571586 | 0.880257
133 | 0.448272 | 0.360658 | 0.350720 | 0.902417 | 0.875542 | 0.739623
134 | 0.794543 | 0.415376 | 0.476175 | 0.709988 | 0.482559 | 0.668222
135 | 0.277521 | 0.595981 | 0.204378 | 0.654070 | 0.536615 | 0.661785
136 | 0.547493 | 0.607161 | 0.356039 | 0.743518 | 0.783753 | 0.756986
137 | 0.278752 | 0.196020 | 0.273080 | 0.699387 | 0.684584 | 0.661508
138 | 0.326376 | 0.133374 | 0.261220 | 0.618077 | 0.444140 | 0.747279
139 | 0.446720 | 0.150829 | 0.248661 | 0.357721 | 0.284795 | 0.456646
140 | 0.212788 | 0.356586 | 0.445737 | 0.560820 | 0.364431 | 0.522468
141 | 0.737172 | 0.717378 | 0.785659 | 0.867287 | 0.813104 | 0.650785
142 | 0.211650 | 0.156457 | 0.249523 | 0.547788 | 0.385875 | 0.508356
143 | 0.486407 | 0.611272 | 0.554641 | 0.571842 | 0.738047 | 0.657432
144 | 0.860623 | 0.547434 | 0.547112 | 0.781192 | 0.706946 | 0.623717
145 | 0.306861 | 0.313249 | 0.304801 | 0.526717 | 0.559298 | 0.719871
146 | 0.632623 | 0.412735 | 0.230569 | 0.621776 | 0.691766 | 0.640213
147 | 0.293459 | 0.288716 | 0.232216 | 0.489060 | 0.327537 | 0.465544
148 | 0.514776 | 0.398256 | 0.236348 | 0.693280 | 0.431109 | 0.630144
149 | 0.231511 | 0.070710 | 0.423644 | 0.109123 | 0.274267 | 0.235476
150 | 0.243567 | 0.378887 | 0.428389 | 0.649002 | 0.616176 | 0.495631
151 | 0.220266 | 0.343425 | 0.228833 | 0.570240 | 0.628149 | 0.451386
152 | 0.525973 | 0.541265 | 0.228197 | 0.575150 | 0.572497 | 0.594811
153 | 0.654655 | 0.580566 | 0.517887 | 0.719721 | 0.746932 | 0.850218
154 | 0.212382 | 0.100397 | 0.070710 | 0.431016 | 0.331600 | 0.274267
155 | 0.355952 | 0.517030 | 0.219319 | 0.436379 | 0.408792 | 0.502180
156 | 0.306076 | 0.519380 | 0.834963 | 0.563979 | 0.694294 | 0.837095
157 | 0.241562 | 0.316816 | 0.212927 | 0.646704 | 0.425040 | 0.450767
158 | 0.561958 | 0.545103 | 0.631346 | 0.676476 | 0.683945 | 0.966026
159 | 0.414120 | 0.442168 | 0.562081 | 0.724041 | 0.479055 | 0.421179
160 | 0.196360 | 0.131898 | 0.708956 | 0.593034 | 0.562412 | 0.769228
161 | 0.429825 | 0.401467 | 0.441485 | 0.743224 | 0.718415 | 0.639234
162 | 0.224864 | 0.244054 | 0.340686 | 0.562679 | 0.641659 | 0.685740
163 | 0.285554 | 0.262095 | 0.512701 | 0.297286 | 0.366119 | 0.593746
164 | 0.182366 | 0.249163 | 0.208807 | 0.729063 | 0.679532 | 0.641069
165 | 0.262376 | 0.251038 | 0.142180 | 0.585943 | 0.532855 | 0.563742
166 | 0.386322 | 0.151412 | 0.411081 | 0.375910 | 0.370151 | 0.213651
167 | 0.436306 | 0.192660 | 0.127180 | 0.351933 | 0.074652 | 0.084189
168 | 0.313914 | 0.380492 | 0.467384 | 0.548128 | 0.583610 | 0.653675
169 | 0.185767 | 0.201686 | 0.166969 | 0.150645 | 0.140498 | 0.616072
170 | 0.418852 | 0.288889 | 0.362564 | 0.714442 | 0.474685 | 0.633178
171 | 0.363112 | 0.405255 | 0.323107 | 0.780776 | 0.212611 | 0.283174
172 | 0.414120 | 0.349767 | 0.143391 | 0.724041 | 0.340834 | 0.266854
173 | 0.577796 | 0.391364 | 0.586589 | 0.817344 | 0.913361 | 0.818911
174 | 0.473867 | 0.492795 | 0.227837 | 0.730925 | 0.758814 | 0.212706
175 | 0.655357 | 0.238735 | 0.120412 | 0.603784 | 0.202387 | 0.137716
176 | 0.608766 | 0.203914 | 0.600380 | 0.805818 | 0.284102 | 0.813594
177 | 0.392688 | 0.423421 | 0.372215 | 0.265694 | 0.441613 | 0.908251
178 | 0.246879 | 0.224767 | 0.599514 | 0.698591 | 0.578470 | 0.867571
179 | 0.343868 | 0.483748 | 0.373973 | 0.769168 | 0.597665 | 0.835200
180 | 0.511977 | 0.399001 | 0.370310 | 0.585360 | 0.603641 | 0.559565
181 | 0.130067 | 0.279021 | 0.204950 | 0.245449 | 0.221025 | 0.137026
182 | 0.300484 | 0.340305 | 0.252216 | 0.976166 | 0.784669 | 0.662159
183 | 0.280297 | 0.340305 | 0.242298 | 0.788930 | 0.784669 | 0.781364
184 | 0.510151 | 0.333233 | 0.224172 | 0.825996 | 0.464337 | 0.459237
185 | 0.440967 | 0.635602 | 0.464869 | 0.843171 | 0.647469 | 0.602712
186 | 0.435061 | 0.238374 | 0.386638 | 0.799073 | 0.410219 | 0.788210
187 | 0.375931 | 0.224946 | 0.337209 | 0.714722 | 0.654187 | 0.232182
188 | 0.462687 | 0.315647 | 0.289637 | 0.821387 | 0.579931 | 0.675198
189 | 0.773144 | 0.288502 | 0.418185 | 0.997787 | 0.708940 | 0.817496
190 | 1.000000 | 0.332063 | 0.338657 | 0.983743 | 0.719278 | 0.787515
191 | 0.397380 | 0.253248 | 0.456699 | 0.850515 | 0.613788 | 0.835163
192 | 0.635131 | 0.444412 | 0.330943 | 0.657930 | 0.492444 | 0.750804
193 | 0.287237 | 0.293181 | 0.239862 | 0.570109 | 0.536990 | 0.465955
194 | 0.259664 | 0.260746 | 0.361041 | 0.287435 | 0.285313 | 0.409926
195 | 0.386090 | 0.278126 | 0.375914 | 0.711599 | 0.731845 | 0.708107
196 | 0.193096 | 0.328648 | 0.342967 | 0.603205 | 0.547539 | 0.328407
197 | 0.510920 | 0.388294 | 0.401859 | 0.823298 | 0.755398 | 0.498018
198 | 0.153980 | 0.585695 | 0.483293 | 0.319054 | 0.617021 | 0.621081
199 | 0.337815 | 0.278967 | 0.337469 | 0.522705 | 0.590120 | 0.392138
200 | 0.415192 | 0.235697 | 0.272068 | 0.544360 | 0.633855 | 0.552185
201 | 0.366349 | 0.471083 | 0.210652 | 0.714261 | 0.586528 | 0.503795
202 | 0.883668 | 0.734571 | 0.648812 | 0.909094 | 0.876550 | 0.918195
203 | 0.239446 | 0.435061 | 0.207365 | 0.553320 | 0.799073 | 0.372881
204 | 0.307238 | 0.103684 | 0.194951 | 0.464607 | 0.473988 | 0.168853
205 | 0.418852 | 0.422236 | 0.478467 | 0.714442 | 0.462303 | 0.779840
206 | 0.367236 | 0.284552 | 0.434823 | 0.404005 | 0.570101 | 0.300988
207 | 0.461947 | 0.445316 | 0.715263 | 0.524631 | 0.626141 | 0.639713
208 | 0.635131 | 0.252094 | 0.305587 | 0.657930 | 0.701963 | 0.444852
209 | 0.192595 | 0.186640 | 0.268904 | 0.486115 | 0.623844 | 0.485047
210 | 0.577469 | 0.562081 | 0.420206 | 0.648798 | 0.421179 | 0.563742
211 | 0.579770 | 0.288140 | 0.100397 | 0.488331 | 0.538373 | 0.331600
212 | 0.257653 | 0.410644 | 0.334352 | 0.545957 | 0.329267 | 0.579016
213 | 0.731253 | 0.486474 | 0.534553 | 0.927904 | 0.797321 | 0.834111
214 | 0.693018 | 0.204845 | 0.316718 | 0.455823 | 0.273597 | 0.375614
215 | 0.801005 | 0.277492 | 0.154179 | 0.678652 | 0.362171 | 0.351322
216 | 0.271568 | 0.348935 | 0.427710 | 0.699014 | 0.472208 | 0.585189
217 | 0.405738 | 0.478467 | 0.379585 | 0.480725 | 0.779840 | 0.634100
218 | 0.582599 | 0.389329 | 0.370623 | 0.927923 | 0.364264 | 0.821724
219 | 0.301825 | 0.278073 | 0.227847 | 0.596591 | 0.333861 | 0.358416
220 | 0.347711 | 0.238637 | 0.185453 | 0.680983 | 0.079811 | 0.099055
221 | 0.398327 | 0.236451 | 0.556104 | 0.693460 | 0.649024 | 0.641385
222 | 0.594023 | 0.260560 | 0.279021 | 0.205759 | 0.306726 | 0.221025
223 | 0.239446 | 0.436556 | 0.252745 | 0.553320 | 0.436509 | 0.337118
224 | 0.338959 | 0.363099 | 0.233859 | 0.704840 | 0.465379 | 0.409544
225 | 0.165520 | 0.458587 | 0.339002 | 0.820817 | 0.667239 | 0.247359
226 | 0.433235 | 0.433980 | 0.431852 | 0.661036 | 0.784963 | 0.701617
227 | 0.340134 | 0.404949 | 0.388758 | 0.354603 | 0.236040 | 0.280630
228 | 0.553007 | 0.209374 | 0.128033 | 0.663203 | 0.338660 | 0.187533
229 | 0.301825 | 0.197634 | 0.242436 | 0.596591 | 0.309064 | 0.336118
230 | 0.534595 | 0.345545 | 0.511977 | 0.657228 | 0.459342 | 0.585360
231 | 0.229759 | 0.371105 | 0.412890 | 0.658831 | 0.612375 | 0.663063
232 | 0.338470 | 0.631346 | 0.147538 | 0.686898 | 0.966026 | 0.757350
233 | 0.356993 | 0.392855 | 0.169921 | 0.602003 | 0.648291 | 0.522562
234 | 0.457589 | 0.313189 | 0.348754 | 0.725696 | 0.744708 | 0.755473
235 | 0.410131 | 0.502018 | 0.261029 | 0.508148 | 0.640625 | 0.438156
236 | 0.577469 | 0.442168 | 0.134390 | 0.648798 | 0.479055 | 0.371352
237 | 0.295560 | 0.305406 | 0.392455 | 0.411122 | 0.404779 | 0.282260
238 | 0.457619 | 0.203157 | 0.156023 | 0.447758 | 0.296945 | 0.347800
239 | 0.467224 | 0.424526 | 0.387092 | 0.753481 | 0.682834 | 0.658503
240 | 0.281827 | 0.254010 | 0.320060 | 0.744759 | 0.760021 | 0.732581
241 | 0.661214 | 0.712927 | 0.342467 | 0.511788 | 0.661138 | 0.617296
242 | 0.219685 | 0.204845 | 0.131575 | 0.294271 | 0.273597 | 0.409999
243 | 0.281827 | 0.373973 | 0.590839 | 0.744759 | 0.835200 | 0.756123
244 | 0.883668 | 0.674808 | 0.292294 | 0.909094 | 0.774361 | 0.225899
245 | 0.337209 | 0.462256 | 0.232216 | 0.232182 | 0.450021 | 0.465544
246 | 0.368166 | 0.483123 | 0.438537 | 0.666126 | 0.618146 | 0.314388
247 | 0.289270 | 0.182479 | 0.282962 | 0.244981 | 0.464811 | 0.521376
248 | 0.830098 | 0.752002 | 0.089632 | 0.784677 | 0.599103 | 0.241986
249 | 0.391232 | 0.314454 | 0.102420 | 0.736563 | 0.469358 | 0.589272
250 | 0.667688 | 0.717378 | 0.701103 | 0.947814 | 0.813104 | 0.697436
251 | 0.228177 | 0.265104 | 0.480493 | 0.350038 | 0.307114 | 0.458520
252 | 0.392168 | 0.210562 | 0.430598 | 0.338625 | 0.426981 | 0.360818
253 | 0.399242 | 0.458602 | 0.443016 | 0.633620 | 0.500861 | 0.435371
254 | 0.621259 | 0.434798 | 0.459061 | 0.755459 | 0.571679 | 0.512905
255 | 0.160589 | 0.173214 | 0.131088 | 0.342196 | 0.464255 | 0.454115
256 | 0.686301 | 0.655087 | 0.459407 | 0.543105 | 0.520456 | 0.697484
257 | 0.419391 | 0.531606 | 0.331479 | 0.728690 | 0.730510 | 0.726032
258 | 0.220350 | 0.102551 | 0.102476 | 0.356612 | 0.194524 | 0.188000
259 | 0.284736 | 0.483748 | 0.302521 | 0.706594 | 0.597665 | 0.180186
260 | 0.352142 | 0.507457 | 0.463113 | 0.843311 | 0.883384 | 0.673135
261 | 0.335757 | 0.306803 | 0.386913 | 0.563702 | 0.795873 | 0.487047
262 | 0.528469 | 0.588554 | 0.303606 | 0.849958 | 0.882693 | 0.883904
263 | 0.398391 | 0.395587 | 0.335582 | 0.803604 | 0.975783 | 0.824530
264 | 0.594023 | 0.496283 | 0.146300 | 0.205759 | 0.608671 | 0.250545
265 | 0.388099 | 0.622579 | 0.246554 | 0.464582 | 0.541099 | 0.392237
266 | 0.425746 | 0.302569 | 0.264165 | 0.824070 | 0.327620 | 0.357442
267 | 0.139703 | 0.275353 | 0.435955 | 0.603144 | 0.616197 | 0.503220
268 | 0.219685 | 0.693018 | 0.389397 | 0.294271 | 0.455823 | 0.381506
269 | 0.260560 | 0.655357 | 0.389397 | 0.306726 | 0.603784 | 0.381506
270 | 0.373280 | 0.430632 | 0.282731 | 0.562358 | 0.809355 | 0.523666
271 | 0.503758 | 0.235782 | 0.304485 | 0.540906 | 0.413724 | 0.264649
272 | 0.403345 | 0.131575 | 0.296457 | 0.482909 | 0.409999 | 0.415586
273 | 0.331325 | 0.289847 | 0.233909 | 0.676077 | 0.397410 | 0.345333
274 | 0.557573 | 0.569528 | 0.360780 | 0.673110 | 0.659288 | 0.480954
275 | 0.510276 | 0.793183 | 0.650895 | 0.583763 | 0.819489 | 0.639754
276 | 0.538923 | 0.401859 | 0.254462 | 0.563866 | 0.498018 | 0.118340
277 | 0.225622 | 0.178796 | 0.164001 | 0.490234 | 0.249551 | 0.418423
278 | 0.333024 | 0.189014 | 0.115622 | 0.431678 | 0.310558 | 0.511890
279 | 0.305804 | 0.174602 | 0.448724 | 0.693447 | 0.715022 | 0.471818
280 | 0.418914 | 0.299114 | 0.204666 | 0.814650 | 0.295743 | 0.294763
281 | 0.267355 | 0.233755 | 0.249779 | 0.307139 | 0.266726 | 0.305335
282 | 0.131911 | 0.113780 | 0.138935 | 0.342177 | 0.373189 | 0.432786
283 | 0.248089 | 0.337518 | 0.203620 | 0.456196 | 0.376542 | 0.437144
284 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000
285 | 0.390880 | 0.278307 | 0.257065 | 0.524895 | 0.500280 | 0.369350
286 | 0.619548 | 0.525545 | 0.313659 | 0.894109 | 0.907092 | 0.698116
287 | 0.286675 | 0.342922 | 0.352142 | 0.854269 | 0.638766 | 0.843311
288 | 0.162005 | 0.207037 | 0.207274 | 0.343526 | 0.397906 | 0.432870
289 | 0.753371 | 0.606292 | 0.723702 | 0.854587 | 0.831759 | 0.673984
290 | 0.753371 | 0.575502 | 0.642663 | 0.854587 | 0.758393 | 0.688228
291 | 0.301543 | 0.305570 | 0.492253 | 0.424022 | 0.532648 | 0.599820
292 | 0.474452 | 0.422659 | 0.209675 | 0.691942 | 0.583780 | 0.629844
293 | 0.384348 | 0.405834 | 0.274354 | 0.597102 | 0.734566 | 0.371693
294 | 0.347577 | 0.556634 | 0.415847 | 0.215455 | 0.805187 | 0.299397
295 | 0.470058 | 0.384348 | 0.313244 | 0.593181 | 0.597102 | 0.227448
296 | 0.387034 | 0.309936 | 0.386680 | 0.730789 | 0.540105 | 0.763641
297 | 0.619548 | 0.656322 | 0.424435 | 0.894109 | 0.957218 | 0.702542
298 | 0.183006 | 0.342783 | 0.661639 | 0.251250 | 0.653824 | 0.609712
299 | 0.520282 | 0.455911 | 0.254802 | 0.670366 | 0.659436 | 0.652312
300 | 0.320931 | 0.498048 | 0.411905 | 0.623702 | 0.737697 | 0.532830
301 | 0.339968 | 0.463921 | 0.287476 | 0.773413 | 0.544684 | 0.243953
302 | 0.445585 | 0.339113 | 0.354422 | 0.607349 | 0.635115 | 0.613183
303 | 0.226019 | 0.233214 | 0.449454 | 0.169072 | 0.254892 | 0.529843
304 | 0.534595 | 0.349215 | 0.331475 | 0.657228 | 0.647602 | 0.586376
305 | 0.816588 | 0.715601 | 0.388284 | 0.762218 | 0.670600 | 0.757942
306 | 0.420206 | 0.422912 | 0.306514 | 0.563742 | 0.622941 | 0.529890
307 | 0.795719 | 0.681145 | 0.468807 | 0.927472 | 0.950602 | 0.662086
308 | 0.861934 | 0.569528 | 0.310483 | 0.663867 | 0.659288 | 0.113588
309 | 0.557573 | 0.861934 | 0.335688 | 0.673110 | 0.663867 | 0.127492
310 | 0.167159 | 0.122513 | 0.160182 | 0.725819 | 0.514585 | 0.344433
311 | 0.091744 | 0.180490 | 0.158259 | 0.408779 | 0.266990 | 0.279329
312 | 0.537238 | 0.586239 | 0.412005 | 0.903113 | 0.921233 | 0.934797
313 | 0.169397 | 0.249173 | 0.267620 | 0.384756 | 0.685796 | 0.453513
314 | 0.376643 | 0.353562 | 0.294746 | 0.833234 | 0.826514 | 0.866988
