itemID | top1 itemID | top2 itemID | top3 itemID | top1 2-hop items | top2 2-hop items | top3 2-hop items | top1 vision sim | top2 vision sim | top3 vision sim | top1 text sim | top2 text sim | top3 text sim
21 | 309 | 377 | 308 | 64 | 89 | 117 | 0.231580 | 0.381728 | 0.175642 | 0.161915 | 0.331924 | 0.183615
22 | 413 | 9 | 154 | 166 | 469 | 112 | 0.288542 | 0.373964 | 0.217523 | 0.386331 | 0.385204 | 0.463440
23 | 37 | 269 | 3789 | 45 | 62 | 297 | 0.541903 | 0.511294 | 0.489981 | 0.301684 | 0.336745 | 0.671041
24 | 2678 | 1754 | 1482 | 135 | 1411 | 562 | 0.492509 | 0.256482 | 0.295193 | 0.281409 | 0.203425 | 0.236098
25 | 802 | 411 | 4280 | 147 | 132 | 117 | 0.698785 | 0.657151 | 0.298929 | 0.657488 | 0.524872 | 0.104393
26 | 6684 | 910 | 797 | 67 | 94 | 68 | 0.395720 | 0.578624 | 0.498300 | 0.347360 | 0.527276 | 0.497696
27 | 1281 | 2628 | 1999 | 50 | 53 | 117 | 0.806156 | 0.620326 | 0.692932 | 0.221823 | 0.204713 | 0.682772
28 | 4971 | 2162 | 6325 | 81 | 34 | 46 | 0.345275 | 0.261833 | 0.285588 | 0.413852 | 0.254482 | 0.181758
29 | 416 | 398 | 211 | 108 | 40 | 56 | 0.414979 | 0.562675 | 0.579770 | 0.347894 | 0.521648 | 0.488331
30 | 1107 | 5147 | 2844 | 55 | 93 | 97 | 0.197580 | 0.577973 | 0.460255 | 0.394261 | 0.362602 | 0.296448
31 | 238 | 274 | 55 | 189 | 119 | 203 | 0.597106 | 0.520825 | 0.586227 | 0.798716 | 0.213206 | 0.475372
32 | 6136 | 3424 | 1010 | 83 | 52 | 490 | 0.309714 | 0.499705 | 0.675084 | 0.157450 | 0.117833 | 0.329661
33 | 6380 | 5250 | 2324 | 175 | 25 | 62 | 0.654548 | 0.242150 | 0.362545 | 0.386232 | 0.135833 | 0.292156
34 | 3557 | 4483 | 55 | 47 | 36 | 203 | 0.508777 | 0.482444 | 0.621262 | 0.276460 | 0.403466 | 0.511721
35 | 732 | 4169 | 220 | 116 | 68 | 30 | 0.855434 | 0.869816 | 0.748989 | 0.476599 | 0.532316 | 0.470675
36 | 246 | 181 | 346 | 84 | 67 | 62 | 0.483123 | 0.606142 | 0.307174 | 0.618146 | 0.277835 | 0.509560
37 | 220 | 2206 | 897 | 30 | 110 | 23 | 0.563286 | 0.493363 | 0.194791 | 0.342739 | 0.465015 | 0.310544
38 | 70 | 242 | 2628 | 43 | 32 | 53 | 0.567104 | 0.275621 | 0.715533 | 0.958595 | 0.299141 | 0.344120
39 | 82 | 231 | 46 | 85 | 41 | 49 | 0.836319 | 0.276072 | 0.806639 | 0.732100 | 0.584371 | 0.764724
40 | 58 | 652 | 160 | 77 | 71 | 113 | 0.617439 | 0.524225 | 0.261430 | 0.621151 | 0.354545 | 0.249569
41 | 1676 | 631 | 1818 | 130 | 116 | 364 | 0.676713 | 0.687437 | 0.675747 | 0.444425 | 0.527958 | 0.624376
42 | 141 | 74 | 185 | 179 | 174 | 353 | 0.738487 | 0.611075 | 0.635602 | 0.584419 | 0.703327 | 0.647469
43 | 76 | 412 | 427 | 428 | 87 | 94 | 0.542026 | 0.247232 | 0.320952 | 0.667994 | 0.287541 | 0.261559
44 | 5493 | 1565 | 4433 | 32 | 29 | 100 | 0.305450 | 0.327212 | 0.570218 | 0.205102 | 0.025900 | 0.694869
45 | 1077 | 3521 | 513 | 359 | 197 | 1420 | 0.483027 | 0.357880 | 0.306115 | 0.548835 | 0.639701 | 0.247040
46 | 323 | 82 | 39 | 105 | 85 | 34 | 0.190368 | 0.808067 | 0.806639 | 0.273973 | 0.863855 | 0.764724
47 | 4681 | 6540 | 5214 | 56 | 82 | 130 | 0.180526 | 0.201326 | 0.216727 | 0.267354 | 0.202042 | 0.500903
48 | 103 | 222 | 1402 | 44 | 64 | 107 | 0.335525 | 0.386451 | 0.734430 | 0.200003 | 0.202809 | 0.747380
49 | 2880 | 3115 | 608 | 677 | 39 | 30 | 0.830694 | 0.071152 | 0.160236 | 0.764815 | 0.330626 | 0.102827
50 | 304 | 300 | 64 | 30 | 141 | 87 | 0.552004 | 0.496634 | 0.356432 | 0.513582 | 0.319238 | 0.265837
51 | 2517 | 3254 | 3146 | 227 | 98 | 98 | 0.573825 | 0.397942 | 0.249692 | 0.439099 | 0.298643 | 0.356021
52 | 4823 | 1182 | 2918 | 75 | 49 | 43 | 0.181763 | 0.172100 | 0.396870 | 0.343937 | 0.322038 | 0.339452
53 | 1785 | 5133 | 5510 | 442 | 180 | 143 | 0.241062 | 0.224132 | 0.249777 | 0.315589 | 0.322020 | 0.370530
54 | 3289 | 1272 | 3290 | 438 | 541 | 645 | 0.450095 | 0.558785 | 0.517427 | 0.519849 | 0.633409 | 0.483748
55 | 274 | 238 | 288 | 119 | 189 | 137 | 0.395920 | 0.664348 | 0.232018 | 0.170423 | 0.542300 | 0.250625
56 | 222 | 85 | 476 | 64 | 87 | 57 | 0.642727 | 0.871168 | 0.161142 | 0.207220 | 0.638722 | 0.311214
57 | 3310 | 4322 | 4166 | 168 | 49 | 110 | 0.579070 | 0.165690 | 0.145740 | 0.462543 | 0.009384 | 0.198558
58 | 75 | 40 | 74 | 91 | 32 | 174 | 0.574166 | 0.617439 | 0.572347 | 0.564715 | 0.621151 | 0.723325
59 | 2915 | 3671 | 1020 | 115 | 208 | 150 | 0.681006 | 0.103821 | 0.114312 | 0.622135 | 0.165491 | 0.094061
60 | 6170 | 1248 | 56 | 271 | 51 | 199 | 0.836200 | 0.836200 | 0.837770 | 0.391072 | 0.450328 | 0.462947
61 | 48 | 940 | 180 | 129 | 52 | 37 | 0.377245 | 0.229397 | 0.220961 | 0.519582 | 0.223134 | 0.286900
62 | 104 | 264 | 128 | 67 | 72 | 152 | 0.331847 | 0.311559 | 0.463809 | 0.169638 | 0.263542 | 0.474337
63 | 323 | 205 | 75 | 105 | 50 | 91 | 0.148544 | 0.128932 | 0.431131 | 0.689293 | 0.218610 | 0.366249
64 | 103 | 295 | 621 | 44 | 66 | 151 | 0.350929 | 0.385406 | 0.320238 | 0.245146 | 0.256768 | 0.295384
65 | 476 | 9 | 222 | 57 | 469 | 64 | 0.177986 | 0.204813 | 0.474850 | 0.271540 | 0.170952 | 0.128030
66 | 5003 | 5904 | 2411 | 121 | 571 | 281 | 0.535145 | 0.745077 | 0.660389 | 0.729829 | 0.404673 | 0.203822
67 | 4536 | 213 | 4705 | 26 | 64 | 90 | 0.191271 | 0.258027 | 0.190654 | 0.313097 | 0.383953 | 0.330638
68 | 1320 | 3180 | 582 | 136 | 168 | 196 | 0.250972 | 0.388734 | 0.316864 | 0.240318 | 0.209820 | 0.171008
69 | 2597 | 1471 | 2087 | 730 | 92 | 152 | 0.181351 | 0.451714 | 0.380463 | 0.174741 | 0.186237 | 0.234241
70 | 222 | 154 | 1701 | 64 | 112 | 40 | 0.318209 | 0.219913 | 0.507702 | 0.220169 | 0.563689 | 0.250832
71 | 82 | 298 | 2894 | 85 | 97 | 28 | 0.869019 | 0.256787 | 0.763783 | 0.962231 | 0.277358 | 0.475897
72 | 144 | 457 | 2241 | 257 | 1210 | 1143 | 0.860623 | 0.674120 | 0.744787 | 0.781192 | 0.716620 | 0.669801
73 | 1081 | 6300 | 5402 | 31 | 51 | 42 | 0.204057 | 0.403045 | 0.244619 | 0.157101 | 0.526331 | 0.111542
74 | 42 | 58 | 168 | 433 | 77 | 305 | 0.611075 | 0.572347 | 0.601882 | 0.703327 | 0.723325 | 0.521514
75 | 58 | 246 | 248 | 77 | 84 | 32 | 0.574166 | 0.295136 | 0.575962 | 0.564715 | -0.030772 | 0.441727
76 | 42 | 43 | 9 | 433 | 173 | 469 | 0.416161 | 0.542026 | 0.371824 | 0.677803 | 0.667994 | 0.346398
77 | 2146 | 719 | 1676 | 640 | 60 | 130 | 0.336178 | 0.370571 | 0.445796 | 0.259553 | 0.455148 | 0.284894
78 | 2394 | 2651 | 4079 | 43 | 126 | 70 | 0.438365 | 0.342425 | 0.291760 | 0.373742 | 0.377192 | 0.411659
79 | 4617 | 1235 | 454 | 220 | 541 | 766 | 0.187698 | 0.330227 | 0.565589 | 0.337109 | 0.264965 | 0.200314
80 | 341 | 103 | 42 | 244 | 44 | 433 | 0.857043 | 0.196255 | 0.480403 | 0.781467 | 0.362677 | 0.354877
81 | 255 | 217 | 191 | 83 | 94 | 325 | 0.245184 | 0.237370 | 0.377020 | 0.344832 | 0.215399 | 0.242334
82 | 71 | 298 | 104 | 29 | 97 | 67 | 0.869019 | 0.229759 | 0.345730 | 0.962231 | 0.289765 | 0.303775
83 | 2198 | 254 | 812 | 72 | 59 | 269 | 0.237664 | 0.566120 | 0.377864 | 0.196979 | 0.231509 | 0.241112
84 | 5542 | 6929 | 1797 | 670 | 63 | 214 | 0.451508 | 0.254737 | 0.510363 | 0.515419 | 0.292208 | 0.634202
85 | 56 | 3152 | 3186 | 199 | 103 | 97 | 0.871168 | 0.783689 | 0.805685 | 0.638722 | 0.515859 | 0.481309
86 | 578 | 118 | 652 | 296 | 133 | 71 | 0.635528 | 0.642548 | 0.449533 | 0.958791 | 0.951934 | 0.277445
87 | 2571 | 1506 | 4907 | 1093 | 395 | 467 | 0.336556 | 0.715376 | 0.538243 | 0.714095 | 0.597228 | 0.561849
88 | 5585 | 5374 | 1620 | 54 | 148 | 455 | 0.327771 | 0.219604 | 0.536886 | 0.227609 | 0.201904 | 0.401364
89 | 732 | 2142 | 4171 | 116 | 228 | 132 | 0.775917 | 0.801574 | 0.770963 | 0.348800 | 0.475599 | 0.412620
90 | 5219 | 2467 | 4716 | 314 | 52 | 73 | 0.543405 | 0.380351 | 0.232608 | 0.629203 | 0.329803 | 0.178119
91 | 1449 | 3787 | 815 | 351 | 111 | 65 | 0.336774 | 0.423606 | 0.370897 | 0.449192 | 0.437782 | 0.244773
92 | 252 | 463 | 412 | 75 | 28 | 87 | 0.526155 | 0.418387 | 0.367042 | 0.448334 | 0.499863 | 0.670164
93 | 102 | 210 | 288 | 151 | 64 | 137 | 0.784291 | 0.357226 | 0.290397 | 0.808600 | 0.340536 | 0.488828
94 | 5257 | 3409 | 5311 | 728 | 1563 | 1598 | 0.238934 | 0.374831 | 0.425483 | 0.354418 | 0.299403 | 0.373936
95 | 7000 | 1684 | 2773 | 184 | 154 | 39 | 0.363350 | 0.489048 | 0.457544 | 0.264194 | 0.367368 | 0.267635
96 | 276 | 8 | 212 | 66 | 58 | 71 | 0.538923 | 0.506885 | 0.415805 | 0.563866 | 0.634674 | 0.346321
97 | 5441 | 3572 | 1515 | 391 | 135 | 630 | 0.172159 | 0.157391 | 0.241008 | 0.525504 | 0.163451 | 0.628837
98 | 4026 | 1164 | 1910 | 173 | 198 | 73 | 0.470149 | 0.646352 | 0.731291 | 0.467948 | 0.465138 | 0.244067
99 | 2375 | 6822 | 3827 | 243 | 79 | 35 | 0.917190 | 0.298981 | 0.477081 | 0.904781 | 0.070187 | 0.215843
100 | 1973 | 5540 | 3597 | 94 | 118 | 82 | 0.214013 | 0.335000 | 0.361217 | 0.312452 | 0.250133 | 0.316542
101 | 3991 | 745 | 4471 | 110 | 257 | 98 | 0.558936 | 0.451910 | 0.171312 | 0.223556 | 0.217809 | 0.346294
102 | 93 | 210 | 269 | 96 | 64 | 62 | 0.784291 | 0.316736 | 0.207572 | 0.808600 | 0.376856 | 0.404669
103 | 80 | 58 | 64 | 113 | 77 | 87 | 0.196255 | 0.183381 | 0.350929 | 0.362677 | 0.300591 | 0.245146
104 | 82 | 476 | 222 | 85 | 57 | 64 | 0.345730 | 0.396938 | 0.312101 | 0.303775 | 0.336199 | 0.143173
105 | 4173 | 6442 | 1182 | 78 | 62 | 49 | 0.368486 | 0.214117 | 0.130408 | 0.230118 | 0.218874 | 0.218162
106 | 248 | 238 | 128 | 32 | 189 | 152 | 0.830098 | 0.778782 | 0.878881 | 0.784677 | 0.607191 | 0.911965
107 | 925 | 5523 | 2116 | 60 | 223 | 34 | 0.585682 | 0.277686 | 0.473131 | 0.541723 | 0.524946 | 0.202101
108 | 458 | 119 | 2241 | 1100 | 930 | 1143 | 0.658570 | 0.600240 | 0.617780 | 0.932671 | 0.985982 | 0.710936
109 | 4363 | 235 | 1474 | 100 | 39 | 77 | 0.322727 | 0.541173 | 0.303665 | 0.268147 | 0.381470 | 0.371223
110 | 279 | 350 | 4670 | 57 | 131 | 72 | 0.185169 | 0.300534 | 0.258343 | 0.504228 | 0.390638 | 0.397309
111 | 5 | 5990 | 5927 | 148 | 28 | 60 | 0.393521 | 0.420784 | 0.531511 | 0.434497 | 0.289346 | 0.258904
112 | 195 | 1309 | 6057 | 496 | 165 | 130 | 0.744090 | 0.656288 | 0.693650 | 0.701887 | 0.233506 | 0.778723
113 | 286 | 3955 | 5869 | 43 | 172 | 39 | 0.241395 | 0.376562 | 0.248128 | 0.182180 | 0.287271 | 0.297733
114 | 22 | 376 | 413 | 159 | 106 | 166 | 0.426217 | 0.285559 | 0.238608 | 0.613784 | 0.354848 | 0.325210
115 | 217 | 242 | 293 | 94 | 32 | 74 | 0.186184 | 0.170086 | 0.164954 | 0.380501 | 0.180812 | 0.346371
116 | 4011 | 294 | 3725 | 1260 | 126 | 260 | 0.998693 | 0.453487 | 0.611100 | 0.639295 | 0.298043 | 0.808435
117 | 300 | 274 | 223 | 141 | 119 | 166 | 0.456338 | 0.360780 | 0.436556 | 0.330549 | 0.480954 | 0.436509
118 | 578 | 86 | 1695 | 296 | 108 | 94 | 0.995338 | 0.642548 | 0.464581 | 0.986413 | 0.951934 | 0.553500
119 | 457 | 458 | 108 | 1210 | 1100 | 1097 | 0.871598 | 0.741354 | 0.600240 | 0.502979 | 0.938996 | 0.985982
120 | 3829 | 1764 | 1960 | 153 | 568 | 79 | 0.893706 | 0.277789 | 0.558505 | 0.929219 | 0.315668 | 0.615307
121 | 4648 | 3522 | 5817 | 123 | 88 | 88 | 0.590404 | 0.174127 | 0.319886 | 0.467027 | 0.084739 | 0.235822
122 | 3728 | 2033 | 82 | 51 | 55 | 85 | 0.551856 | 0.409156 | 0.297405 | 0.371285 | 0.244281 | 0.320285
123 | 1336 | 69 | 2090 | 81 | 485 | 134 | 0.383371 | 0.373831 | 0.241952 | 0.149940 | 0.350958 | 0.230580
124 | 6060 | 4013 | 4789 | 53 | 124 | 200 | 0.409477 | 0.477885 | 0.182233 | 0.159380 | 0.121445 | 0.213456
125 | 196 | 222 | 3910 | 53 | 64 | 64 | 0.229549 | 0.494034 | 0.388722 | 0.254406 | 0.267001 | 0.325958
126 | 2571 | 1951 | 1558 | 1093 | 122 | 173 | 0.665928 | 0.620639 | 0.574293 | 0.305919 | 0.393256 | 0.376296
127 | 5790 | 6599 | 692 | 109 | 24 | 92 | 0.246540 | 0.298114 | 0.357228 | 0.142655 | 0.163116 | 0.157492
128 | 106 | 238 | 274 | 47 | 189 | 119 | 0.878881 | 0.751582 | 0.465638 | 0.911965 | 0.624734 | 0.220718
129 | 2261 | 4667 | 80 | 69 | 46 | 113 | 0.482747 | 0.496092 | 0.279249 | 0.464198 | 0.387400 | 0.224115
130 | 1497 | 1350 | 1271 | 58 | 50 | 110 | 0.451861 | 0.415640 | 0.394918 | 0.652834 | 0.178270 | 0.215467
131 | 1190 | 2689 | 1741 | 130 | 126 | 160 | 0.588734 | 0.196138 | 0.704301 | 0.945399 | 0.617816 | 0.209983
132 | 1221 | 4011 | 2996 | 376 | 1260 | 159 | 0.660769 | 0.411791 | 0.493594 | 0.488479 | 0.414781 | 0.278090
133 | 263 | 1040 | 3110 | 145 | 119 | 70 | 0.606838 | 0.517670 | 0.438587 | 0.587970 | 0.589745 | 0.447398
134 | 5954 | 6859 | 2041 | 375 | 251 | 130 | 0.431183 | 0.402972 | 0.434008 | 0.265881 | 0.106602 | 0.225757
135 | 447 | 2380 | 442 | 87 | 64 | 50 | 0.604347 | 0.344668 | 0.395208 | 0.694669 | 0.214509 | 0.203612
136 | 2663 | 295 | 576 | 100 | 66 | 101 | 0.225627 | 0.365149 | 0.617109 | 0.408988 | 0.261748 | 0.604939
137 | 228 | 2057 | 5675 | 31 | 83 | 53 | 0.193725 | 0.330481 | 0.497513 | 0.237878 | 0.296414 | 0.194556
138 | 82 | 56 | 161 | 85 | 199 | 35 | 0.237907 | 0.217380 | 0.422642 | 0.150984 | 0.266627 | 0.297394
139 | 2919 | 2326 | 5772 | 941 | 1576 | 172 | 0.318300 | 0.218653 | 0.633370 | 0.356665 | 0.389043 | 0.634473
140 | 6192 | 1128 | 791 | 233 | 39 | 170 | 0.444821 | 0.367147 | 0.557182 | 0.112150 | 0.164559 | 0.133559
141 | 42 | 248 | 1428 | 433 | 32 | 52 | 0.738487 | 0.717544 | 0.883501 | 0.584419 | 0.801977 | 0.904967
142 | 3139 | 1407 | 5081 | 76 | 46 | 38 | 0.638133 | 0.240816 | 0.304079 | 0.476195 | 0.074872 | 0.286676
143 | 1949 | 2364 | 3685 | 52 | 147 | 172 | 0.369566 | 0.554641 | 0.201594 | 0.081229 | 0.657432 | 0.126758
144 | 72 | 4149 | 6908 | 778 | 110 | 62 | 0.860623 | 0.712268 | 0.629397 | 0.781192 | 0.369945 | 0.338344
145 | 1279 | 5751 | 461 | 55 | 45 | 28 | 0.306861 | 0.294874 | 0.296750 | 0.526717 | 0.183808 | 0.182217
146 | 3500 | 188 | 511 | 87 | 105 | 132 | 0.249974 | 0.197690 | 0.340615 | 0.287982 | 0.315646 | 0.483029
147 | 185 | 187 | 42 | 353 | 1372 | 433 | 0.216851 | 0.293459 | 0.206897 | 0.341621 | 0.489060 | 0.275877
148 | 407 | 1156 | 1086 | 51 | 107 | 124 | 0.388408 | 0.566813 | 0.630509 | 0.391877 | 0.429724 | 0.312176
149 | 2708 | 435 | 174 | 31 | 53 | 40 | 0.467213 | 0.505983 | 0.604271 | 0.373630 | 0.485437 | 0.402624
150 | 1978 | 621 | 3568 | 58 | 151 | 219 | 0.555951 | 0.283275 | 0.220610 | 0.331864 | 0.352898 | 0.039747
151 | 89 | 2097 | 7030 | 697 | 98 | 97 | 0.505218 | 0.821713 | 0.784231 | 0.607082 | 0.582814 | 0.183019
152 | 102 | 438 | 250 | 151 | 33 | 158 | 0.541265 | 0.409019 | 0.122878 | 0.572497 | 0.456095 | 0.231244
153 | 5351 | 1939 | 4217 | 171 | 78 | 50 | 0.692122 | 0.654655 | 0.778674 | 0.462383 | 0.719721 | 0.559065
154 | 301 | 222 | 228 | 46 | 64 | 31 | 0.263689 | 0.211284 | 0.329030 | 0.306229 | 0.212262 | 0.216336
155 | 211 | 555 | 29 | 56 | 26 | 79 | 0.463881 | 0.216627 | 0.517030 | 0.455195 | 0.337582 | 0.408792
156 | 5702 | 6704 | 1602 | 147 | 67 | 95 | 0.759606 | 0.799059 | 0.444184 | 0.699508 | 0.833919 | 0.147201
157 | 6537 | 64 | 71 | 113 | 87 | 29 | 0.304955 | 0.393180 | 0.233874 | 0.308552 | 0.485866 | 0.293039
158 | 1359 | 1924 | 3399 | 80 | 172 | 279 | 0.502841 | 0.434612 | 0.636100 | 0.220669 | 0.229879 | 0.805992
159 | 214 | 505 | 269 | 46 | 38 | 62 | 0.154187 | 0.313477 | 0.317832 | 0.298372 | 0.314814 | 0.430829
160 | 308 | 106 | 40 | 117 | 47 | 32 | 0.753778 | 0.385623 | 0.261430 | 0.605747 | 0.200288 | 0.249569
161 | 5143 | 427 | 214 | 51 | 94 | 46 | 0.307006 | 0.264044 | 0.303628 | 0.361559 | 0.260878 | 0.298564
162 | 515 | 2739 | 16 | 811 | 543 | 94 | 0.651672 | 0.500952 | 0.617842 | 0.582998 | 0.175115 | 0.405856
163 | 175 | 6597 | 247 | 94 | 115 | 105 | 0.412857 | 0.900986 | 0.316099 | 0.370754 | 0.691910 | 0.411408
164 | 4352 | 3976 | 128 | 430 | 39 | 152 | 0.203809 | 0.448723 | 0.178600 | 0.480838 | 0.439915 | 0.461361
165 | 4508 | 4644 | 4871 | 229 | 62 | 59 | 0.150073 | 0.077299 | 0.228906 | 0.224165 | 0.107957 | 0.226920
166 | 5894 | 5455 | 3346 | 359 | 1637 | 815 | 0.359809 | 0.439489 | 0.445039 | 0.278442 | 0.269369 | 0.493711
167 | 276 | 29 | 212 | 66 | 79 | 71 | 0.549262 | 0.355893 | 0.325082 | 0.327244 | 0.234553 | 0.289083
168 | 74 | 258 | 136 | 174 | 48 | 66 | 0.601882 | 0.479929 | 0.734330 | 0.521514 | 0.557242 | 0.414644
169 | 1942 | 7030 | 921 | 41 | 97 | 62 | 0.310229 | 0.539400 | 0.186003 | 0.149091 | 0.280177 | 0.179124
170 | 12 | 29 | 412 | 62 | 79 | 87 | 0.171444 | 0.528327 | 0.265599 | 0.290289 | 0.583703 | 0.281983
171 | 295 | 304 | 40 | 66 | 30 | 32 | 0.359340 | 0.583056 | 0.309490 | 0.404828 | 0.631059 | 0.241115
172 | 4492 | 235 | 103 | 68 | 39 | 44 | 0.652315 | 0.571777 | 0.259613 | 0.537804 | 0.421605 | 0.361429
173 | 4973 | 2768 | 561 | 88 | 135 | 137 | 0.097736 | 0.586589 | 0.512055 | 0.286551 | 0.818911 | 0.906296
174 | 149 | 2708 | 1954 | 44 | 31 | 86 | 0.604271 | 0.497688 | 0.601620 | 0.402624 | 0.405386 | 0.394709
175 | 163 | 288 | 247 | 321 | 137 | 105 | 0.412857 | 0.185821 | 0.299829 | 0.370754 | 0.422122 | 0.459120
176 | 896 | 4011 | 351 | 760 | 1260 | 1376 | 0.442364 | 0.616216 | 0.192367 | 0.473400 | 0.404936 | 0.179721
177 | 6579 | 3781 | 3782 | 264 | 388 | 1065 | 0.650880 | 0.539559 | 0.710901 | 0.324224 | 0.354091 | 0.370310
178 | 373 | 734 | 1463 | 160 | 296 | 230 | 0.481680 | 0.417463 | 0.337734 | 0.489170 | 0.297762 | 0.336231
179 | 274 | 186 | 40 | 119 | 51 | 32 | 0.434857 | 0.197878 | 0.343868 | 0.200495 | 0.355388 | 0.769168
180 | 308 | 304 | 61 | 117 | 30 | 94 | 0.399001 | 0.632870 | 0.220961 | 0.603641 | 0.585721 | 0.286900
181 | 36 | 323 | 76 | 70 | 105 | 428 | 0.606142 | 0.192428 | 0.291672 | 0.277835 | 0.268030 | 0.154148
182 | 1138 | 4324 | 5364 | 165 | 46 | 54 | 0.358331 | 0.381284 | 0.365721 | 0.799735 | 0.560602 | 0.539014
183 | 496 | 3649 | 413 | 26 | 98 | 166 | 0.390961 | 0.236327 | 0.295686 | 0.109376 | 0.192840 | 0.212998
184 | 6583 | 2459 | 841 | 100 | 2877 | 708 | 0.934919 | 0.240972 | 0.510151 | 0.881375 | 0.254729 | 0.825996
185 | 42 | 76 | 58 | 433 | 428 | 77 | 0.635602 | 0.464869 | 0.546609 | 0.647469 | 0.602712 | 0.609608
186 | 1648 | 203 | 4222 | 55 | 203 | 34 | 0.459019 | 0.435061 | 0.543221 | 0.322671 | 0.799073 | 0.659767
187 | 147 | 399 | 428 | 817 | 395 | 272 | 0.293459 | 0.252408 | 0.342960 | 0.489060 | 0.342082 | 0.467089
188 | 3721 | 231 | 627 | 177 | 41 | 88 | 0.462687 | 0.287163 | 0.194056 | 0.821387 | 0.357934 | 0.212826
189 | 1454 | 190 | 3288 | 365 | 440 | 46 | 0.773144 | 0.773144 | 0.203831 | 0.997787 | 0.985287 | 0.341403
190 | 1454 | 925 | 189 | 365 | 60 | 106 | 1.000000 | 0.796775 | 0.773144 | 0.983743 | 0.752840 | 0.985287
191 | 5242 | 81 | 221 | 246 | 139 | 283 | 0.592708 | 0.377020 | 0.398995 | 0.215279 | 0.242334 | 0.375337
192 | 721 | 3045 | 405 | 123 | 285 | 160 | 0.451744 | 0.415761 | 0.491989 | 0.238503 | 0.095478 | 0.192086
193 | 6317 | 814 | 262 | 60 | 124 | 42 | 0.441606 | 0.305352 | 0.250831 | 0.077772 | 0.459098 | 0.126562
194 | 814 | 6118 | 1721 | 124 | 65 | 46 | 0.591055 | 0.359682 | 0.367426 | 0.442243 | 0.141668 | 0.426284
195 | 1910 | 112 | 5098 | 73 | 188 | 186 | 0.978125 | 0.744090 | 0.647833 | 0.706951 | 0.701887 | 0.227476
196 | 2213 | 214 | 274 | 56 | 46 | 119 | 0.346267 | 0.323265 | 0.328633 | 0.179815 | 0.227282 | 0.231519
197 | 218 | 149 | 6481 | 169 | 44 | 29 | 0.395384 | 0.556919 | 0.375494 | 0.386148 | 0.490639 | 0.437551
