itemID | top1 itemID | top2 itemID | top3 itemID | top1 2-hop items | top2 2-hop items | top3 2-hop items | top1 vision sim | top2 vision sim | top3 vision sim | top1 text sim | top2 text sim | top3 text sim
23 | 352 | 6553 | 6382 | 131 | 77 | 30 | 0.665872 | 0.609683 | 0.627125 | 0.581251 | 0.669294 | 0.700720
24 | 904 | 1373 | 836 | 683 | 157 | 1452 | 0.224378 | 0.293158 | 0.210776 | 0.808506 | 0.783852 | 0.765610
25 | 6159 | 802 | 2185 | 186 | 147 | 71 | 0.214758 | 0.698785 | 0.257446 | 0.785126 | 0.657488 | 0.717971
26 | 5623 | 2727 | 2170 | 129 | 252 | 68 | 0.650978 | 0.646822 | 0.610971 | 0.333133 | 0.540884 | 0.332220
27 | 102 | 42 | 220 | 151 | 433 | 30 | 0.084793 | 0.061533 | 0.347711 | 0.280752 | 0.212229 | 0.680983
28 | 1539 | 1490 | 4928 | 53 | 126 | 270 | 0.101745 | 0.071015 | 0.067296 | 0.152590 | 0.269040 | 0.154008
29 | 9 | 238 | 21 | 469 | 189 | 120 | 0.159344 | 0.236867 | 0.412464 | 0.265991 | 0.291122 | 0.337044
30 | 1974 | 2428 | 2222 | 164 | 78 | 110 | 0.379318 | 0.358058 | 0.541526 | 0.695321 | 0.775072 | 0.774197
31 | 2238 | 136 | 86 | 71 | 66 | 108 | 0.601716 | 0.377551 | 0.506084 | 0.838795 | 0.716336 | 0.804542
32 | 1829 | 2180 | 5077 | 186 | 105 | 35 | 0.542035 | 0.515270 | 0.193998 | 0.816689 | 0.890634 | 0.827147
33 | 3293 | 126 | 6380 | 1159 | 1164 | 175 | 0.607098 | 0.611157 | 0.654548 | 0.681512 | 0.384421 | 0.386232
34 | 323 | 437 | 55 | 105 | 148 | 203 | 0.216616 | 0.276169 | 0.621262 | 0.735606 | 0.728268 | 0.511721
35 | 89 | 6253 | 732 | 697 | 140 | 116 | 0.790719 | 0.824076 | 0.855434 | 0.475319 | 0.577943 | 0.476599
36 | 9 | 238 | 102 | 469 | 189 | 151 | 0.333663 | 0.192237 | 0.132790 | 0.205829 | 0.382075 | 0.339686
37 | 298 | 265 | 341 | 97 | 106 | 244 | 0.250300 | 0.075992 | 0.171312 | 0.413878 | 0.445124 | 0.368510
38 | 70 | 39 | 71 | 43 | 34 | 29 | 0.567104 | 0.150580 | 0.166466 | 0.958595 | 0.445212 | 0.357966
39 | 71 | 46 | 82 | 29 | 49 | 85 | 0.750720 | 0.806639 | 0.836319 | 0.726794 | 0.764724 | 0.732100
40 | 58 | 160 | 437 | 77 | 113 | 148 | 0.617439 | 0.261430 | 0.169173 | 0.621151 | 0.249569 | 0.746515
41 | 1010 | 71 | 5690 | 490 | 29 | 295 | 0.723049 | 0.603012 | 0.289270 | 0.576364 | 0.555587 | 0.485052
42 | 289 | 74 | 76 | 250 | 174 | 428 | 0.606292 | 0.611075 | 0.416161 | 0.831759 | 0.703327 | 0.677803
43 | 102 | 76 | 42 | 151 | 428 | 433 | 0.277505 | 0.542026 | 0.362653 | 0.292609 | 0.667994 | 0.694988
44 | 882 | 4433 | 5448 | 255 | 100 | 560 | 0.575687 | 0.570218 | 0.662352 | 0.670337 | 0.694869 | 0.584316
45 | 6345 | 49 | 2132 | 47 | 138 | 177 | 0.299636 | 0.332190 | 0.190952 | 0.666058 | 0.757419 | 0.638590
46 | 82 | 71 | 9 | 85 | 29 | 469 | 0.808067 | 0.750593 | 0.204275 | 0.863855 | 0.859024 | 0.380654
47 | 958 | 3818 | 2001 | 120 | 142 | 102 | 0.355511 | 0.219473 | 0.330063 | 0.377119 | 0.583328 | 0.186835
48 | 308 | 185 | 288 | 117 | 353 | 137 | 0.267439 | 0.217225 | 0.176700 | 0.231384 | 0.315955 | 0.520871
49 | 2880 | 81 | 45 | 677 | 139 | 876 | 0.830694 | 0.494511 | 0.332190 | 0.764815 | 0.778630 | 0.757419
50 | 181 | 42 | 103 | 67 | 433 | 44 | 0.399436 | 0.245736 | 0.306702 | 0.248872 | 0.162001 | 0.360235
51 | 53 | 94 | 2823 | 1520 | 844 | 581 | 0.298801 | 0.389388 | 0.493845 | 0.810854 | 0.701832 | 0.823040
52 | 2823 | 51 | 53 | 581 | 920 | 1520 | 0.508189 | 0.405483 | 0.429348 | 0.769215 | 0.696595 | 0.770066
53 | 51 | 2823 | 94 | 920 | 581 | 844 | 0.298801 | 0.535270 | 0.443303 | 0.810854 | 0.890881 | 0.733380
54 | 2180 | 1701 | 4324 | 105 | 40 | 46 | 0.536923 | 0.619371 | 0.396991 | 0.849654 | 0.775131 | 0.758247
55 | 323 | 63 | 187 | 105 | 127 | 1372 | 0.207520 | 0.227059 | 0.223365 | 0.522998 | 0.573082 | 0.623459
56 | 85 | 21 | 102 | 87 | 120 | 151 | 0.871168 | 0.264446 | 0.151942 | 0.638722 | 0.509380 | 0.347265
57 | 173 | 2768 | 2270 | 273 | 135 | 242 | 0.391364 | 0.433150 | 0.413293 | 0.913361 | 0.813895 | 0.805855
58 | 289 | 290 | 76 | 250 | 68 | 428 | 0.723702 | 0.575502 | 0.560840 | 0.673984 | 0.758393 | 0.736513
59 | 2915 | 146 | 1648 | 115 | 209 | 55 | 0.681006 | 0.567718 | 0.607326 | 0.622135 | 0.422402 | 0.411989
60 | 972 | 4337 | 1131 | 233 | 82 | 76 | 0.806904 | 0.682602 | 0.747836 | 0.485036 | 0.499557 | 0.507058
61 | 181 | 160 | 161 | 67 | 113 | 35 | 0.219609 | 0.201938 | 0.242354 | 0.285084 | 0.250981 | 0.411222
62 | 141 | 217 | 36 | 179 | 94 | 70 | 0.356955 | 0.206871 | 0.409794 | 0.340588 | 0.217639 | 0.269136
63 | 323 | 437 | 55 | 105 | 148 | 203 | 0.148544 | 0.096456 | 0.227059 | 0.689293 | 0.708377 | 0.573082
64 | 288 | 295 | 252 | 137 | 66 | 75 | 0.187228 | 0.385406 | 0.261570 | 0.363696 | 0.256768 | 0.447108
65 | 186 | 82 | 236 | 51 | 85 | 23 | 0.161506 | 0.571874 | 0.214800 | 0.285814 | 0.308524 | 0.240775
66 | 3778 | 5904 | 4639 | 198 | 571 | 300 | 0.762140 | 0.745077 | 0.630865 | 0.445160 | 0.404673 | 0.675922
67 | 3690 | 3393 | 442 | 95 | 192 | 50 | 0.748972 | 0.623396 | 0.547252 | 0.718966 | 0.431017 | 0.315713
68 | 49 | 81 | 2880 | 138 | 139 | 677 | 0.112627 | 0.158454 | 0.139657 | 0.686821 | 0.659852 | 0.654187
69 | 513 | 13 | 162 | 1420 | 257 | 302 | 0.218492 | 0.302890 | 0.196289 | 0.666832 | 0.700619 | 0.569579
70 | 38 | 456 | 398 | 63 | 58 | 40 | 0.567104 | 0.201834 | 0.161137 | 0.958595 | 0.168805 | 0.417685
71 | 82 | 46 | 39 | 85 | 49 | 34 | 0.869019 | 0.750593 | 0.750720 | 0.962231 | 0.859024 | 0.726794
72 | 1913 | 144 | 457 | 140 | 257 | 1210 | 0.572413 | 0.860623 | 0.674120 | 0.764392 | 0.781192 | 0.716620
73 | 4485 | 6614 | 5118 | 60 | 47 | 69 | 0.476837 | 0.627233 | 0.091985 | 0.714631 | 0.262585 | 0.192815
74 | 42 | 76 | 289 | 433 | 428 | 250 | 0.611075 | 0.504208 | 0.628679 | 0.703327 | 0.675689 | 0.660171
75 | 167 | 76 | 92 | 75 | 428 | 27 | 0.192660 | 0.423961 | 0.153719 | 0.074652 | 0.790202 | 0.142581
76 | 289 | 42 | 74 | 250 | 433 | 174 | 0.574540 | 0.416161 | 0.504208 | 0.653984 | 0.677803 | 0.675689
77 | 3764 | 5833 | 178 | 538 | 60 | 520 | 0.286101 | 0.355461 | 0.599514 | 0.628372 | 0.591365 | 0.867571
78 | 3393 | 5668 | 1821 | 192 | 45 | 39 | 0.539544 | 0.263298 | 0.221702 | 0.203985 | 0.465477 | 0.171106
79 | 221 | 414 | 2821 | 283 | 64 | 40 | 0.575452 | 0.269513 | 0.124119 | 0.267105 | 0.255342 | 0.245389
80 | 341 | 102 | 167 | 244 | 151 | 75 | 0.857043 | 0.079398 | 0.092283 | 0.781467 | 0.273119 | 0.173507
81 | 49 | 2880 | 68 | 138 | 677 | 96 | 0.494511 | 0.438057 | 0.158454 | 0.778630 | 0.792116 | 0.659852
82 | 21 | 122 | 264 | 120 | 42 | 72 | 0.220461 | 0.297405 | 0.496283 | 0.428332 | 0.320285 | 0.608671
83 | 274 | 309 | 304 | 119 | 64 | 30 | 0.290060 | 0.270581 | 0.510491 | 0.739294 | 0.617994 | 0.651029
84 | 4999 | 1920 | 1921 | 51 | 517 | 487 | 0.521816 | 0.412115 | 0.379934 | 0.665788 | 0.712742 | 0.710328
85 | 56 | 21 | 9 | 199 | 120 | 469 | 0.871168 | 0.236896 | 0.222277 | 0.638722 | 0.358292 | 0.151905
86 | 548 | 578 | 577 | 249 | 296 | 258 | 0.417900 | 0.635528 | 0.305208 | 0.937216 | 0.958791 | 0.935840
87 | 5695 | 5693 | 5694 | 315 | 177 | 81 | 0.606106 | 0.606106 | 0.606106 | 0.935542 | 0.967541 | 0.930169
88 | 1209 | 517 | 1620 | 60 | 52 | 455 | 0.606039 | 0.521692 | 0.536886 | 0.257796 | 0.647863 | 0.401364
89 | 732 | 35 | 151 | 116 | 155 | 145 | 0.775917 | 0.790719 | 0.505218 | 0.348800 | 0.475319 | 0.607082
90 | 5321 | 3663 | 3519 | 38 | 49 | 318 | 0.150955 | 0.256892 | 0.210068 | 0.318044 | 0.440034 | 0.393723
91 | 1143 | 639 | 1081 | 124 | 275 | 31 | 0.246904 | 0.386125 | 0.435190 | 0.713595 | 0.678913 | 0.775955
92 | 75 | 102 | 288 | 91 | 151 | 137 | 0.153719 | 0.318239 | 0.214533 | 0.142581 | 0.863099 | 0.455631
93 | 102 | 288 | 22 | 151 | 137 | 159 | 0.784291 | 0.290397 | 0.299540 | 0.808600 | 0.488828 | 0.488886
94 | 2823 | 51 | 53 | 581 | 920 | 1520 | 0.430278 | 0.389388 | 0.443303 | 0.798640 | 0.701832 | 0.733380
95 | 2310 | 112 | 153 | 215 | 188 | 169 | 0.392030 | 0.336678 | 0.517887 | 0.759460 | 0.737889 | 0.850218
96 | 336 | 175 | 9 | 309 | 94 | 469 | 0.305312 | 0.160447 | 0.144116 | 0.324694 | 0.228321 | 0.199503
97 | 1517 | 2342 | 6235 | 358 | 57 | 300 | 0.487161 | 0.590400 | 0.623106 | 0.965425 | 0.658476 | 0.649738
98 | 2375 | 471 | 189 | 243 | 54 | 106 | 0.659178 | 0.579185 | 0.373728 | 0.898047 | 0.866256 | 0.801655
99 | 2375 | 471 | 98 | 243 | 54 | 82 | 0.917190 | 0.705315 | 0.648886 | 0.904781 | 0.766754 | 0.765813
100 | 3703 | 3202 | 6866 | 38 | 257 | 150 | 0.245996 | 0.231241 | 0.293343 | 0.239934 | 0.233694 | 0.668301
101 | 5284 | 5344 | 5282 | 415 | 624 | 284 | 0.621477 | 0.629201 | 0.561907 | 0.576362 | 0.713211 | 0.690537
102 | 9 | 238 | 21 | 469 | 189 | 120 | 0.141625 | 0.125130 | 0.309753 | 0.392455 | 0.372129 | 0.419845
103 | 58 | 308 | 309 | 77 | 117 | 64 | 0.183381 | 0.234982 | 0.268060 | 0.300591 | 0.277730 | 0.278282
104 | 236 | 102 | 299 | 23 | 151 | 137 | 0.131558 | 0.189314 | 0.166526 | 0.178759 | 0.333127 | 0.298838
105 | 2922 | 1325 | 2018 | 144 | 175 | 49 | 0.250485 | 0.246883 | 0.256292 | 0.666245 | 0.365770 | 0.063475
106 | 128 | 248 | 141 | 152 | 32 | 179 | 0.878881 | 0.830098 | 0.718013 | 0.911965 | 0.784677 | 0.728098
107 | 5694 | 5693 | 5695 | 81 | 177 | 315 | 0.389403 | 0.389403 | 0.389403 | 0.827239 | 0.840532 | 0.850063
108 | 119 | 458 | 201 | 930 | 1100 | 227 | 0.600240 | 0.658570 | 0.596470 | 0.985982 | 0.932671 | 0.920625
109 | 697 | 6275 | 4866 | 116 | 28 | 265 | 0.217071 | 0.612029 | 0.425000 | 0.193734 | 0.378069 | 0.311310
110 | 350 | 279 | 294 | 131 | 57 | 126 | 0.300534 | 0.185169 | 0.231374 | 0.390638 | 0.504228 | 0.402331
111 | 5660 | 2872 | 388 | 48 | 91 | 136 | 0.296227 | 0.398956 | 0.590739 | 0.190356 | 0.733548 | 0.382607
112 | 1962 | 153 | 1798 | 61 | 169 | 293 | 0.427424 | 0.199569 | 0.234542 | 0.816651 | 0.804704 | 0.796219
113 | 2733 | 5601 | 5180 | 35 | 300 | 47 | 0.387432 | 0.303573 | 0.232019 | 0.627776 | 0.235816 | 0.165976
114 | 221 | 299 | 236 | 283 | 137 | 23 | 0.236451 | 0.338015 | 0.133107 | 0.649024 | 0.725430 | 0.182480
115 | 412 | 274 | 171 | 87 | 119 | 59 | 0.169682 | 0.603220 | 0.363112 | 0.233228 | 0.739586 | 0.780776
116 | 412 | 413 | 427 | 87 | 166 | 94 | 0.173629 | 0.162001 | 0.257187 | 0.572202 | 0.548509 | 0.274840
117 | 175 | 376 | 251 | 94 | 106 | 139 | 0.283704 | 0.148493 | 0.387501 | 0.279244 | 0.232109 | 0.345129
118 | 578 | 577 | 548 | 296 | 258 | 249 | 0.995338 | 0.259911 | 0.335692 | 0.986413 | 0.963846 | 0.970136
119 | 458 | 6419 | 108 | 1100 | 101 | 1097 | 0.741354 | 0.699172 | 0.600240 | 0.938996 | 0.851593 | 0.985982
120 | 3829 | 5335 | 1354 | 153 | 53 | 96 | 0.893706 | 0.296400 | 0.387870 | 0.929219 | 0.666126 | 0.620478
121 | 1869 | 292 | 5772 | 374 | 119 | 172 | 0.485014 | 0.419243 | 0.156532 | 0.847459 | 0.796415 | 0.642856
122 | 82 | 65 | 186 | 85 | 154 | 51 | 0.297405 | 0.186265 | 0.217001 | 0.320285 | 0.155257 | 0.400043
123 | 4079 | 81 | 2293 | 70 | 139 | 213 | 0.291761 | 0.500047 | 0.124519 | 0.835883 | 0.716584 | 0.603383
124 | 4353 | 1853 | 6267 | 268 | 129 | 621 | 0.314151 | 0.519511 | 0.558495 | 0.718186 | 0.787686 | 0.685008
125 | 65 | 9 | 82 | 154 | 469 | 85 | 0.524006 | 0.215298 | 0.423221 | 0.198885 | 0.246228 | 0.334368
126 | 997 | 668 | 187 | 1715 | 276 | 1372 | 0.550278 | 0.335543 | 0.375931 | 0.811302 | 0.780978 | 0.714722
127 | 4453 | 5771 | 1025 | 297 | 287 | 155 | 0.423258 | 0.224227 | 0.275979 | 0.993614 | 0.540272 | 0.169475
128 | 141 | 480 | 106 | 179 | 99 | 47 | 0.737172 | 0.730947 | 0.878881 | 0.867287 | 0.730080 | 0.911965
129 | 1534 | 1535 | 4421 | 155 | 351 | 112 | 0.610524 | 0.613746 | 0.607191 | 0.833818 | 0.828575 | 0.851082
130 | 1208 | 982 | 2432 | 384 | 124 | 334 | 0.262309 | 0.273286 | 0.229337 | 0.883710 | 0.668138 | 0.624001
131 | 1190 | 4667 | 1797 | 130 | 46 | 214 | 0.588734 | 0.691925 | 0.497429 | 0.945399 | 0.515468 | 0.662167
132 | 2995 | 807 | 3552 | 52 | 118 | 240 | 0.454958 | 0.326182 | 0.228061 | 0.880257 | 0.734918 | 0.681982
133 | 807 | 3552 | 1334 | 118 | 240 | 94 | 0.360658 | 0.153409 | 0.448272 | 0.875542 | 0.814353 | 0.902417
134 | 707 | 4350 | 195 | 106 | 735 | 496 | 0.794543 | 0.443144 | 0.304506 | 0.709988 | 0.775174 | 0.754826
135 | 3299 | 1301 | 1538 | 114 | 182 | 183 | 0.609558 | 0.190200 | 0.277521 | 0.647204 | 0.259218 | 0.654070
136 | 31 | 2238 | 5143 | 418 | 71 | 51 | 0.377551 | 0.278718 | 0.356039 | 0.716336 | 0.836354 | 0.756986
137 | 2394 | 5245 | 5247 | 43 | 67 | 185 | 0.278752 | 0.209975 | 0.141786 | 0.699387 | 0.691591 | 0.660960
138 | 117 | 251 | 238 | 116 | 139 | 189 | 0.326376 | 0.397047 | 0.411757 | 0.618077 | 0.283525 | 0.391504
139 | 675 | 1586 | 256 | 160 | 61 | 291 | 0.397820 | 0.443857 | 0.620730 | 0.627299 | 0.611813 | 0.545923
140 | 1723 | 1316 | 4243 | 83 | 169 | 110 | 0.460419 | 0.577924 | 0.247763 | 0.796860 | 0.505514 | 0.658227
141 | 128 | 480 | 350 | 152 | 99 | 131 | 0.737172 | 0.785659 | 0.121260 | 0.867287 | 0.650785 | 0.180852
142 | 590 | 192 | 3139 | 232 | 157 | 76 | 0.269897 | 0.402307 | 0.638133 | 0.652747 | 0.523801 | 0.476195
143 | 5033 | 2439 | 4077 | 89 | 75 | 166 | 0.527214 | 0.755177 | 0.651797 | 0.676372 | 0.655376 | 0.668750
144 | 72 | 1913 | 457 | 778 | 140 | 1210 | 0.860623 | 0.547434 | 0.679788 | 0.781192 | 0.706946 | 0.725772
145 | 1747 | 1279 | 1738 | 62 | 55 | 133 | 0.304801 | 0.306861 | 0.270570 | 0.719871 | 0.526717 | 0.648975
146 | 1658 | 2915 | 3114 | 127 | 115 | 460 | 0.632623 | 0.606418 | 0.612893 | 0.621776 | 0.508613 | 0.577842
147 | 3453 | 5753 | 247 | 41 | 52 | 105 | 0.272048 | 0.562068 | 0.168804 | 0.804260 | 0.817666 | 0.260377
148 | 105 | 1304 | 2922 | 79 | 35 | 144 | 0.309252 | 0.330539 | 0.209426 | 0.690829 | 0.503602 | 0.672452
149 | 102 | 207 | 350 | 151 | 112 | 131 | 0.213370 | 0.715263 | 0.154600 | 0.307721 | 0.639713 | 0.296415
150 | 1233 | 682 | 2974 | 34 | 147 | 58 | 0.243567 | 0.378887 | 0.136058 | 0.649002 | 0.616176 | 0.617673
151 | 89 | 556 | 732 | 697 | 54 | 116 | 0.505218 | 0.685159 | 0.397089 | 0.607082 | 0.514608 | 0.576301
152 | 196 | 93 | 167 | 53 | 96 | 75 | 0.305519 | 0.525973 | 0.247876 | 0.337023 | 0.575150 | 0.247625
153 | 329 | 112 | 164 | 136 | 188 | 124 | 0.571732 | 0.199569 | 0.154271 | 0.932914 | 0.804704 | 0.719495
154 | 102 | 203 | 227 | 151 | 203 | 54 | 0.155205 | 0.086923 | 0.213886 | 0.393573 | 0.426998 | 0.250269
155 | 295 | 488 | 459 | 66 | 28 | 411 | 0.356193 | 0.355952 | 0.383805 | 0.409701 | 0.436379 | 0.429435
156 | 3761 | 4873 | 6704 | 232 | 534 | 67 | 0.834963 | 0.765343 | 0.799059 | 0.837095 | 0.775186 | 0.833919
157 | 252 | 295 | 285 | 75 | 66 | 36 | 0.293809 | 0.312137 | 0.217870 | 0.472547 | 0.391946 | 0.431178
158 | 2498 | 3399 | 232 | 44 | 279 | 112 | 0.545103 | 0.636100 | 0.631346 | 0.683945 | 0.805992 | 0.966026
159 | 102 | 75 | 167 | 151 | 91 | 75 | 0.301111 | 0.160178 | 0.165376 | 0.395099 | 0.182816 | 0.029953
160 | 40 | 61 | 309 | 32 | 94 | 64 | 0.261430 | 0.201938 | 0.708956 | 0.249569 | 0.250981 | 0.769228
161 | 61 | 264 | 122 | 94 | 72 | 42 | 0.242354 | 0.185496 | 0.161668 | 0.411222 | 0.345259 | 0.341341
162 | 6651 | 885 | 6136 | 45 | 158 | 83 | 0.312300 | 0.340686 | 0.268151 | 0.726796 | 0.685740 | 0.717787
163 | 238 | 175 | 21 | 189 | 94 | 120 | 0.324209 | 0.412857 | 0.288004 | 0.464937 | 0.370754 | 0.390792
164 | 153 | 112 | 1962 | 169 | 188 | 61 | 0.154271 | 0.277957 | 0.182366 | 0.719495 | 0.603715 | 0.729063
165 | 1420 | 2136 | 3680 | 106 | 49 | 52 | 0.210583 | 0.375113 | 0.243841 | 0.793483 | 0.596146 | 0.114945
166 | 1899 | 1217 | 6624 | 81 | 103 | 115 | 0.685566 | 0.685566 | 0.714153 | 0.819454 | 0.770191 | 0.582540
167 | 75 | 102 | 185 | 91 | 151 | 353 | 0.192660 | 0.253313 | 0.237208 | 0.074652 | 0.239981 | 0.185376
168 | 5344 | 177 | 5282 | 624 | 834 | 284 | 0.693925 | 0.372215 | 0.333788 | 0.890192 | 0.908251 | 0.873112
169 | 540 | 16 | 447 | 60 | 94 | 87 | 0.520434 | 0.710021 | 0.166969 | 0.665936 | 0.434553 | 0.616072
170 | 264 | 82 | 309 | 72 | 85 | 64 | 0.098306 | 0.132777 | 0.208041 | 0.279020 | 0.177751 | 0.547330
171 | 238 | 115 | 102 | 189 | 38 | 151 | 0.335278 | 0.363112 | 0.200450 | 0.270821 | 0.780776 | 0.224850
172 | 21 | 102 | 58 | 120 | 151 | 77 | 0.270908 | 0.239395 | 0.053264 | 0.344930 | 0.485948 | 0.257555
173 | 2768 | 6520 | 561 | 135 | 49 | 137 | 0.586589 | 0.582386 | 0.512055 | 0.818911 | 0.922468 | 0.906296
174 | 207 | 75 | 9 | 112 | 91 | 469 | 0.717924 | 0.199790 | 0.168166 | 0.570713 | 0.128875 | 0.214932
175 | 238 | 203 | 21 | 189 | 203 | 120 | 0.178554 | 0.130748 | 0.209416 | 0.306079 | 0.411706 | 0.496359
176 | 3099 | 725 | 2240 | 116 | 174 | 171 | 0.486993 | 0.768957 | 0.600149 | 0.910453 | 0.829819 | 0.867089
177 | 3269 | 3778 | 5344 | 144 | 198 | 624 | 0.654089 | 0.690933 | 0.410218 | 0.599369 | 0.451759 | 0.823666
178 | 3556 | 3557 | 77 | 258 | 47 | 949 | 0.246879 | 0.233735 | 0.599514 | 0.698591 | 0.609905 | 0.867571
179 | 170 | 9 | 21 | 87 | 469 | 120 | 0.319971 | 0.215748 | 0.269777 | 0.292672 | 0.307135 | 0.381683
180 | 308 | 304 | 48 | 117 | 30 | 129 | 0.399001 | 0.632870 | 0.308992 | 0.603641 | 0.585721 | 0.070805
181 | 102 | 238 | 58 | 151 | 189 | 77 | 0.151850 | 0.156023 | 0.173115 | 0.335941 | 0.347800 | 0.209225
182 | 2464 | 1251 | 1138 | 27 | 77 | 165 | 0.349251 | 0.300484 | 0.358331 | 0.915895 | 0.976166 | 0.799735
183 | 1138 | 1252 | 182 | 165 | 81 | 122 | 0.233857 | 0.280297 | 0.340305 | 0.818745 | 0.788930 | 0.784669
184 | 6583 | 841 | 1204 | 100 | 708 | 50 | 0.934919 | 0.510151 | 0.456716 | 0.881375 | 0.825996 | 0.807902
185 | 58 | 167 | 76 | 77 | 75 | 428 | 0.546609 | 0.237208 | 0.464869 | 0.609608 | 0.185376 | 0.602712
186 | 412 | 65 | 82 | 87 | 154 | 85 | 0.124239 | 0.161506 | 0.314383 | 0.473356 | 0.285814 | 0.439497
187 | 55 | 668 | 126 | 203 | 276 | 1164 | 0.223365 | 0.243481 | 0.375931 | 0.623459 | 0.711217 | 0.714722
188 | 3721 | 2924 | 4735 | 177 | 110 | 82 | 0.462687 | 0.289637 | 0.561385 | 0.821387 | 0.675198 | 0.754940
189 | 1454 | 190 | 838 | 365 | 440 | 102 | 0.773144 | 0.773144 | 0.674453 | 0.997787 | 0.985287 | 0.847788
190 | 1454 | 189 | 838 | 365 | 106 | 102 | 1.000000 | 0.773144 | 0.773557 | 0.983743 | 0.985287 | 0.875567
191 | 616 | 6040 | 2503 | 94 | 64 | 109 | 0.493273 | 0.456699 | 0.482781 | 0.906047 | 0.835163 | 0.844109
192 | 1408 | 208 | 590 | 93 | 190 | 232 | 0.330943 | 0.635131 | 0.309843 | 0.750804 | 0.657930 | 0.807387
193 | 542 | 970 | 823 | 57 | 135 | 95 | 0.540439 | 0.280190 | 0.256340 | 0.319318 | 0.557219 | 0.440481
194 | 14 | 814 | 538 | 481 | 124 | 81 | 0.645411 | 0.591055 | 0.634097 | 0.264992 | 0.442243 | 0.357806
195 | 2571 | 4905 | 4054 | 1093 | 332 | 367 | 0.286560 | 0.247260 | 0.322904 | 0.752789 | 0.786486 | 0.752272
196 | 117 | 93 | 102 | 116 | 96 | 151 | 0.718657 | 0.307060 | 0.343116 | 0.230084 | 0.369452 | 0.362672
197 | 2711 | 4991 | 406 | 163 | 173 | 279 | 0.269394 | 0.388294 | 0.603043 | 0.755398 | 0.755398 | 0.729693
198 | 1189 | 1722 | 191 | 562 | 379 | 325 | 0.992245 | 0.620048 | 0.196793 | 0.977823 | 0.885444 | 0.640495
