itemID | top1 itemID | top2 itemID | top3 itemID | top1 2-hop items | top2 2-hop items | top3 2-hop items | top1 vision sim | top2 vision sim | top3 vision sim | top1 text sim | top2 text sim | top3 text sim
49 | 602 | 2554 | 10 | 697 | 177 | 730 | 0.285462 | 0.096779 | 0.302028 | 0.239413 | 0.388752 | 0.325951
50 | 211 | 29 | 56 | 56 | 79 | 199 | 0.220250 | 0.271710 | 0.409322 | 0.311125 | 0.471029 | 0.272359
51 | 53 | 94 | 849 | 1520 | 844 | 785 | 0.298801 | 0.389388 | 0.215783 | 0.810854 | 0.701832 | 0.250392
52 | 1672 | 495 | 2191 | 104 | 527 | 72 | 0.139712 | 0.261196 | 0.091052 | 0.441458 | 0.333736 | 0.386705
53 | 51 | 94 | 796 | 920 | 844 | 1559 | 0.298801 | 0.443303 | 0.488450 | 0.810854 | 0.733380 | 0.388849
54 | 2928 | 2435 | 31 | 62 | 90 | 418 | 0.219442 | 0.193296 | 0.156986 | 0.283714 | 0.340456 | 0.356174
55 | 611 | 93 | 311 | 101 | 96 | 173 | 0.145636 | 0.147487 | 0.095918 | 0.261993 | 0.370395 | 0.249642
56 | 238 | 230 | 9 | 189 | 64 | 469 | 0.191534 | 0.237845 | 0.244201 | 0.312865 | 0.209519 | 0.406254
57 | 156 | 1123 | 706 | 221 | 63 | 215 | 0.520438 | 0.363802 | 0.377562 | 0.629537 | 0.560107 | 0.397226
58 | 12 | 9 | 238 | 62 | 469 | 189 | 0.453593 | 0.387112 | 0.600458 | 0.347390 | 0.288330 | 0.533783
59 | 2880 | 1327 | 5411 | 677 | 810 | 533 | 0.127411 | 0.190710 | 0.224767 | 0.256084 | 0.368854 | 0.418216
60 | 1005 | 5201 | 3519 | 374 | 88 | 318 | 0.335777 | 0.136218 | 0.153230 | 0.557285 | 0.419086 | 0.313304
61 | 48 | 229 | 416 | 129 | 39 | 108 | 0.377245 | 0.201388 | 0.144471 | 0.519582 | 0.316867 | 0.316613
62 | 114 | 23 | 187 | 181 | 222 | 1372 | 0.275515 | 0.248694 | 0.400273 | 0.292787 | 0.233207 | 0.321931
63 | 9 | 251 | 269 | 469 | 139 | 62 | 0.414555 | 0.310680 | 0.185060 | 0.368418 | 0.272347 | 0.326479
64 | 311 | 288 | 336 | 173 | 137 | 309 | 0.193228 | 0.187228 | 0.272526 | 0.458819 | 0.363696 | 0.362700
65 | 247 | 376 | 294 | 105 | 106 | 126 | 0.187569 | 0.201173 | 0.306019 | 0.314930 | 0.253326 | 0.231437
66 | 1245 | 1961 | 177 | 64 | 121 | 834 | 0.251195 | 0.478656 | 0.675984 | 0.112123 | 0.476603 | 0.575135
67 | 89 | 10 | 147 | 697 | 730 | 817 | 0.256536 | 0.310335 | 0.177067 | 0.230402 | 0.141331 | 0.408899
68 | 5948 | 3812 | 4417 | 546 | 499 | 274 | 0.216782 | 0.075698 | 0.306840 | 0.234554 | 0.236105 | 0.434276
69 | 3585 | 883 | 2905 | 995 | 321 | 275 | 0.209096 | 0.259640 | 0.281798 | 0.496877 | 0.588870 | 0.298756
70 | 247 | 9 | 294 | 105 | 469 | 126 | 0.275104 | 0.264124 | 0.272098 | 0.325693 | 0.324011 | 0.469692
71 | 280 | 117 | 398 | 57 | 116 | 40 | 0.176274 | 0.274023 | 0.199627 | 0.252459 | 0.178862 | 0.167368
72 | 1506 | 1014 | 1201 | 395 | 1108 | 1166 | 0.237483 | 0.081693 | 0.294926 | 0.596669 | 0.252950 | 0.388931
73 | 1299 | 390 | 802 | 173 | 240 | 147 | 0.365446 | 0.229960 | 0.347229 | 0.390347 | 0.137641 | 0.517534
74 | 76 | 311 | 289 | 428 | 173 | 250 | 0.504208 | 0.214925 | 0.628679 | 0.675689 | 0.261563 | 0.660171
75 | 222 | 216 | 175 | 64 | 63 | 94 | 0.349540 | 0.175953 | 0.238735 | 0.138508 | 0.111047 | 0.202387
76 | 42 | 289 | 311 | 433 | 250 | 173 | 0.416161 | 0.574540 | 0.129027 | 0.677803 | 0.653984 | 0.190857
77 | 33 | 147 | 3066 | 410 | 817 | 151 | 0.315001 | 0.229367 | 0.275827 | 0.274699 | 0.394647 | 0.331949
78 | 4116 | 1596 | 2651 | 780 | 522 | 126 | 0.139886 | 0.141155 | 0.342425 | 0.186186 | 0.120648 | 0.377192
79 | 10 | 245 | 166 | 730 | 1075 | 750 | 0.498153 | 0.456844 | 0.411081 | 0.139510 | 0.176676 | 0.213651
80 | 22 | 56 | 294 | 159 | 199 | 126 | 0.208668 | 0.179906 | 0.182925 | 0.406073 | 0.383688 | 0.311480
81 | 1057 | 89 | 35 | 250 | 697 | 155 | 0.324607 | 0.250247 | 0.196221 | 0.307926 | 0.193385 | 0.391332
82 | 222 | 117 | 181 | 64 | 116 | 67 | 0.515128 | 0.285170 | 0.211087 | 0.153460 | 0.161265 | 0.306523
83 | 168 | 221 | 1459 | 305 | 283 | 52 | 0.511442 | 0.277870 | 0.274397 | 0.276070 | 0.201877 | 0.175218
84 | 1564 | 4434 | 6017 | 245 | 180 | 90 | 0.309074 | 0.359052 | 0.354204 | 0.439090 | 0.367076 | 0.476377
85 | 238 | 264 | 376 | 189 | 72 | 106 | 0.175823 | 0.632293 | 0.206624 | 0.302748 | 0.399418 | 0.352674
86 | 4375 | 5378 | 3293 | 531 | 437 | 1159 | 0.269786 | 0.163684 | 0.239050 | 0.252830 | 0.270019 | 0.350213
87 | 2571 | 4905 | 536 | 1093 | 332 | 1124 | 0.336556 | 0.363621 | 0.291674 | 0.714095 | 0.744623 | 0.694433
88 | 6098 | 4588 | 5585 | 765 | 318 | 54 | 0.243154 | 0.189707 | 0.327771 | 0.268093 | 0.186516 | 0.227609
89 | 10 | 1226 | 79 | 730 | 989 | 1218 | 0.252808 | 0.177810 | 0.246456 | 0.172352 | 0.196163 | 0.115647
90 | 1355 | 4667 | 978 | 168 | 46 | 144 | 0.495069 | 0.250918 | 0.339740 | 0.246195 | 0.223380 | 0.193425
91 | 1392 | 234 | 1393 | 304 | 499 | 156 | 0.289641 | 0.084753 | 0.214208 | 0.466397 | 0.283910 | 0.309551
92 | 102 | 117 | 222 | 151 | 116 | 64 | 0.318239 | 0.244577 | 0.205249 | 0.863099 | 0.311677 | 0.281554
93 | 207 | 223 | 336 | 112 | 166 | 309 | 0.241071 | 0.279321 | 0.194723 | 0.247844 | 0.571126 | 0.481319
94 | 53 | 51 | 1813 | 1520 | 920 | 387 | 0.443303 | 0.389388 | 0.133915 | 0.733380 | 0.701832 | 0.336557
95 | 344 | 3721 | 705 | 330 | 177 | 68 | 0.335284 | 0.485961 | 0.285885 | 0.282551 | 0.443637 | 0.501317
96 | 203 | 274 | 102 | 203 | 119 | 151 | 0.163058 | 0.198898 | 0.186188 | 0.349632 | 0.283099 | 0.420299
97 | 126 | 187 | 464 | 1164 | 1372 | 1316 | 0.105792 | 0.187590 | 0.228512 | 0.150988 | 0.207814 | 0.389551
98 | 4766 | 5769 | 378 | 46 | 60 | 983 | 0.112523 | 0.448932 | 0.245306 | 0.107539 | 0.477919 | 0.311886
99 | 10 | 168 | 83 | 730 | 305 | 311 | 0.182487 | 0.175124 | 0.284734 | 0.212534 | 0.344240 | 0.084174
100 | 1045 | 3146 | 2699 | 110 | 98 | 83 | 0.184759 | 0.205122 | 0.256945 | 0.219441 | 0.339232 | 0.285464
101 | 6104 | 884 | 5448 | 327 | 69 | 560 | 0.249529 | 0.222455 | 0.478392 | 0.322949 | 0.259001 | 0.272547
102 | 203 | 247 | 9 | 203 | 105 | 469 | 0.220762 | 0.328042 | 0.141625 | 0.453998 | 0.560475 | 0.392455
103 | 264 | 82 | 102 | 72 | 85 | 151 | 0.104686 | 0.127560 | 0.228171 | 0.303082 | 0.276874 | 0.389727
104 | 403 | 459 | 336 | 190 | 411 | 309 | 0.157727 | 0.223938 | 0.177349 | 0.268177 | 0.240117 | 0.257983
105 | 2435 | 1033 | 31 | 90 | 342 | 418 | 0.285612 | 0.293698 | 0.255293 | 0.246784 | 0.348108 | 0.428863
106 | 274 | 214 | 102 | 119 | 46 | 151 | 0.466179 | 0.328679 | 0.143917 | 0.231687 | 0.122149 | 0.331743
107 | 5539 | 4339 | 5975 | 360 | 557 | 247 | 0.146925 | 0.360997 | 0.323757 | 0.250102 | 0.290333 | 0.293718
108 | 119 | 457 | 1831 | 930 | 1210 | 279 | 0.600240 | 0.577862 | 0.495880 | 0.985982 | 0.510124 | 0.251741
109 | 2306 | 697 | 1777 | 71 | 116 | 348 | 0.249064 | 0.217071 | 0.182927 | 0.351887 | 0.193734 | 0.344193
110 | 279 | 350 | 294 | 57 | 131 | 126 | 0.185169 | 0.300534 | 0.231374 | 0.504228 | 0.390638 | 0.402331
111 | 2728 | 26 | 2837 | 59 | 89 | 1642 | 0.280009 | 0.317629 | 0.412026 | 0.289934 | 0.394830 | 0.457132
112 | 1620 | 4228 | 2265 | 455 | 707 | 270 | 0.449953 | 0.115469 | 0.180746 | 0.149334 | 0.211660 | 0.539193
113 | 3646 | 479 | 4653 | 106 | 184 | 110 | 0.247261 | 0.188848 | 0.205464 | 0.138698 | 0.275477 | 0.121805
114 | 62 | 34 | 163 | 204 | 122 | 321 | 0.275515 | 0.243463 | 0.449320 | 0.292787 | 0.177325 | 0.362398
115 | 269 | 205 | 75 | 62 | 50 | 91 | 0.102709 | 0.150798 | 0.332846 | 0.209306 | 0.408753 | 0.108461
116 | 399 | 93 | 377 | 395 | 96 | 89 | 0.313922 | 0.181486 | 0.305383 | 0.574590 | 0.469326 | 0.309373
117 | 203 | 65 | 264 | 203 | 154 | 72 | 0.207365 | 0.232001 | 0.341808 | 0.372881 | 0.228282 | 0.217046
118 | 6043 | 4226 | 4293 | 135 | 372 | 248 | 0.169467 | 0.146715 | 0.118586 | 0.385741 | 0.366382 | 0.364635
119 | 108 | 457 | 3562 | 1097 | 1210 | 304 | 0.600240 | 0.871598 | 0.250501 | 0.985982 | 0.502979 | 0.260312
120 | 5893 | 2165 | 4334 | 226 | 222 | 436 | 0.257376 | 0.226092 | 0.286842 | 0.346896 | 0.411881 | 0.436209
121 | 5260 | 256 | 4495 | 63 | 291 | 1288 | 0.192145 | 0.176152 | 0.115670 | 0.128587 | 0.598886 | 0.203505
122 | 308 | 416 | 252 | 117 | 108 | 75 | 0.211377 | 0.140144 | 0.150067 | 0.283139 | 0.303406 | 0.438033
123 | 4900 | 1191 | 2971 | 718 | 291 | 72 | 0.376129 | 0.144889 | 0.191877 | 0.455149 | 0.193538 | 0.209627
124 | 4520 | 4353 | 3366 | 514 | 268 | 590 | 0.374045 | 0.314151 | 0.173918 | 0.220202 | 0.718186 | 0.222251
125 | 376 | 65 | 203 | 106 | 154 | 203 | 0.225713 | 0.524006 | 0.189664 | 0.454035 | 0.198885 | 0.380789
126 | 33 | 187 | 2458 | 410 | 1372 | 62 | 0.611157 | 0.375931 | 0.255937 | 0.384421 | 0.714722 | 0.217369
127 | 1226 | 153 | 2841 | 989 | 169 | 108 | 0.229116 | 0.364874 | 0.199506 | 0.186514 | 0.358768 | 0.218935
128 | 141 | 311 | 76 | 179 | 173 | 428 | 0.737172 | 0.105952 | 0.455405 | 0.867287 | 0.240669 | 0.478521
129 | 4969 | 2697 | 192 | 54 | 149 | 157 | 0.385121 | 0.180983 | 0.291129 | 0.310637 | 0.214198 | 0.296849
130 | 5991 | 2976 | 6502 | 112 | 93 | 580 | 0.255585 | 0.333393 | 0.415270 | 0.247060 | 0.555177 | 0.118469
131 | 1190 | 2925 | 2579 | 130 | 54 | 30 | 0.588734 | 0.165769 | 0.270032 | 0.945399 | 0.223994 | 0.151492
132 | 6004 | 1160 | 1843 | 469 | 892 | 1341 | 0.248407 | 0.403953 | 0.087934 | 0.212175 | 0.170534 | 0.355472
133 | 997 | 959 | 1322 | 1715 | 878 | 1054 | 0.227622 | 0.269966 | 0.204640 | 0.212807 | 0.215664 | 0.315630
134 | 1738 | 603 | 2763 | 133 | 107 | 46 | 0.284696 | 0.130606 | 0.241731 | 0.057940 | 0.234842 | 0.243569
135 | 3585 | 2094 | 811 | 995 | 275 | 860 | 0.353652 | 0.283429 | 0.335099 | 0.578159 | 0.116821 | 0.518104
136 | 671 | 422 | 684 | 75 | 185 | 266 | 0.269875 | 0.344522 | 0.261190 | 0.161816 | 0.177131 | 0.290471
137 | 5510 | 1052 | 2394 | 143 | 91 | 43 | 0.485575 | 0.494636 | 0.278752 | 0.406361 | 0.275363 | 0.699387
138 | 500 | 104 | 74 | 188 | 67 | 174 | 0.316137 | 0.263479 | 0.552311 | 0.230110 | 0.270689 | 0.566291
139 | 4526 | 3021 | 3956 | 437 | 490 | 1363 | 0.314668 | 0.313708 | 0.185858 | 0.480420 | 0.422618 | 0.367000
140 | 2520 | 2264 | 3098 | 65 | 424 | 378 | 0.222590 | 0.112982 | 0.124224 | 0.160022 | 0.112959 | 0.069514
141 | 428 | 311 | 9 | 272 | 173 | 469 | 0.193274 | 0.091324 | 0.389197 | 0.247187 | 0.215162 | 0.324025
142 | 1407 | 3301 | 2202 | 46 | 149 | 233 | 0.240816 | 0.191811 | 0.227207 | 0.074872 | 0.196211 | 0.232491
143 | 2369 | 6868 | 4712 | 147 | 71 | 40 | 0.096472 | 0.126157 | 0.121654 | 0.103992 | 0.338992 | 0.310302
144 | 579 | 332 | 5352 | 708 | 623 | 234 | 0.356492 | 0.480327 | 0.164942 | 0.387164 | 0.270139 | 0.208837
145 | 889 | 491 | 1765 | 58 | 711 | 116 | 0.235379 | 0.100346 | 0.168359 | 0.529431 | 0.249964 | 0.225147
146 | 5360 | 3271 | 4775 | 83 | 271 | 135 | 0.399389 | 0.119529 | 0.247182 | 0.386509 | 0.289358 | 0.228687
147 | 166 | 245 | 187 | 750 | 1075 | 1372 | 0.151412 | 0.232216 | 0.293459 | 0.370151 | 0.465544 | 0.489060
148 | 1968 | 1025 | 3274 | 58 | 155 | 78 | 0.241062 | 0.250776 | 0.289954 | 0.233674 | 0.358268 | 0.407328
149 | 222 | 102 | 75 | 64 | 151 | 91 | 0.168921 | 0.213370 | 0.231511 | 0.220440 | 0.307721 | 0.109123
150 | 1903 | 1869 | 3042 | 408 | 374 | 105 | 0.242940 | 0.222736 | 0.360143 | 0.352122 | 0.198974 | 0.471943
151 | 89 | 1857 | 468 | 697 | 121 | 206 | 0.505218 | 0.300416 | 0.122904 | 0.607082 | 0.133721 | 0.287318
152 | 399 | 93 | 233 | 395 | 96 | 51 | 0.209482 | 0.525973 | 0.389617 | 0.428617 | 0.575150 | 0.559572
153 | 621 | 377 | 554 | 151 | 89 | 312 | 0.229152 | 0.282996 | 0.184520 | 0.223080 | 0.172954 | 0.203196
154 | 203 | 102 | 96 | 203 | 151 | 109 | 0.086923 | 0.155205 | 0.055487 | 0.426998 | 0.393573 | 0.272948
155 | 311 | 43 | 336 | 173 | 173 | 309 | 0.093420 | 0.269946 | 0.234946 | 0.337540 | 0.223173 | 0.328107
156 | 3004 | 849 | 2578 | 169 | 785 | 179 | 0.373815 | 0.101147 | 0.150831 | 0.617554 | 0.176767 | 0.248963
157 | 336 | 203 | 22 | 309 | 203 | 159 | 0.257844 | 0.192451 | 0.467087 | 0.451210 | 0.329499 | 0.498487
158 | 178 | 2637 | 4674 | 520 | 186 | 303 | 0.387162 | 0.267104 | 0.401012 | 0.221047 | 0.337724 | 0.314641
159 | 58 | 341 | 9 | 77 | 244 | 469 | 0.116644 | 0.251869 | 0.189142 | 0.214182 | 0.318000 | 0.411489
160 | 61 | 48 | 229 | 94 | 129 | 39 | 0.201938 | 0.306146 | 0.200175 | 0.250981 | 0.141215 | 0.251399
161 | 222 | 82 | 294 | 64 | 85 | 126 | 0.228749 | 0.236978 | 0.263022 | 0.284281 | 0.324349 | 0.301803
162 | 811 | 4927 | 444 | 860 | 77 | 629 | 0.322000 | 0.364686 | 0.279148 | 0.312695 | 0.321876 | 0.424912
163 | 250 | 56 | 311 | 158 | 199 | 173 | 0.415059 | 0.314332 | 0.131414 | 0.357090 | 0.432403 | 0.352042
164 | 2571 | 768 | 87 | 1093 | 86 | 735 | 0.122636 | 0.288077 | 0.232881 | 0.469076 | 0.304778 | 0.547446
165 | 1921 | 344 | 5538 | 487 | 330 | 369 | 0.155200 | 0.209473 | 0.175861 | 0.080980 | 0.244991 | 0.091833
166 | 147 | 245 | 187 | 817 | 1075 | 1372 | 0.151412 | 0.386322 | 0.243535 | 0.370151 | 0.375910 | 0.193982
167 | 75 | 341 | 9 | 91 | 244 | 469 | 0.192660 | 0.103849 | 0.131869 | 0.074652 | 0.236861 | 0.133832
168 | 114 | 245 | 187 | 181 | 1075 | 1372 | 0.308114 | 0.289777 | 0.358065 | 0.354064 | 0.342511 | 0.384477
169 | 2274 | 410 | 5268 | 97 | 275 | 104 | 0.231166 | 0.235554 | 0.167291 | 0.237663 | 0.200364 | 0.266582
170 | 311 | 341 | 175 | 173 | 244 | 94 | 0.064967 | 0.117785 | 0.129847 | 0.273693 | 0.345631 | 0.324901
171 | 104 | 268 | 336 | 67 | 41 | 309 | 0.180625 | 0.225592 | 0.279676 | 0.288207 | 0.219371 | 0.302929
172 | 102 | 280 | 222 | 151 | 57 | 64 | 0.239395 | 0.392420 | 0.317816 | 0.485948 | 0.460729 | 0.234340
173 | 5852 | 1980 | 6717 | 165 | 1079 | 110 | 0.273217 | 0.286636 | 0.099436 | 0.333715 | 0.279570 | 0.243721
174 | 252 | 308 | 298 | 75 | 117 | 97 | 0.219270 | 0.242943 | 0.380763 | 0.323817 | 0.155114 | 0.453953
175 | 341 | 75 | 203 | 244 | 91 | 203 | 0.216408 | 0.238735 | 0.130748 | 0.487217 | 0.202387 | 0.411706
176 | 1654 | 2945 | 1412 | 1122 | 822 | 236 | 0.223566 | 0.447040 | 0.170636 | 0.282214 | 0.277180 | 0.168444
177 | 2755 | 3100 | 2459 | 1560 | 408 | 2877 | 0.480121 | 0.236069 | 0.383308 | 0.531595 | 0.298812 | 0.314404
178 | 1349 | 1588 | 4063 | 131 | 217 | 48 | 0.295157 | 0.181784 | 0.314459 | 0.264986 | 0.540126 | 0.189888
179 | 82 | 222 | 186 | 85 | 64 | 51 | 0.178210 | 0.327456 | 0.197878 | 0.274993 | 0.208142 | 0.355388
180 | 22 | 336 | 56 | 159 | 309 | 199 | 0.513998 | 0.346146 | 0.280079 | 0.165220 | 0.205222 | 0.127366
181 | 222 | 102 | 117 | 64 | 151 | 116 | 0.279021 | 0.151850 | 0.231961 | 0.221025 | 0.335941 | 0.214703
182 | 89 | 226 | 657 | 697 | 57 | 148 | 0.149079 | 0.244261 | 0.205922 | 0.225778 | 0.317044 | 0.339797
183 | 55 | 469 | 23 | 203 | 211 | 222 | 0.265781 | 0.456652 | 0.358279 | 0.188146 | 0.271196 | 0.038885
184 | 1096 | 796 | 626 | 931 | 1559 | 1926 | 0.196980 | 0.526550 | 0.173322 | 0.311682 | 0.331371 | 0.167709
185 | 21 | 341 | 43 | 120 | 244 | 173 | 0.163435 | 0.391444 | 0.440967 | 0.409421 | 0.446423 | 0.843171
186 | 82 | 222 | 117 | 85 | 64 | 116 | 0.314383 | 0.327890 | 0.239119 | 0.439497 | 0.260546 | 0.330745
187 | 245 | 62 | 201 | 1075 | 204 | 227 | 0.337209 | 0.400273 | 0.337335 | 0.232182 | 0.321931 | 0.370390
188 | 1026 | 1387 | 344 | 57 | 45 | 330 | 0.189283 | 0.168150 | 0.233917 | 0.187635 | 0.240090 | 0.216845
189 | 6017 | 1564 | 1637 | 90 | 245 | 351 | 0.345124 | 0.242127 | 0.148787 | 0.405891 | 0.393765 | 0.238858
190 | 2459 | 5377 | 4011 | 2877 | 816 | 1260 | 0.368157 | 0.227370 | 0.436564 | 0.501171 | 0.299592 | 0.279965
191 | 550 | 720 | 2248 | 403 | 54 | 639 | 0.326811 | 0.242422 | 0.192327 | 0.570070 | 0.225486 | 0.348830
192 | 1532 | 557 | 2191 | 262 | 368 | 72 | 0.144592 | 0.344029 | 0.151804 | 0.146465 | 0.248555 | 0.214523
193 | 814 | 273 | 1949 | 124 | 254 | 52 | 0.305352 | 0.238594 | 0.244230 | 0.459098 | 0.161578 | 0.120457
194 | 4091 | 1714 | 3842 | 127 | 101 | 197 | 0.263083 | 0.336285 | 0.283832 | 0.185248 | 0.353232 | 0.295869
195 | 4007 | 4317 | 4351 | 2083 | 717 | 661 | 0.376409 | 0.202643 | 0.579647 | 0.458496 | 0.244940 | 0.480648
196 | 309 | 403 | 248 | 64 | 190 | 32 | 0.329107 | 0.345978 | 0.361802 | 0.372489 | 0.383818 | 0.291185
197 | 290 | 268 | 408 | 68 | 41 | 153 | 0.263748 | 0.306555 | 0.416260 | 0.400705 | 0.347788 | 0.533579
198 | 217 | 42 | 167 | 94 | 433 | 75 | 0.340791 | 0.238998 | 0.197927 | 0.252417 | 0.348942 | 0.209332
