itemID | top1 itemID | top2 itemID | top3 itemID | top1 2-hop items | top2 2-hop items | top3 2-hop items | top1 vision sim | top2 vision sim | top3 vision sim | top1 text sim | top2 text sim | top3 text sim
21 | 22 | 175 | 102 | 159 | 94 | 151 | 0.416576 | 0.209416 | 0.309753 | 0.757603 | 0.496359 | 0.419845
22 | 21 | 251 | 223 | 120 | 139 | 166 | 0.416576 | 0.480493 | 0.495710 | 0.757603 | 0.458520 | 0.389866
23 | 6382 | 205 | 27 | 30 | 50 | 162 | 0.627125 | 0.218001 | 0.299333 | 0.700720 | 0.420309 | 0.526528
24 | 2326 | 904 | 916 | 1576 | 683 | 1852 | 0.196880 | 0.224378 | 0.272547 | 0.257569 | 0.808506 | 0.728487
25 | 1746 | 411 | 1980 | 237 | 132 | 1079 | 0.369947 | 0.657151 | 0.256230 | 0.602983 | 0.524872 | 0.464197
26 | 1954 | 6684 | 2170 | 86 | 67 | 68 | 0.472014 | 0.395720 | 0.610971 | 0.572014 | 0.347360 | 0.332220
27 | 220 | 439 | 160 | 30 | 91 | 113 | 0.347711 | 0.469813 | 0.145255 | 0.680983 | 0.538243 | 0.176714
28 | 964 | 1539 | 1966 | 151 | 53 | 115 | 0.151410 | 0.101745 | 0.111836 | 0.302823 | 0.152590 | 0.140671
29 | 211 | 427 | 205 | 56 | 94 | 50 | 0.579770 | 0.458055 | 0.524108 | 0.488331 | 0.460398 | 0.544198
30 | 2222 | 4201 | 2428 | 110 | 85 | 78 | 0.541526 | 0.492424 | 0.358058 | 0.774197 | 0.745175 | 0.775072
31 | 2238 | 361 | 55 | 71 | 57 | 203 | 0.601716 | 0.384218 | 0.586227 | 0.838795 | 0.610971 | 0.475372
32 | 1829 | 2180 | 6416 | 186 | 105 | 70 | 0.542035 | 0.515270 | 0.354712 | 0.816689 | 0.890634 | 0.753658
33 | 1808 | 301 | 668 | 460 | 46 | 276 | 0.452082 | 0.328119 | 0.408261 | 0.287922 | 0.373033 | 0.136885
34 | 323 | 55 | 154 | 105 | 203 | 112 | 0.216616 | 0.621262 | 0.091142 | 0.735606 | 0.511721 | 0.314368
35 | 89 | 305 | 3151 | 697 | 246 | 96 | 0.790719 | 0.805048 | 0.397076 | 0.475319 | 0.622673 | 0.528592
36 | 246 | 416 | 50 | 84 | 108 | 66 | 0.483123 | 0.370624 | 0.604034 | 0.618146 | 0.680449 | 0.752500
37 | 6018 | 298 | 5925 | 93 | 97 | 69 | 0.600580 | 0.250300 | 0.691653 | 0.350340 | 0.413878 | 0.547946
38 | 763 | 410 | 936 | 102 | 275 | 102 | 0.733228 | 0.483445 | 0.291723 | 0.624500 | 0.492156 | 0.500407
39 | 82 | 71 | 46 | 85 | 29 | 49 | 0.836319 | 0.750720 | 0.806639 | 0.732100 | 0.726794 | 0.764724
40 | 58 | 43 | 160 | 77 | 173 | 113 | 0.617439 | 0.295101 | 0.261430 | 0.621151 | 0.791709 | 0.249569
41 | 65 | 71 | 85 | 154 | 29 | 87 | 0.548498 | 0.603012 | 0.579928 | 0.457674 | 0.555587 | 0.825786
42 | 289 | 74 | 58 | 250 | 174 | 77 | 0.606292 | 0.611075 | 0.543145 | 0.831759 | 0.703327 | 0.734245
43 | 76 | 42 | 58 | 428 | 433 | 77 | 0.542026 | 0.362653 | 0.323806 | 0.667994 | 0.694988 | 0.705512
44 | 6380 | 6624 | 301 | 175 | 115 | 46 | 0.349261 | 0.355479 | 0.287488 | 0.444315 | 0.359809 | 0.268015
45 | 1077 | 5259 | 3521 | 359 | 121 | 197 | 0.483027 | 0.323259 | 0.357880 | 0.548835 | 0.646259 | 0.639701
46 | 82 | 71 | 39 | 85 | 29 | 34 | 0.808067 | 0.750593 | 0.806639 | 0.863855 | 0.859024 | 0.764724
47 | 6864 | 2964 | 6845 | 59 | 91 | 30 | 0.157489 | 0.206213 | 0.261811 | 0.331911 | 0.302723 | 0.405649
48 | 476 | 235 | 61 | 57 | 39 | 94 | 0.406871 | 0.439338 | 0.377245 | 0.401360 | 0.490140 | 0.519582
49 | 2880 | 5259 | 45 | 677 | 121 | 876 | 0.830694 | 0.486967 | 0.332190 | 0.764815 | 0.649126 | 0.757419
50 | 76 | 36 | 75 | 428 | 70 | 91 | 0.429413 | 0.604034 | 0.331732 | 0.206040 | 0.752500 | 0.131508
51 | 94 | 53 | 2823 | 844 | 1520 | 581 | 0.389388 | 0.298801 | 0.493845 | 0.701832 | 0.810854 | 0.823040
52 | 2823 | 53 | 51 | 581 | 1520 | 920 | 0.508189 | 0.429348 | 0.405483 | 0.769215 | 0.770066 | 0.696595
53 | 94 | 51 | 2823 | 844 | 920 | 581 | 0.443303 | 0.298801 | 0.535270 | 0.733380 | 0.810854 | 0.890881
54 | 2180 | 1252 | 1138 | 105 | 81 | 165 | 0.536923 | 0.366576 | 0.327777 | 0.849654 | 0.454926 | 0.483135
55 | 63 | 323 | 187 | 127 | 105 | 1372 | 0.227059 | 0.207520 | 0.223365 | 0.573082 | 0.522998 | 0.623459
56 | 85 | 264 | 65 | 87 | 72 | 154 | 0.871168 | 0.697114 | 0.674756 | 0.638722 | 0.372232 | 0.453443
57 | 2768 | 625 | 173 | 135 | 116 | 273 | 0.433150 | 0.698832 | 0.391364 | 0.813895 | 0.827600 | 0.913361
58 | 289 | 42 | 74 | 250 | 433 | 174 | 0.723702 | 0.543145 | 0.572347 | 0.673984 | 0.734245 | 0.723325
59 | 1096 | 3114 | 4939 | 931 | 460 | 200 | 0.362317 | 0.541491 | 0.194167 | 0.362257 | 0.519153 | 0.226300
60 | 672 | 972 | 10 | 269 | 233 | 730 | 0.667122 | 0.806904 | 0.640964 | 0.382423 | 0.485036 | 0.450979
61 | 476 | 223 | 160 | 57 | 166 | 113 | 0.211356 | 0.355175 | 0.201938 | 0.402026 | 0.485688 | 0.250981
62 | 201 | 324 | 245 | 227 | 176 | 1075 | 0.330694 | 0.391205 | 0.343405 | 0.450321 | 0.265683 | 0.367460
63 | 323 | 55 | 437 | 105 | 203 | 148 | 0.148544 | 0.227059 | 0.096456 | 0.689293 | 0.573082 | 0.708377
64 | 350 | 235 | 611 | 131 | 39 | 101 | 0.273740 | 0.337655 | 0.281671 | 0.362840 | 0.313559 | 0.210842
65 | 56 | 85 | 9 | 199 | 87 | 469 | 0.674756 | 0.651646 | 0.204813 | 0.453443 | 0.430035 | 0.170952
66 | 177 | 2701 | 3584 | 834 | 484 | 357 | 0.675984 | 0.694811 | 0.548888 | 0.575135 | 0.332924 | 0.653366
67 | 126 | 668 | 147 | 1164 | 276 | 817 | 0.173808 | 0.241697 | 0.177067 | 0.282158 | 0.284506 | 0.408899
68 | 2293 | 1652 | 4233 | 213 | 1254 | 88 | 0.071016 | 0.140296 | 0.145795 | 0.256434 | 0.214696 | 0.178261
69 | 515 | 2298 | 14 | 811 | 524 | 481 | 0.245750 | 0.350836 | 0.386023 | 0.712973 | 0.585818 | 0.841371
70 | 1347 | 1736 | 6018 | 185 | 71 | 93 | 0.686078 | 0.295090 | 0.797751 | 0.679166 | 0.652622 | 0.599973
71 | 82 | 46 | 39 | 85 | 49 | 34 | 0.869019 | 0.750593 | 0.750720 | 0.962231 | 0.859024 | 0.726794
72 | 144 | 1913 | 5389 | 257 | 140 | 85 | 0.860623 | 0.572413 | 0.681666 | 0.781192 | 0.764392 | 0.738196
73 | 6775 | 6773 | 7018 | 171 | 128 | 240 | 0.509915 | 0.602284 | 0.487751 | 0.260467 | 0.297518 | 0.197642
74 | 42 | 289 | 58 | 433 | 250 | 77 | 0.611075 | 0.628679 | 0.572347 | 0.703327 | 0.660171 | 0.723325
75 | 76 | 74 | 42 | 428 | 174 | 433 | 0.423961 | 0.681625 | 0.587469 | 0.790202 | 0.604394 | 0.688020
76 | 42 | 75 | 58 | 433 | 91 | 77 | 0.416161 | 0.423961 | 0.560840 | 0.677803 | 0.790202 | 0.736513
77 | 324 | 245 | 147 | 176 | 1075 | 817 | 0.388317 | 0.462256 | 0.229367 | 0.564201 | 0.450021 | 0.394647
78 | 15 | 4079 | 4211 | 57 | 70 | 877 | 0.108617 | 0.291760 | 0.354614 | 0.339993 | 0.411659 | 0.305467
79 | 414 | 1589 | 147 | 64 | 77 | 817 | 0.269513 | 0.352350 | 0.288716 | 0.255342 | 0.272382 | 0.327537
80 | 341 | 9 | 12 | 244 | 469 | 62 | 0.857043 | 0.432478 | 0.464170 | 0.781467 | 0.516715 | 0.441928
81 | 49 | 191 | 5259 | 138 | 325 | 121 | 0.494511 | 0.377020 | 0.425684 | 0.778630 | 0.242334 | 0.573844
82 | 46 | 71 | 39 | 49 | 29 | 34 | 0.808067 | 0.869019 | 0.836319 | 0.863855 | 0.962231 | 0.732100
83 | 274 | 115 | 43 | 119 | 38 | 173 | 0.290060 | 0.355161 | 0.358503 | 0.739294 | 0.705704 | 0.302591
84 | 1920 | 1921 | 1601 | 517 | 487 | 124 | 0.412115 | 0.379934 | 0.447056 | 0.712742 | 0.710328 | 0.540631
85 | 56 | 65 | 264 | 199 | 154 | 72 | 0.871168 | 0.651646 | 0.632293 | 0.638722 | 0.430035 | 0.399418
86 | 312 | 1506 | 577 | 170 | 395 | 258 | 0.537238 | 0.520850 | 0.305208 | 0.903113 | 0.946723 | 0.935840
87 | 4905 | 4054 | 2571 | 332 | 367 | 1093 | 0.363621 | 0.319249 | 0.336556 | 0.744623 | 0.712499 | 0.714095
88 | 524 | 3296 | 541 | 184 | 70 | 107 | 0.267708 | 0.249637 | 0.093995 | 0.503899 | 0.479134 | 0.303599
89 | 35 | 305 | 151 | 155 | 246 | 145 | 0.790719 | 0.800518 | 0.505218 | 0.475319 | 0.531343 | 0.607082
90 | 1056 | 3663 | 4994 | 257 | 49 | 102 | 0.495613 | 0.256892 | 0.196884 | 0.495045 | 0.440034 | 0.448611
91 | 1143 | 639 | 1081 | 124 | 275 | 31 | 0.246904 | 0.386125 | 0.435190 | 0.713595 | 0.678913 | 0.775955
92 | 102 | 280 | 279 | 151 | 57 | 57 | 0.318239 | 0.397721 | 0.305804 | 0.863099 | 0.629914 | 0.693447
93 | 102 | 554 | 553 | 151 | 312 | 1110 | 0.784291 | 0.486956 | 0.751401 | 0.808600 | 0.712936 | 0.686762
94 | 51 | 53 | 2823 | 920 | 1520 | 581 | 0.389388 | 0.443303 | 0.430278 | 0.701832 | 0.733380 | 0.798640
95 | 2979 | 153 | 2866 | 67 | 169 | 47 | 0.398235 | 0.517887 | 0.420282 | 0.516504 | 0.850218 | 0.491681
96 | 459 | 336 | 428 | 411 | 309 | 272 | 0.301478 | 0.305312 | 0.320489 | 0.404969 | 0.324694 | 0.444079
97 | 6235 | 2342 | 3302 | 300 | 57 | 51 | 0.623106 | 0.590400 | 0.622123 | 0.649738 | 0.658476 | 0.743334
98 | 2375 | 190 | 1454 | 243 | 440 | 365 | 0.659178 | 0.292556 | 0.292556 | 0.898047 | 0.782570 | 0.803531
99 | 471 | 98 | 2375 | 54 | 82 | 243 | 0.705315 | 0.648886 | 0.917190 | 0.766754 | 0.765813 | 0.904781
100 | 552 | 279 | 92 | 244 | 57 | 27 | 0.359476 | 0.182471 | 0.247589 | 0.563043 | 0.584772 | 0.624063
101 | 5344 | 5284 | 5862 | 624 | 415 | 376 | 0.629201 | 0.621477 | 0.640358 | 0.713211 | 0.576362 | 0.576858
102 | 280 | 93 | 412 | 57 | 96 | 87 | 0.479107 | 0.784291 | 0.370045 | 0.638766 | 0.808600 | 0.659346
103 | 161 | 58 | 76 | 35 | 77 | 428 | 0.429825 | 0.183381 | 0.247868 | 0.743224 | 0.300591 | 0.332888
104 | 125 | 235 | 55 | 39 | 39 | 203 | 0.349934 | 0.284137 | 0.134171 | 0.306075 | 0.328869 | 0.107889
105 | 6606 | 3976 | 3328 | 53 | 39 | 102 | 0.244626 | 0.580233 | 0.294681 | 0.706187 | 0.654442 | 0.528537
106 | 248 | 128 | 480 | 32 | 152 | 99 | 0.830098 | 0.878881 | 0.745560 | 0.784677 | 0.911965 | 0.731399
107 | 707 | 5695 | 195 | 106 | 315 | 496 | 0.244855 | 0.389403 | 0.351919 | 0.697614 | 0.850063 | 0.761535
108 | 119 | 457 | 458 | 930 | 1210 | 1100 | 0.600240 | 0.577862 | 0.658570 | 0.985982 | 0.510124 | 0.932671
109 | 4866 | 6275 | 2792 | 265 | 28 | 101 | 0.425000 | 0.612029 | 0.623756 | 0.311310 | 0.378069 | 0.311925
110 | 279 | 92 | 285 | 57 | 27 | 36 | 0.185169 | 0.273171 | 0.278307 | 0.504228 | 0.552514 | 0.500280
111 | 359 | 4991 | 2233 | 92 | 173 | 75 | 0.294513 | 0.373342 | 0.147576 | 0.150051 | 0.516085 | 0.343400
112 | 195 | 4831 | 454 | 496 | 121 | 766 | 0.744090 | 0.401483 | 0.725195 | 0.701887 | 0.642345 | 0.437494
113 | 3579 | 511 | 2997 | 268 | 132 | 74 | 0.382569 | 0.269250 | 0.292088 | 0.155810 | 0.329467 | 0.171232
114 | 299 | 251 | 181 | 137 | 139 | 67 | 0.338015 | 0.314486 | 0.176188 | 0.725430 | 0.360176 | 0.246229
115 | 304 | 171 | 274 | 30 | 59 | 119 | 0.373488 | 0.363112 | 0.603220 | 0.674358 | 0.780776 | 0.739586
116 | 187 | 269 | 9 | 1372 | 62 | 469 | 0.258212 | 0.158362 | 0.272583 | 0.270487 | 0.401029 | 0.237239
117 | 245 | 324 | 9 | 1075 | 176 | 469 | 0.643138 | 0.291640 | 0.444624 | 0.340975 | 0.195226 | 0.257215
118 | 86 | 548 | 312 | 108 | 249 | 170 | 0.642548 | 0.335692 | 0.586239 | 0.951934 | 0.970136 | 0.921233
119 | 108 | 457 | 458 | 1097 | 1210 | 1100 | 0.600240 | 0.871598 | 0.741354 | 0.985982 | 0.502979 | 0.938996
120 | 672 | 481 | 2130 | 269 | 1293 | 262 | 0.140438 | 0.193404 | 0.177624 | 0.373282 | 0.358586 | 0.397301
121 | 256 | 971 | 292 | 291 | 1162 | 119 | 0.176152 | 0.116076 | 0.419243 | 0.598886 | 0.363957 | 0.796415
122 | 186 | 203 | 65 | 51 | 203 | 154 | 0.217001 | 0.247825 | 0.186265 | 0.400043 | 0.474251 | 0.155257
123 | 2053 | 4132 | 2601 | 126 | 224 | 150 | 0.153612 | 0.203004 | 0.242004 | 0.297948 | 0.314485 | 0.255374
124 | 195 | 3512 | 4353 | 496 | 166 | 268 | 0.382281 | 0.469178 | 0.314151 | 0.628918 | 0.675267 | 0.718186
125 | 235 | 21 | 172 | 39 | 120 | 28 | 0.410131 | 0.328611 | 0.372522 | 0.508148 | 0.283096 | 0.421510
126 | 997 | 4349 | 147 | 1715 | 63 | 817 | 0.550278 | 0.459253 | 0.182313 | 0.811302 | 0.363714 | 0.261637
127 | 2249 | 287 | 245 | 148 | 292 | 1075 | 0.278363 | 0.192506 | 0.321927 | 0.567084 | 0.582860 | 0.421495
128 | 248 | 141 | 106 | 32 | 179 | 47 | 0.799252 | 0.737172 | 0.878881 | 0.789270 | 0.867287 | 0.911965
129 | 4421 | 1534 | 1536 | 112 | 155 | 226 | 0.607191 | 0.610524 | 0.618106 | 0.851082 | 0.833818 | 0.843929
130 | 5883 | 1698 | 4660 | 194 | 60 | 119 | 0.316640 | 0.383819 | 0.348914 | 0.653495 | 0.605437 | 0.667226
131 | 1190 | 3418 | 1797 | 130 | 54 | 214 | 0.588734 | 0.475255 | 0.497429 | 0.945399 | 0.553360 | 0.662167
132 | 1221 | 101 | 4441 | 376 | 495 | 155 | 0.660769 | 0.251514 | 0.496699 | 0.488479 | 0.411914 | 0.394787
133 | 1334 | 1090 | 6057 | 94 | 110 | 130 | 0.448272 | 0.342668 | 0.577702 | 0.902417 | 0.673157 | 0.593607
134 | 195 | 707 | 3512 | 496 | 106 | 166 | 0.304506 | 0.794543 | 0.476175 | 0.754826 | 0.709988 | 0.668222
135 | 1538 | 3585 | 15 | 183 | 995 | 57 | 0.277521 | 0.353652 | 0.644270 | 0.654070 | 0.578159 | 0.407576
136 | 1914 | 548 | 361 | 83 | 249 | 57 | 0.547493 | 0.512147 | 0.550540 | 0.743518 | 0.634726 | 0.609380
137 | 2394 | 2761 | 5247 | 43 | 80 | 185 | 0.278752 | 0.363882 | 0.141786 | 0.699387 | 0.684086 | 0.660960
138 | 251 | 238 | 163 | 139 | 189 | 321 | 0.397047 | 0.411757 | 0.510281 | 0.283525 | 0.391504 | 0.315181
139 | 1712 | 2677 | 4284 | 653 | 967 | 1248 | 0.255095 | 0.446720 | 0.254772 | 0.368111 | 0.357721 | 0.414855
140 | 3683 | 1316 | 883 | 83 | 169 | 321 | 0.601116 | 0.577924 | 0.481749 | 0.569554 | 0.505514 | 0.482726
141 | 128 | 248 | 480 | 152 | 32 | 99 | 0.737172 | 0.717544 | 0.785659 | 0.867287 | 0.801977 | 0.650785
142 | 114 | 476 | 290 | 181 | 57 | 68 | 0.198056 | 0.103079 | 0.314855 | 0.210196 | 0.229283 | 0.341136
143 | 4077 | 2439 | 884 | 166 | 75 | 69 | 0.651797 | 0.755177 | 0.629099 | 0.668750 | 0.655376 | 0.617750
144 | 72 | 1913 | 5389 | 778 | 140 | 85 | 0.860623 | 0.547434 | 0.716964 | 0.781192 | 0.706946 | 0.627024
145 | 1279 | 1278 | 2102 | 55 | 43 | 166 | 0.306861 | 0.255734 | 0.249762 | 0.526717 | 0.534499 | 0.632926
146 | 1658 | 3114 | 3453 | 127 | 460 | 41 | 0.632623 | 0.612893 | 0.300906 | 0.621776 | 0.577842 | 0.756458
147 | 187 | 399 | 245 | 1372 | 395 | 1075 | 0.293459 | 0.387236 | 0.232216 | 0.489060 | 0.414258 | 0.465544
148 | 4943 | 678 | 105 | 91 | 177 | 79 | 0.310601 | 0.295720 | 0.309252 | 0.574291 | 0.703719 | 0.690829
149 | 207 | 174 | 268 | 112 | 40 | 41 | 0.715263 | 0.604271 | 0.315867 | 0.639713 | 0.402624 | 0.225227
150 | 1002 | 1903 | 3365 | 755 | 408 | 239 | 0.241392 | 0.242940 | 0.213617 | 0.449836 | 0.352122 | 0.347163
151 | 305 | 89 | 3151 | 246 | 697 | 96 | 0.431577 | 0.505218 | 0.260153 | 0.634765 | 0.607082 | 0.524520
152 | 93 | 2309 | 552 | 96 | 135 | 244 | 0.525973 | 0.370658 | 0.299011 | 0.575150 | 0.568556 | 0.571919
153 | 1798 | 1939 | 3853 | 293 | 78 | 72 | 0.586930 | 0.654655 | 0.580566 | 0.684169 | 0.719721 | 0.746932
154 | 175 | 22 | 96 | 94 | 159 | 109 | 0.126671 | 0.217523 | 0.055487 | 0.493196 | 0.463440 | 0.272948
155 | 488 | 295 | 293 | 28 | 66 | 74 | 0.355952 | 0.356193 | 0.177572 | 0.436379 | 0.409701 | 0.402359
156 | 3761 | 6704 | 6702 | 232 | 67 | 30 | 0.834963 | 0.799059 | 0.692021 | 0.837095 | 0.833919 | 0.850285
157 | 61 | 235 | 223 | 94 | 39 | 166 | 0.257121 | 0.316816 | 0.329646 | 0.558444 | 0.425040 | 0.400514
158 | 2499 | 791 | 2500 | 43 | 170 | 172 | 0.512135 | 0.692556 | 0.561958 | 0.667969 | 0.704746 | 0.676476
159 | 172 | 280 | 102 | 28 | 57 | 151 | 0.414120 | 0.410154 | 0.301111 | 0.724041 | 0.442966 | 0.395099
160 | 309 | 308 | 274 | 64 | 117 | 119 | 0.708956 | 0.753778 | 0.583849 | 0.769228 | 0.605747 | 0.598141
161 | 103 | 61 | 163 | 44 | 94 | 321 | 0.429825 | 0.242354 | 0.390284 | 0.743224 | 0.411222 | 0.584141
162 | 811 | 883 | 885 | 860 | 321 | 158 | 0.322000 | 0.430776 | 0.340686 | 0.312695 | 0.674485 | 0.685740
163 | 76 | 251 | 175 | 428 | 139 | 94 | 0.285554 | 0.437561 | 0.412857 | 0.297286 | 0.495770 | 0.370754
164 | 87 | 1798 | 4054 | 735 | 293 | 367 | 0.232881 | 0.124029 | 0.136437 | 0.547446 | 0.676605 | 0.476049
165 | 940 | 2892 | 2498 | 52 | 56 | 44 | 0.281954 | 0.142180 | 0.407264 | 0.506079 | 0.563742 | 0.325493
166 | 1217 | 994 | 1609 | 103 | 147 | 85 | 0.685566 | 0.485770 | 0.710665 | 0.770191 | 0.592153 | 0.719077
167 | 276 | 214 | 96 | 66 | 46 | 109 | 0.549262 | 0.120953 | 0.436306 | 0.327244 | 0.148059 | 0.351933
168 | 201 | 328 | 1161 | 227 | 168 | 66 | 0.685486 | 0.313914 | 0.221133 | 0.427875 | 0.548128 | 0.585501
169 | 17 | 16 | 1949 | 56 | 94 | 52 | 0.346429 | 0.710021 | 0.201686 | 0.329003 | 0.434553 | 0.140498
170 | 246 | 251 | 205 | 84 | 139 | 50 | 0.379428 | 0.304610 | 0.418852 | 0.327807 | 0.296369 | 0.714442
171 | 115 | 308 | 274 | 38 | 117 | 119 | 0.363112 | 0.438390 | 0.387908 | 0.780776 | 0.567044 | 0.590557
172 | 159 | 235 | 125 | 54 | 39 | 39 | 0.414120 | 0.571777 | 0.372522 | 0.724041 | 0.421605 | 0.421510
173 | 6520 | 6169 | 561 | 49 | 234 | 137 | 0.582386 | 0.577796 | 0.512055 | 0.922468 | 0.817344 | 0.906296
174 | 207 | 149 | 6755 | 112 | 44 | 44 | 0.717924 | 0.604271 | 0.492795 | 0.570713 | 0.402624 | 0.758814
175 | 223 | 251 | 269 | 166 | 139 | 62 | 0.295863 | 0.190498 | 0.655357 | 0.447728 | 0.281717 | 0.603784
176 | 976 | 3465 | 502 | 196 | 245 | 46 | 0.696871 | 0.394977 | 0.678018 | 0.725338 | 0.603226 | 0.785286
177 | 66 | 3584 | 2701 | 259 | 357 | 484 | 0.675984 | 0.520116 | 0.582649 | 0.575135 | 0.537560 | 0.483252
178 | 3556 | 373 | 3865 | 258 | 160 | 1160 | 0.246879 | 0.481680 | 0.362063 | 0.698591 | 0.489170 | 0.233251
179 | 40 | 313 | 293 | 32 | 74 | 74 | 0.343868 | 0.471788 | 0.151954 | 0.769168 | 0.710215 | 0.447584
180 | 308 | 230 | 274 | 117 | 64 | 119 | 0.399001 | 0.511977 | 0.370310 | 0.603641 | 0.585360 | 0.559565
181 | 246 | 459 | 251 | 84 | 411 | 139 | 0.438537 | 0.299353 | 0.388210 | 0.314388 | 0.422248 | 0.287069
182 | 1251 | 3291 | 183 | 77 | 118 | 138 | 0.300484 | 0.431343 | 0.340305 | 0.976166 | 0.548060 | 0.784669
183 | 182 | 1315 | 1251 | 122 | 233 | 77 | 0.340305 | 0.216897 | 0.242298 | 0.784669 | 0.640171 | 0.781364
184 | 303 | 4155 | 581 | 2549 | 561 | 228 | 0.369723 | 0.429647 | 0.263509 | 0.312386 | 0.331811 | 0.339994
185 | 42 | 58 | 76 | 433 | 77 | 428 | 0.635602 | 0.546609 | 0.464869 | 0.647469 | 0.609608 | 0.602712
186 | 203 | 223 | 175 | 203 | 166 | 94 | 0.435061 | 0.253933 | 0.182893 | 0.799073 | 0.563604 | 0.359829
187 | 437 | 55 | 63 | 148 | 203 | 127 | 0.086340 | 0.223365 | 0.332428 | 0.346035 | 0.623459 | 0.230006
188 | 3721 | 2924 | 4735 | 177 | 110 | 82 | 0.462687 | 0.289637 | 0.561385 | 0.821387 | 0.675198 | 0.754940
189 | 838 | 190 | 1454 | 102 | 440 | 365 | 0.674453 | 0.773144 | 0.773144 | 0.847788 | 0.985287 | 0.997787
190 | 838 | 189 | 1496 | 102 | 106 | 260 | 0.773557 | 0.773144 | 0.564524 | 0.875567 | 0.985287 | 0.794923
191 | 81 | 429 | 221 | 139 | 150 | 283 | 0.377020 | 0.224115 | 0.398995 | 0.242334 | 0.152696 | 0.375337
192 | 208 | 589 | 2230 | 190 | 43 | 256 | 0.635131 | 0.312121 | 0.293850 | 0.657930 | 0.527593 | 0.271263
193 | 2761 | 3824 | 16 | 80 | 52 | 94 | 0.293181 | 0.239862 | 0.411574 | 0.536990 | 0.465955 | 0.507845
194 | 538 | 814 | 3297 | 81 | 124 | 86 | 0.634097 | 0.591055 | 0.586178 | 0.357806 | 0.442243 | 0.479137
195 | 707 | 4831 | 3512 | 106 | 121 | 166 | 0.340290 | 0.478491 | 0.375914 | 0.697559 | 0.699258 | 0.708107
196 | 555 | 48 | 476 | 26 | 129 | 57 | 0.408810 | 0.277633 | 0.161372 | 0.381138 | 0.320110 | 0.311527
197 | 4991 | 2711 | 406 | 173 | 163 | 279 | 0.388294 | 0.269394 | 0.603043 | 0.755398 | 0.755398 | 0.729693
198 | 1970 | 1722 | 5727 | 86 | 379 | 97 | 0.594823 | 0.620048 | 0.621187 | 0.638210 | 0.885444 | 0.764782
