itemID | top1 vision sim | top2 vision sim | top3 vision sim | top1 text sim | top2 text sim | top3 text sim
35 | 0.790719 | 0.805048 | 0.855434 | 0.475319 | 0.622673 | 0.476599
36 | 0.333663 | 0.347142 | 0.425328 | 0.205829 | 0.246231 | 0.378630
37 | 0.281221 | 0.250300 | 0.734112 | 0.198026 | 0.413878 | 0.495573
38 | 0.849217 | 0.733228 | 0.483445 | 0.509889 | 0.624500 | 0.492156
39 | 0.836319 | 0.806639 | 0.172788 | 0.732100 | 0.764724 | 0.415230
40 | 0.261430 | 0.431643 | 0.149170 | 0.249569 | 0.606030 | 0.421599
41 | 0.548498 | 0.723049 | 0.357372 | 0.457674 | 0.576364 | 0.334180
42 | 0.416161 | 0.606292 | 0.738487 | 0.677803 | 0.831759 | 0.584419
43 | 0.314306 | 0.271249 | 0.420185 | 0.371165 | 0.483106 | 0.336345
44 | 0.630067 | 0.695002 | 0.413582 | 0.255258 | 0.597077 | 0.369962
45 | 0.333539 | 0.423037 | 0.300416 | 0.361881 | 0.384352 | 0.395311
46 | 0.808067 | 0.204275 | 0.306073 | 0.863855 | 0.380654 | 0.399162
47 | 0.653103 | 0.330063 | 0.135645 | 0.278386 | 0.186835 | 0.052128
48 | 0.234860 | 0.734430 | 0.233040 | 0.212004 | 0.747380 | 0.266853
49 | 0.830694 | 0.654097 | 0.155156 | 0.764815 | 0.275629 | 0.249977
50 | 0.604034 | 0.259615 | 0.267647 | 0.752500 | 0.211553 | 0.289789
51 | 0.389388 | 0.573825 | 0.358350 | 0.701832 | 0.439099 | 0.474633
52 | 0.396870 | 0.237332 | 0.263617 | 0.339452 | 0.442540 | 0.444919
53 | 0.535270 | 0.393214 | 0.443303 | 0.890881 | 0.394996 | 0.733380
54 | 0.659199 | 0.574787 | 0.171494 | 0.361508 | 0.457624 | 0.241289
55 | 0.317807 | 0.223365 | 0.145461 | 0.484029 | 0.623459 | 0.304224
56 | 0.871168 | 0.579431 | 0.244201 | 0.638722 | 0.534843 | 0.406254
57 | 0.297883 | 0.100995 | 0.325146 | 0.627677 | 0.147972 | 0.579400
58 | 0.600458 | 0.723702 | 0.387112 | 0.533783 | 0.673984 | 0.288330
59 | 0.681006 | 0.362317 | 0.567718 | 0.622135 | 0.362257 | 0.422402
60 | 0.806904 | 0.836200 | 0.816472 | 0.485036 | 0.391072 | 0.527761
61 | 0.242354 | 0.356937 | 0.197056 | 0.411222 | 0.298988 | 0.468518
62 | 0.223025 | 0.388742 | 0.356955 | 0.398995 | 0.346186 | 0.340588
63 | 0.148544 | 0.414555 | 0.230240 | 0.689293 | 0.368418 | 0.416730
64 | 0.273740 | 0.218773 | 0.261570 | 0.362840 | 0.386636 | 0.447108
65 | 0.571874 | 0.319136 | 0.204813 | 0.308524 | 0.284521 | 0.170952
66 | 0.745077 | 0.739325 | 0.729501 | 0.404673 | 0.247797 | 0.659900
67 | 0.231827 | 0.547252 | 0.211636 | 0.285814 | 0.315713 | 0.257508
68 | 0.297430 | 0.270128 | 0.131523 | 0.512829 | 0.065530 | 0.245915
69 | 0.400454 | 0.310228 | 0.330932 | 0.375113 | 0.284176 | 0.402399
70 | 0.797751 | 0.206614 | 0.201834 | 0.599973 | 0.194598 | 0.168805
71 | 0.359502 | 0.274023 | 0.558379 | 0.505694 | 0.178862 | 0.540602
72 | 0.691006 | 0.572413 | 0.860623 | 0.511522 | 0.764392 | 0.781192
73 | 0.627233 | 0.618218 | 0.655491 | 0.262585 | 0.462892 | 0.370536
74 | 0.611075 | 0.504208 | 0.572347 | 0.703327 | 0.675689 | 0.723325
75 | 0.587469 | 0.457330 | 0.501339 | 0.688020 | 0.267750 | 0.314890
76 | 0.416161 | 0.371824 | 0.574540 | 0.677803 | 0.346398 | 0.653984
77 | 0.462256 | 0.354453 | 0.356426 | 0.450021 | 0.314009 | 0.286992
78 | 0.207347 | 0.455133 | 0.083115 | 0.432029 | 0.343379 | 0.355185
79 | 0.411081 | 0.456844 | 0.274069 | 0.213651 | 0.176676 | 0.191702
80 | 0.432478 | 0.857043 | 0.208668 | 0.516715 | 0.781467 | 0.406073
81 | 0.500047 | 0.238221 | 0.169865 | 0.716584 | 0.104276 | 0.234390
82 | 0.280981 | 0.224472 | 0.571874 | 0.498676 | 0.428890 | 0.308524
83 | 0.181968 | 0.285928 | 0.431886 | 0.216864 | 0.267483 | 0.198541
84 | 0.348044 | 0.510363 | 0.378669 | 0.526311 | 0.634202 | 0.522923
85 | 0.871168 | 0.884742 | 0.578564 | 0.638722 | 0.506554 | 0.583159
86 | 0.591668 | 0.635528 | 0.583537 | 0.442560 | 0.958791 | 0.535744
87 | 0.336556 | 0.363621 | 0.473071 | 0.714095 | 0.744623 | 0.782541
88 | 0.606039 | 0.327771 | 0.241452 | 0.257796 | 0.227609 | 0.239342
89 | 0.790719 | 0.800518 | 0.505218 | 0.475319 | 0.531343 | 0.607082
90 | 0.256892 | 0.327305 | 0.293276 | 0.440034 | 0.205644 | 0.372749
91 | 0.499626 | 0.170487 | 0.255266 | 0.717065 | 0.404790 | 0.229689
92 | 0.526155 | 0.179712 | 0.360859 | 0.448334 | 0.230106 | 0.496944
93 | 0.290397 | 0.784291 | 0.142588 | 0.488828 | 0.808600 | 0.209590
94 | 0.389388 | 0.443303 | 0.343774 | 0.701832 | 0.733380 | 0.303593
95 | 0.484520 | 0.669338 | 0.398235 | 0.479897 | 0.351453 | 0.516504
96 | 0.100331 | 0.345800 | 0.320489 | 0.223533 | 0.298743 | 0.444079
97 | 0.228512 | 0.238757 | 0.623106 | 0.389551 | 0.631998 | 0.649738
98 | 0.731291 | 0.670800 | 0.646352 | 0.244067 | 0.187350 | 0.465138
99 | 0.917190 | 0.648886 | 0.599151 | 0.904781 | 0.765813 | 0.285734
100 | 0.245996 | 0.184759 | 0.266350 | 0.239934 | 0.219441 | 0.325977
101 | 0.621477 | 0.577138 | 0.629201 | 0.576362 | 0.596994 | 0.713211
102 | 0.141625 | 0.309753 | 0.331119 | 0.392455 | 0.419845 | 0.433506
103 | 0.254646 | 0.234982 | 0.211196 | 0.360433 | 0.277730 | 0.457466
104 | 0.159862 | 0.379619 | 0.165256 | 0.162725 | 0.282292 | 0.206650
105 | 0.610135 | 0.578736 | 0.623448 | 0.491790 | 0.603697 | 0.490665
106 | 0.878881 | 0.745560 | 0.830098 | 0.911965 | 0.731399 | 0.784677
107 | 0.576199 | 0.646977 | 0.402002 | 0.650131 | 0.444527 | 0.523628
108 | 0.600240 | 0.577862 | 0.658570 | 0.985982 | 0.510124 | 0.932671
109 | 0.252603 | 0.251672 | 0.155992 | 0.343272 | 0.349499 | 0.292564
110 | 0.300534 | 0.185169 | 0.275226 | 0.390638 | 0.504228 | 0.436427
111 | 0.319111 | 0.361050 | 0.198823 | 0.335004 | 0.322534 | 0.256136
112 | 0.668783 | 0.646234 | 0.693650 | 0.371573 | 0.223452 | 0.778723
113 | 0.547794 | 0.210399 | 0.562359 | 0.277601 | 0.233992 | 0.163111
114 | 0.176188 | 0.314486 | 0.255635 | 0.246229 | 0.360176 | 0.295682
115 | 0.603220 | 0.189428 | 0.377829 | 0.739586 | 0.231846 | 0.250996
116 | 0.358767 | 0.496278 | 0.272583 | 0.367162 | 0.473377 | 0.237239
117 | 0.444624 | 0.436556 | 0.365631 | 0.257215 | 0.436509 | 0.205581
118 | 0.995338 | 0.636474 | 0.610530 | 0.986413 | 0.396720 | 0.437661
119 | 0.871598 | 0.775336 | 0.741354 | 0.502979 | 0.700089 | 0.938996
120 | 0.893706 | 0.141292 | 0.291652 | 0.929219 | 0.302302 | 0.406282
121 | 0.567523 | 0.246616 | 0.590404 | 0.370881 | 0.444712 | 0.467027
122 | 0.297405 | 0.247825 | 0.186265 | 0.320285 | 0.474251 | 0.155257
123 | 0.500047 | 0.284172 | 0.216676 | 0.716584 | 0.198051 | 0.135200
124 | 0.382281 | 0.469178 | 0.423421 | 0.628918 | 0.675267 | 0.441613
125 | 0.524006 | 0.284960 | 0.474380 | 0.198885 | 0.245454 | 0.235667
126 | 0.611157 | 0.606745 | 0.550278 | 0.384421 | 0.396109 | 0.811302
127 | 0.591608 | 0.339517 | 0.555822 | 0.231767 | 0.171332 | 0.275513
128 | 0.751582 | 0.878881 | 0.677126 | 0.624734 | 0.911965 | 0.627966
129 | 0.618106 | 0.615996 | 0.607191 | 0.843929 | 0.964643 | 0.851082
130 | 0.220613 | 0.267805 | 0.142763 | 0.108542 | 0.202806 | 0.260034
131 | 0.497429 | 0.691925 | 0.715011 | 0.662167 | 0.515468 | 0.379286
132 | 0.660769 | 0.655283 | 0.606738 | 0.488479 | 0.174114 | 0.326600
133 | 0.583537 | 0.282056 | 0.661154 | 0.535744 | 0.501161 | 0.523972
134 | 0.794543 | 0.390928 | 0.573142 | 0.709988 | 0.620949 | 0.283818
135 | 0.763449 | 0.763016 | 0.749251 | 0.212073 | 0.200833 | 0.176835
136 | 0.734330 | 0.366970 | 0.312637 | 0.414644 | 0.362112 | 0.427082
137 | 0.176773 | 0.240506 | 0.142380 | 0.571319 | 0.188215 | 0.635004
138 | 0.492783 | 0.138399 | 0.480644 | 0.304556 | 0.151292 | 0.295171
139 | 0.327988 | 0.255095 | 0.218653 | 0.330278 | 0.368111 | 0.389043
140 | 0.596971 | 0.601116 | 0.577924 | 0.347495 | 0.569554 | 0.505514
141 | 0.738487 | 0.637400 | 0.389197 | 0.584419 | 0.568608 | 0.324025
142 | 0.638133 | 0.384604 | 0.314855 | 0.476195 | 0.230150 | 0.341136
143 | 0.789181 | 0.755177 | 0.527214 | 0.214570 | 0.655376 | 0.676372
144 | 0.753576 | 0.860623 | 0.717960 | 0.345663 | 0.781192 | 0.171297
145 | 0.235379 | 0.306861 | 0.129778 | 0.529431 | 0.526717 | 0.228779
146 | 0.606418 | 0.507024 | 0.567718 | 0.508613 | 0.463608 | 0.422402
147 | 0.151412 | 0.293459 | 0.268503 | 0.370151 | 0.489060 | 0.505758
148 | 0.408725 | 0.231755 | 0.317296 | 0.402393 | 0.435224 | 0.319898
149 | 0.715263 | 0.406959 | 0.293824 | 0.639713 | 0.417209 | 0.300682
150 | 0.249553 | 0.275520 | 0.242940 | 0.245877 | 0.253658 | 0.352122
151 | 0.505218 | 0.821713 | 0.685159 | 0.607082 | 0.582814 | 0.514608
152 | 0.400077 | 0.525973 | 0.148866 | 0.363424 | 0.575150 | 0.225487
153 | 0.282996 | 0.398685 | 0.245716 | 0.172954 | 0.524991 | 0.239772
154 | 0.198262 | 0.217523 | 0.168859 | 0.417143 | 0.463440 | 0.290791
155 | 0.356193 | 0.268054 | 0.279645 | 0.409701 | 0.479191 | 0.437722
156 | 0.759606 | 0.765343 | 0.727778 | 0.699508 | 0.775186 | 0.503455
157 | 0.200915 | 0.345846 | 0.296786 | 0.352249 | 0.582722 | 0.412038
158 | 0.636100 | 0.631346 | 0.327144 | 0.805992 | 0.966026 | 0.308352
159 | 0.210794 | 0.207424 | 0.290998 | 0.292634 | 0.255972 | 0.249890
160 | 0.261430 | 0.246526 | 0.270262 | 0.249569 | 0.188252 | 0.158385
161 | 0.206262 | 0.242354 | 0.292445 | 0.217593 | 0.411222 | 0.338630
162 | 0.707205 | 0.651672 | 0.695474 | 0.480827 | 0.582998 | 0.247172
163 | 0.475299 | 0.437561 | 0.412857 | 0.440034 | 0.495770 | 0.370754
164 | 0.649552 | 0.574762 | 0.615976 | 0.397511 | 0.338240 | 0.325985
165 | 0.144024 | 0.243841 | 0.112391 | 0.043602 | 0.114945 | 0.054042
166 | 0.624812 | 0.411081 | 0.386322 | 0.611049 | 0.213651 | 0.375910
167 | 0.253313 | 0.216108 | 0.131869 | 0.239981 | 0.177580 | 0.133832
168 | 0.734330 | 0.366466 | 0.394958 | 0.414644 | 0.611524 | 0.409270
169 | 0.254580 | 0.210236 | 0.316176 | 0.234916 | 0.264391 | 0.274163
170 | 0.132777 | 0.185146 | 0.166946 | 0.177751 | 0.261820 | 0.289157
171 | 0.321945 | 0.304218 | 0.254905 | 0.301454 | 0.415657 | 0.072563
172 | 0.239395 | 0.281051 | 0.270908 | 0.485948 | 0.335347 | 0.344930
173 | 0.615161 | 0.577796 | 0.586589 | 0.840953 | 0.817344 | 0.818911
174 | 0.359775 | 0.303692 | 0.269606 | 0.455803 | 0.347101 | 0.227979
175 | 0.130748 | 0.211849 | 0.121320 | 0.411706 | 0.481111 | 0.346632
176 | 0.768957 | 0.656747 | 0.608766 | 0.829819 | 0.284872 | 0.805818
177 | 0.690933 | 0.392688 | 0.331895 | 0.451759 | 0.265694 | 0.387765
178 | 0.481680 | 0.313425 | 0.566839 | 0.489170 | 0.397358 | 0.488832
179 | 0.178210 | 0.124926 | 0.305046 | 0.274993 | 0.193764 | 0.276561
180 | 0.335440 | 0.519924 | 0.433576 | 0.148836 | 0.177799 | 0.210497
181 | 0.407542 | 0.243837 | 0.211087 | 0.347604 | 0.189476 | 0.306523
182 | 0.343446 | 0.431343 | 0.162848 | 0.403949 | 0.548060 | 0.285647
183 | 0.371947 | 0.522961 | 0.239367 | 0.223187 | 0.326419 | 0.391223
184 | 0.934919 | 0.526550 | 0.209007 | 0.881375 | 0.331371 | 0.249632
185 | 0.635602 | 0.456096 | 0.464869 | 0.647469 | 0.411632 | 0.602712
186 | 0.435061 | 0.161506 | 0.314383 | 0.799073 | 0.285814 | 0.439497
187 | 0.223365 | 0.311986 | 0.371722 | 0.623459 | 0.271629 | 0.296928
188 | 0.189283 | 0.462687 | 0.157417 | 0.187635 | 0.821387 | 0.348668
189 | 0.773144 | 0.773144 | 0.576199 | 0.985287 | 0.997787 | 0.650131
190 | 1.000000 | 0.773557 | 0.773144 | 0.983743 | 0.875567 | 0.985287
191 | 0.615739 | 0.404126 | 0.398995 | 0.298842 | 0.511696 | 0.375337
192 | 0.635131 | 0.584820 | 0.585766 | 0.657930 | 0.233135 | 0.503346
193 | 0.540439 | 0.221012 | 0.248956 | 0.319318 | 0.190808 | 0.199134
194 | 0.263083 | 0.591055 | 0.145190 | 0.185248 | 0.442243 | 0.381116
195 | 0.382281 | 0.978125 | 0.286560 | 0.628918 | 0.706951 | 0.752789
196 | 0.681632 | 0.395075 | 0.286908 | 0.355716 | 0.300836 | 0.352863
197 | 0.263748 | 0.276198 | 0.313384 | 0.400705 | 0.439841 | 0.387948
198 | 0.314439 | 0.333292 | 0.319006 | 0.283292 | 0.317595 | 0.337909
199 | 0.665536 | 0.656448 | 0.629132 | 0.342813 | 0.288661 | 0.421186
200 | 0.229998 | 0.297801 | 0.315956 | 0.328218 | 0.361371 | 0.407237
201 | 0.376340 | 0.404324 | 0.471083 | 0.610576 | 0.633917 | 0.586528
202 | 0.883668 | 0.780429 | 0.772906 | 0.909094 | 0.946304 | 0.925479
203 | 0.280981 | 0.130748 | 0.113657 | 0.498676 | 0.411706 | 0.326045
204 | 0.580880 | 0.171126 | 0.301342 | 0.195098 | 0.346322 | 0.341175
205 | 0.306320 | 0.176064 | 0.086768 | 0.376286 | 0.258598 | 0.371388
206 | 0.729501 | 0.449227 | 0.644653 | 0.659900 | 0.224554 | 0.470929
207 | 0.378967 | 0.204944 | 0.715263 | 0.486621 | 0.309262 | 0.639713
208 | 0.635131 | 0.556563 | 0.614017 | 0.657930 | 0.240911 | 0.189155
209 | 0.655357 | 0.268904 | 0.242935 | 0.602661 | 0.485047 | 0.545764
210 | 0.309033 | 0.278724 | 0.236736 | 0.441875 | 0.465023 | 0.094971
211 | 0.215686 | 0.176083 | 0.294535 | 0.501856 | 0.400397 | 0.469080
212 | 0.291748 | 0.078255 | 0.363931 | 0.243008 | 0.323442 | 0.413973
213 | 0.366612 | 0.447806 | 0.276847 | 0.641304 | 0.412255 | 0.346227
214 | 0.693018 | 0.173154 | 0.281792 | 0.455823 | 0.208924 | 0.208982
215 | 0.801005 | 0.366095 | 0.172025 | 0.678652 | 0.364867 | 0.314045
216 | 0.294208 | 0.207282 | 0.128868 | 0.299938 | 0.393067 | 0.299296
217 | 0.388901 | 0.140403 | 0.446679 | 0.220578 | 0.265247 | 0.502350
218 | 0.253421 | 0.330614 | 0.320843 | 0.511788 | 0.439435 | 0.524317
219 | 0.277115 | 0.258570 | 0.278895 | 0.145898 | 0.296562 | 0.415405
220 | 0.139935 | 0.163968 | 0.214908 | 0.290212 | 0.218645 | 0.285824
221 | 0.157480 | 0.267892 | 0.342623 | 0.186640 | 0.339165 | 0.216664
222 | 0.281841 | 0.313509 | 0.376420 | 0.196824 | 0.184414 | 0.202227
223 | 0.357399 | 0.436556 | 0.205138 | 0.384374 | 0.436509 | 0.290656
224 | 0.160572 | 0.237676 | 0.383119 | 0.359900 | 0.291271 | 0.250731
225 | 0.486966 | 0.137030 | 0.305608 | 0.250665 | 0.204497 | 0.331974
226 | 0.301165 | 0.459882 | 0.115570 | 0.359301 | 0.341026 | 0.318404
227 | 0.242985 | 0.149950 | 0.393780 | 0.195790 | 0.128750 | 0.241936
228 | 0.332881 | 0.276319 | 0.553007 | 0.267759 | 0.403359 | 0.663203
229 | 0.288986 | 0.301825 | 0.380882 | 0.236939 | 0.596591 | 0.171662
230 | 0.168097 | 0.451972 | 0.412719 | 0.141906 | 0.178658 | 0.150999
231 | 0.612508 | 0.461356 | 0.247966 | 0.589001 | 0.451523 | 0.544229
232 | 0.625548 | 0.631346 | 0.524796 | 0.794269 | 0.966026 | 0.536125
233 | 0.301937 | 0.210992 | 0.234452 | 0.281972 | 0.238319 | 0.297610
234 | 0.407697 | 0.532000 | 0.360671 | 0.289620 | 0.509750 | 0.366144
235 | 0.261029 | 0.218515 | 0.240167 | 0.438156 | 0.351006 | 0.346237
236 | 0.131558 | 0.283423 | 0.310893 | 0.178759 | 0.560700 | 0.348588
237 | 0.628987 | 0.410897 | 0.373244 | 0.130790 | 0.206437 | 0.209105
238 | 0.637435 | 0.363894 | 0.384411 | 0.652577 | 0.479901 | 0.303448
239 | 0.637075 | 0.743769 | 0.655997 | 0.581833 | 0.309129 | 0.356797
240 | 0.276240 | 0.244740 | 0.275168 | 0.186246 | 0.386769 | 0.308660
241 | 0.485753 | 0.339163 | 0.353512 | 0.412026 | 0.246179 | 0.238772
242 | 0.111308 | 0.127922 | 0.205122 | 0.268397 | 0.223143 | 0.320059
243 | 0.718846 | 0.544927 | 0.197544 | 0.672770 | 0.611318 | 0.357297
244 | 0.883668 | 0.764401 | 0.716125 | 0.909094 | 0.841863 | 0.562317
245 | 0.337209 | 0.643138 | 0.378321 | 0.232182 | 0.340975 | 0.242622
246 | 0.339369 | 0.413211 | 0.164745 | 0.193175 | 0.250045 | 0.268264
247 | 0.264489 | 0.328042 | 0.310550 | 0.400102 | 0.560475 | 0.354810
248 | 0.752002 | 0.830098 | 0.799252 | 0.599103 | 0.784677 | 0.789270
249 | 0.358356 | 0.408342 | 0.314454 | 0.390686 | 0.451322 | 0.469358
250 | 0.717378 | 0.653032 | 0.668835 | 0.813104 | 0.472974 | 0.583795
251 | 0.428927 | 0.363894 | 0.480493 | 0.419396 | 0.479901 | 0.458520
252 | 0.526155 | 0.430598 | 0.294986 | 0.448334 | 0.360818 | 0.427899
253 | 0.960932 | 0.611720 | 0.611910 | 0.949589 | 0.167913 | 0.366886
254 | 0.633916 | 0.385039 | 0.282905 | 0.080421 | 0.286106 | 0.194256
255 | 0.161539 | 0.137416 | 0.143167 | 0.123281 | 0.187098 | 0.065841
256 | 0.691017 | 0.772717 | 0.908564 | 0.465622 | 0.582741 | 0.622626
257 | 0.593850 | 0.582101 | 0.253042 | 0.650958 | 0.266984 | 0.480755
258 | 0.292074 | 0.191994 | 0.220350 | 0.276928 | 0.226699 | 0.356612
259 | 0.289746 | 0.306432 | 0.201985 | 0.270810 | 0.260495 | 0.110272
260 | 0.281784 | 0.258779 | 0.304549 | 0.213438 | 0.219864 | 0.372287
261 | 0.658664 | 0.644653 | 0.687201 | 0.330477 | 0.470929 | 0.206773
262 | 0.691965 | 0.657875 | 0.121360 | 0.472160 | 0.402267 | 0.307100
263 | 0.756480 | 0.153147 | 0.207644 | 0.614073 | 0.081522 | 0.261104
264 | 0.390016 | 0.496283 | 0.605676 | 0.231041 | 0.608671 | 0.325765
265 | 0.388099 | 0.218495 | 0.091744 | 0.464582 | 0.251817 | 0.408779
266 | 0.536149 | 0.338882 | 0.403638 | 0.368020 | 0.386941 | 0.395188
267 | 0.246713 | 0.657190 | 0.151044 | 0.363043 | 0.401208 | 0.283700
268 | 0.376462 | 0.693018 | 0.291646 | 0.310612 | 0.455823 | 0.229647
269 | 0.098987 | 0.330398 | 0.801005 | 0.462925 | 0.409448 | 0.678652
270 | 0.628677 | 0.426007 | 0.293819 | 0.352519 | 0.455014 | 0.259651
271 | 0.339888 | 0.393448 | 0.357961 | 0.290960 | 0.467001 | 0.517566
272 | 0.199704 | 0.375424 | 0.202771 | 0.277026 | 0.320679 | 0.291123
273 | 0.590368 | 0.351363 | 0.409745 | 0.250224 | 0.203348 | 0.514340
274 | 0.253692 | 0.360780 | 0.272242 | 0.292742 | 0.480954 | 0.359716
275 | 0.628894 | 0.229686 | 0.145451 | 0.471346 | 0.388258 | 0.337032
276 | 0.221519 | 0.428115 | 0.560643 | 0.390454 | 0.272466 | 0.383439
277 | 0.563404 | 0.500848 | 0.321229 | 0.300559 | 0.250382 | 0.212112
278 | 0.282652 | 0.335248 | 0.231274 | 0.353890 | 0.291525 | 0.421500
279 | 0.185169 | 0.135865 | 0.148195 | 0.504228 | 0.374275 | 0.507056
280 | 0.192878 | 0.287026 | 0.147934 | 0.343798 | 0.315931 | 0.141296
281 | 0.208779 | 0.339204 | 0.159202 | 0.626277 | 0.134206 | 0.352890
282 | 0.641520 | 0.636200 | 0.182066 | 0.218679 | 0.227779 | 0.205148
283 | 0.261669 | 0.700323 | 0.682041 | 0.328259 | 0.409401 | 0.362700
284 | 1.000000 | 1.000000 | 1.000000 | 0.192255 | 0.181902 | 0.185677
285 | 0.328202 | 0.257065 | 0.308456 | 0.568780 | 0.369350 | 0.351817
286 | 0.619548 | 0.567279 | 0.374847 | 0.894109 | 0.642125 | 0.448545
287 | 0.271875 | 0.513606 | 0.257462 | 0.215209 | 0.220689 | 0.149195
288 | 0.276084 | 0.278740 | 0.186121 | 0.499019 | 0.244205 | 0.309568
289 | 0.606292 | 0.637435 | 0.428927 | 0.831759 | 0.652577 | 0.419396
290 | 0.753371 | 0.614480 | 0.673171 | 0.854587 | 0.522687 | 0.689436
291 | 0.653111 | 0.724295 | 0.704033 | 0.449733 | 0.482396 | 0.458669
292 | 0.643266 | 0.776322 | 0.778080 | 0.577656 | 0.617293 | 0.601207
293 | 0.348553 | 0.408073 | 0.154970 | 0.264037 | 0.649818 | 0.204325
294 | 0.556634 | 0.183505 | 0.265177 | 0.805187 | 0.297852 | 0.280620
295 | 0.638903 | 0.431057 | 0.782082 | 0.628298 | 0.475847 | 0.882476
296 | 0.636716 | 0.465441 | 0.626995 | 0.217393 | 0.224331 | 0.213214
297 | 0.651856 | 0.656322 | 0.689885 | 0.661242 | 0.957218 | 0.636351
298 | 0.638903 | 0.356404 | 0.285259 | 0.628298 | 0.405938 | 0.429244
299 | 0.304587 | 0.596115 | 0.258297 | 0.369119 | 0.214968 | 0.116825
300 | 0.498048 | 0.417980 | 0.362178 | 0.737697 | 0.392880 | 0.477587
301 | 0.277115 | 0.237400 | 0.357077 | 0.145898 | 0.322870 | 0.342166
302 | 0.635991 | 0.685950 | 0.618753 | 0.384572 | 0.320236 | 0.376520
303 | 0.686226 | 0.656317 | 0.393214 | 0.872035 | 0.544152 | 0.394996
304 | 0.531739 | 0.339081 | 0.216002 | 0.246063 | 0.186367 | 0.228435
305 | 0.800518 | 0.805048 | 0.822753 | 0.531343 | 0.622673 | 0.457283
306 | 0.235024 | 0.156204 | 0.371193 | 0.475016 | 0.399426 | 0.377031
307 | 0.824218 | 0.681145 | 0.795719 | 0.956619 | 0.950602 | 0.927472
308 | 0.861934 | 0.136051 | 0.201495 | 0.663867 | 0.227700 | 0.209015
309 | 0.861934 | 0.156001 | 0.246319 | 0.663867 | 0.306408 | 0.223703
310 | 0.627935 | 0.368448 | 0.573541 | 0.247180 | 0.507523 | 0.488886
311 | 0.180490 | 0.123980 | 0.087465 | 0.266990 | 0.274701 | 0.465396
312 | 0.979637 | 0.916070 | 0.724108 | 0.934385 | 0.677761 | 0.598055
313 | 0.231526 | 0.189442 | 0.204641 | 0.411592 | 0.282999 | 0.369381
314 | 0.935725 | 0.724310 | 0.716808 | 0.718093 | 0.536262 | 0.543234
